"","007-A","007-B","007-C","007-214-OE-A","007-214-OE-B","007-214-OE-C"
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.469749684695881,-0.438134400184017,-0.537920709312076,0.532136343388747,0.0160603296525921,0.776126682761694
"GOBP_RESPONSE_TO_PROTOZOAN",0.151177686691568,-0.120537265302631,0.110927060287465,-0.29647785468449,0.202514372200181,-0.155751205126736
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",-0.220379997919968,-0.082570018983688,-0.00390184562758086,0.259042823625555,-0.0778276565285449,0.00634374472291821
"GOBP_VASCULOGENESIS",0.1609660530028,0.243606594390232,0.160549162965593,-0.14931383260041,-0.249934715179723,-0.152267638126275
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.00420708081842613,-0.202430948925818,-0.12673917719701,-0.126385193515983,0.220876747674274,0.266867888903023
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.315396315076608,-0.150269319622101,-0.0675404733056628,-0.171975596906014,0.0422273858869625,0.0734356825647183
"GOBP_MICROTUBULE_BUNDLE_FORMATION",0.0357990129391635,0.132405506418992,-0.0172006822456868,-0.0522771538053521,-0.0182715448183044,-0.0177163375336247
"GOBP_OSTEOBLAST_DIFFERENTIATION",-0.0104044665894472,0.0790903170775265,0.11014532080465,-0.0650395286148866,-0.0188188979096891,-0.0897560205714326
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",-0.0151688144381569,0.117983617563705,0.0294946072956443,0.00312255285088181,-0.221704263611559,0.00525941098636878
"GOBP_METANEPHROS_DEVELOPMENT",0.191934127491374,0.141201493965544,0.00469324997437678,-0.015110395429424,-0.174445389662975,-0.197869697620286
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.0674927247968589,-0.152898034851956,0.176202917741676,0.0406449161299835,0.010560206150122,-0.00998537816148803
"GOBP_FEVER_GENERATION",-0.0747670570557371,0.164291941534614,-0.0944472025433424,0.200640703977097,-0.178468588100558,-0.0579746067002403
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.131711391854041,0.139191468558282,0.132302955209623,-0.143259734029911,-0.148051955951784,-0.113803830889713
"GOBP_ACROSOME_ASSEMBLY",0.308175906753717,0.376194394787441,-0.178459388800028,-0.179017068407252,-0.361149050450078,0.0145897358994413
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.0618985959041235,-0.128509376735882,0.172898968044368,0.0445141532649192,0.183204254206543,-0.173765911847757
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.0109877738035504,-0.0130417900501807,0.127849486740177,-0.0308336183347696,-0.0511703217992118,-0.217968696652818
"GOBP_TRNA_5_LEADER_REMOVAL",-0.534209509739721,-0.239828590468962,-0.024727419472634,0.276021625420933,0.435091459656417,-0.0575313975803269
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.413901864512367,0.462721482953562,0.352487003483864,-0.731149670259237,0.408572678395709,-0.669913638372262
"GOBP_GASTRIC_ACID_SECRETION",-0.324458883519171,0.00248908171971057,-0.00980453601780573,0.389062084306436,-0.317937833436374,0.100807176539847
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.0955106778243807,0.026913129547551,0.0947688573463985,-0.117661757145178,-0.145401614910487,0.0169688475370353
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",-0.000828048357068345,0.150380497735117,0.061829926999695,0.0746345726114438,-0.304432589675317,0.010398071486156
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.0805069718209717,-0.00254080561656031,0.074546724886235,-0.0858337355249636,-0.0791445216881563,-0.0455016190718388
"GOBP_ENDODERM_FORMATION",0.0569840442591223,-0.00965363444415088,0.116202475842506,-0.163284772570551,0.0407876930572067,0.00329972993276484
"GOBP_CELL_FATE_SPECIFICATION",0.0749284248726025,0.210721272560564,-0.125125125104263,-0.216266132232729,-0.134506886128632,0.0811059837901105
"GOBP_CELL_FATE_DETERMINATION",-0.299696021738153,0.214858102066118,0.134420294315088,-0.186035278441766,-0.239043832232451,0.305963888009697
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",-0.266853783545571,-0.166835704418024,-0.296604341809846,0.466546878834586,-0.197867618270541,0.425104314910955
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",-0.0929659281634665,0.390265588352979,-0.0894585952140118,-0.322749697448006,-0.183466504073605,0.111245621333909
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",-0.351315298072504,0.27007672466064,0.43699165671852,-0.554122838144995,-0.0314428585675316,0.0550386372711845
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.271140052578373,0.119448593401088,-0.337683731903136,0.323807891501061,-0.314527769507487,0.549934482652807
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.46335968929367,-0.118991687727314,-0.0171471739019202,0.218278665396254,0.434417170972649,0.164481984928904
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0145082041575529,0.135225669156392,0.118150201465514,-0.0410125976920866,0.0159152873560439,-0.233678435575743
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",0.213882864578561,-0.0824458844789493,-0.190406307904335,-0.206218968384151,0.0795955318411848,0.242185708711452
"GOBP_SOMITOGENESIS",-0.146072081343383,-0.115703948367228,0.0238545194997523,0.0771669204643821,-0.0579117770165099,0.132959875105199
"GOBP_SOMITE_SPECIFICATION",-0.0168001472890116,-0.017436734887724,-0.0216868561010681,-0.768564926061256,0.535984292339547,0.203508196894643
"GOBP_ORGAN_INDUCTION",0.0149660052305015,-0.0200023516606368,-0.273609482283449,-0.0573508053329527,0.0106244800593988,0.257870489053241
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.0465228639561544,0.0187170996877985,0.0205113682886582,0.118222813122634,-0.127976744544082,0.017515724220246
"GOBP_NEURON_MIGRATION",0.177029061394347,0.0869633283633482,0.118373392084183,-0.0627015181011141,-0.253770901738809,-0.184590048803093
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.334935853676785,0.351455816609274,0.668343587888932,-0.611878453039056,-0.331312402668949,-0.288357172687246
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.0646693384536915,-0.00512941167184255,-0.0490634387384147,-0.274112519896974,0.160016443734872,0.0750825371443939
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",-0.135335501932665,0.158936787001694,0.419786753076584,-0.183966744988827,-0.220715822921648,-0.22743152412898
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.140703877023504,0.31314200571522,0.309950513441956,-0.311018091623063,-0.433261680098118,-0.0621039795480746
"GOBP_CELL_ACTIVATION",0.124258268026756,0.0509434647019257,0.0773160504845352,-0.0862463371536125,-0.113840754113271,-0.0771506154517737
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.166693888078803,0.00853600620553127,-0.1407808703296,-0.0723841581782387,0.0335735300264256,0.0888305348325625
