"gene","module"
"ASB1","black"
"DUSP28","black"
"SNED1","black"
"SETD5","black"
"BRPF1","black"
"XPC-AS1","black"
"EAF1","black"
"EAF1-AS1","black"
"STT3B","black"
"EPM2AIP1","black"
"APRG1","black"
"ENTPD3","black"
"TCAIM","black"
"ATRIP","black"
"SEMA3B","black"
"PHF7","black"
"ITIH4","black"
"LMOD3","black"
"FOXP1","black"
"RYBP","black"
"PPP4R2","black"
"ZBTB11","black"
"ENSG00000272844","black"
"GTPBP8","black"
"ZNF148","black"
"RPN1","black"
"RAB43","black"
"ISY1","black"
"ENSG00000203644","black"
"ENSG00000291081","black"
"CDV3","black"
"TOPBP1","black"
"COPB2","black"
"PXYLP1","black"
"ZBTB38","black"
"GRK7","black"
"ANKUB1","black"
"TIPARP","black"
"SLITRK3","black"
"MYNN","black"
"TNIK","black"
"PLD1","black"
"ALG3","black"
"TMEM44-AS2","black"
"XXYLT1","black"
"TFRC","black"
"NCBP2","black"
"LRCH3","black"
"PCGF3","black"
"LDB2","black"
"MED28-DT","black"
"NSUN7","black"
"PPAT","black"
"ENSG00000205682","black"
"ENSG00000250075","black"
"UBA6","black"
"UBA6-DT","black"
"CNOT6L","black"
"LIN54","black"
"ABRAXAS1","black"
"ENSG00000251095","black"
"ENSG00000251523","black"
"CXXC4-AS1","black"
"RPL34-DT","black"
"OSTC","black"
"NAA15","black"
"POU4F2","black"
"TRIM2","black"
"ENSG00000280241","black"
"PDGFC","black"
"SPOCK3","black"
"CEP44","black"
"BRD9","black"
"MARCHF6","black"
"ANKH","black"
"CDH12","black"
"HMGCS1","black"
"BDP1","black"
"HMGCR","black"
"MTX3","black"
"SSBP2","black"
"FAM81B","black"
"PCSK1","black"
"ENSG00000249787","black"
"TMED7","black"
"ENSG00000249916","black"
"LMNB1-DT","black"
"P4HA2-AS1","black"
"FSTL4","black"
"CAMLG","black"
"LRRTM2","black"
"DND1","black"
"ENSG00000287726","black"
"LARS1","black"
"ENSG00000287630","black"
"AFAP1L1","black"
"ARHGEF37","black"
"TTC1","black"
"ENSG00000254186","black"
"PANK3","black"
"KIAA1191","black"
"TSPAN17","black"
"MXD3","black"
"N4BP3","black"
"RUFY1","black"
"SSR1","black"
"RNF182","black"
"NUP153","black"
"H2BC4","black"
"H2AC6","black"
"H2BC11","black"
"H2AC13","black"
"H2AC16","black"
"SCAND3","black"
"TRIM27","black"
"HLA-B","black"
"DDX39B","black"
"PPT2","black"
"VPS52","black"
"FKBP5","black"
"PNPLA1","black"
"STK38","black"
"CDKN1A","black"
"MRPL2","black"
"POLH","black"
"TPBG","black"
"PGM3","black"
"GABRR1","black"
"UFL1","black"
"PDSS2","black"
"CD164","black"
"ZBTB24","black"
"HSF2","black"
"ECHDC1","black"
"MED23","black"
"HIVEP2-DT","black"
"PLAGL1","black"
"SAMD5","black"
"SASH1","black"
"TAB2","black"
"SUMO4","black"
"TFB1M","black"
"ENSG00000233044","black"
"DLL1","black"
"PDCD2","black"
"SLC29A4","black"
"EIF2AK1","black"
"USP42","black"
"ENSG00000290835","black"
"MIOS-DT","black"
"POLR1F","black"
"STEAP1B","black"
"TOMM7","black"
"LUARIS","black"
"TMED4","black"
"ENSG00000287574","black"
"TYW1B","black"
"TBL2","black"
"LINC03009","black"
"DMTF1-AS1","black"
"DBF4","black"
"ZNF804B","black"
"CLDN12","black"
"MTERF1","black"
"BAIAP2L1","black"
"FAM200A","black"
"ZNF655","black"
"TMEM225B","black"
"ENSG00000288976","black"
"EFCAB10","black"
"ATXN7L1","black"
"CBLL1-AS1","black"
"ZNF277","black"
"LSMEM1","black"
"ZC3HC1","black"
"UBN2","black"
"KDM7A","black"
"SLC4A2","black"
"ENSG00000234210","black"
"TNKS","black"
"FDFT1","black"
"PCM1","black"
"PDLIM2","black"
"CCAR2","black"
"TNFRSF10B","black"
"PPP2R2A","black"
"PTK2B","black"
"ELP3","black"
"EXTL3-AS1","black"
"INTS9","black"
"HMBOX1","black"
"MAK16","black"
"TM2D2","black"
"PCMTD1","black"
"SULF1","black"
"KCNB2","black"
"FLJ46284","black"
"ENSG00000253197","black"
"ENSG00000271971","black"
"TMEM67","black"
"PDP1","black"
"FSBP","black"
"VIRMA-DT","black"
"DPY19L4","black"
"PABPC1","black"
"ZNNT1","black"
"ZNF706","black"
"RAD21-AS1","black"
"EXT1","black"
"ARC","black"
"TIGD5","black"
"ARHGAP39","black"
"MIR1302-9HG","black"
"CDC37L1","black"
"CCDC171","black"
"IFT74","black"
"ENSG00000285103","black"
"RGP1","black"
"CNTNAP3C","black"
"NAA35","black"
"ZNF484","black"
"CCDC180","black"
"INVS","black"
"BAAT","black"
"SMC2","black"
"PTBP3","black"
"ENSG00000284977","black"
"CNTRL","black"
"TOR2A","black"
"FPGS","black"
"HMCN2","black"
"ASS1","black"
"MED27","black"
"TSC1","black"
"SURF1","black"
"CACFD1","black"
"SLC2A6","black"
"ENSG00000205740","black"
"GTPBP4","black"
"IDI1","black"
"GATA3","black"
"CELF2-DT","black"
"MIR1915HG","black"
"LINC02680","black"
"BAMBI","black"
"ZNF37A","black"
"ENSG00000272983","black"
"ENSG00000290887","black"
"ALOX5","black"
"MARCHF8","black"
"ARHGAP22","black"
"CSTF2T","black"
"ZWINT","black"
"DNA2","black"
"SGPL1","black"
"GLUD1P3","black"
"ZSWIM8","black"
"BMPR1A","black"
"PTEN","black"
"HECTD2","black"
"PI4K2A","black"
"R3HCC1L","black"
"CUTC","black"
"SCD","black"
"BTRC","black"
"WBP1L","black"
"CNNM2","black"
"SH3PXD2A","black"
"GSTO1","black"
"ENSG00000289126","black"
"SEC23IP","black"
"TACC2","black"
"MKI67","black"
"C10orf143","black"
"ENSG00000277959","black"
"STK32C","black"
"RRM1","black"
"DNHD1","black"
"SCUBE2","black"
"TMEM41B","black"
"PLEKHA7","black"
"ENSG00000290957","black"
"LGR4-AS1","black"
"ELP4","black"
"ENSG00000255202","black"
"API5","black"
"NR1H3","black"
"OSBP","black"
"FEN1","black"
"STX5","black"
"NAA40","black"
"TRPT1","black"
"TRMT112","black"
"MAJIN","black"
"DPF2","black"
"ENSG00000289231","black"
"BBS1","black"
"SPTBN2","black"
"TMEM134","black"
"RNF121","black"
"UCP2","black"
"RNF169","black"
"XRRA1","black"
"EMSY","black"
"KCTD21-AS1","black"
"RAB30","black"
"TMEM135","black"
"DCUN1D5","black"
"KBTBD3","black"
"CWF19L2","black"
"ENSG00000285696","black"
"LINC02762","black"
"NCAM1","black"
"NCAM1-AS1","black"
"SIK3","black"
"PHLDB1","black"
"SLC37A4","black"
"TLCD5","black"
"ARHGEF12","black"
"CDON","black"
"GSEC","black"
"SLC6A13","black"
"DCP1B","black"
"NCAPD2","black"
"CDCA3","black"
"CLEC4A","black"
"PTPRO","black"
"LINC02955","black"
"KLHL42","black"
"KIF21A","black"
"NELL2","black"
"SENP1","black"
"FKBP11","black"
"DDN-AS1","black"
"KMT2D","black"
"CSRNP2","black"
"ENSG00000278126","black"
"EIF4B","black"
"AAAS","black"
"PRR13","black"
"SCAT2","black"
"BAZ2A","black"
"STAT6","black"
"AVIL","black"
"HELB","black"
"MDM2","black"
"CPSF6","black"
"RAB21","black"
"KRR1","black"
"BBS10","black"
"OSBPL8","black"
"NAV3","black"
"ENSG00000289218","black"
"TSPAN19","black"
"DEPDC4","black"
"NOPCHAP1","black"
"NUAK1","black"
"SART3","black"
"FAM216A","black"
"ATXN2","black"
"MAPKAPK5","black"
"IQCD","black"
"LINC01234","black"
"MED13L","black"
"TESC-AS1","black"
"TRIAP1","black"
"SETD1B","black"
"ENSG00000255856","black"
"ENSG00000291171","black"
"USPL1","black"
"CCDC169","black"
"DLEU7","black"
"NEK5","black"
"SUGT1","black"
"BORA","black"
"ENSG00000286385","black"
"GPC6","black"
"GPC6-AS1","black"
"ENSG00000286416","black"
"IPO5","black"
"UBAC2-AS1","black"
"GPR18","black"
"ENSG00000287746","black"
"CLYBL","black"
"ERCC5","black"
"IRS2","black"
"OSGEP","black"
"PNP","black"
"OXA1L","black"
"PRMT5-DT","black"
"SLC7A8","black"
"NGDN","black"
"ZFHX2-AS1","black"
"ENSG00000288820","black"
"TINF2","black"
"ENSG00000285633","black"
"CFL2","black"
"PPP2R3C","black"
"ENSG00000258526","black"
"NEMF","black"
"LINC01588","black"
"MAP4K5","black"
"GNG2","black"
"ERO1A","black"
"ENSG00000258698","black"
"CNIH1","black"
"ENSG00000261242","black"
"ENSG00000258847","black"
"ENSG00000286319","black"
"SLC39A9","black"
"DNAL1","black"
"ENSG00000258891","black"
"FAM161B","black"
"ENSG00000285966","black"
"ZDHHC22","black"
"ENSG00000258983","black"
"ATXN3","black"
"ENSG00000258666","black"
"MEG3","black"
"MIR493HG","black"
"MEG8","black"
"PPP2R5C","black"
"ENSG00000271780","black"
"WDR20","black"
"ENSG00000260409","black"
"ENSG00000261529","black"
"GABRG3","black"
"MTMR10","black"
"NUTM1","black"
"DLL4","black"
"ENSG00000259463","black"
"OIP5","black"
"PLA2G4B","black"
"TMEM87A","black"
"ZNF106","black"
"CDAN1","black"
"UBR1","black"
"ENSG00000289277","black"
"CTDSPL2","black"
"USP50","black"
"ARPP19","black"
"BNIP2","black"
"INTS14","black"
"ENSG00000260773","black"
"ZWILCH","black"
"ADPGK","black"
"CLK3","black"
"EDC3","black"
"SNUPN","black"
"CPEB1-AS1","black"
"DET1","black"
"POLG-DT","black"
"TTC23","black"
"LRRC28","black"
"ENSG00000270127","black"
"ENSG00000260989","black"
"JPT2","black"
"ENSG00000269937","black"
"KCTD5","black"
"GLIS2-AS1","black"
"C16orf96","black"
"CPPED1","black"
"LCMT1-AS1","black"
"ENSG00000261329","black"
"KIF22","black"
"RNF40","black"
"FBXL19-AS1","black"
"ZNF668","black"
"ENSG00000261124","black"
"ARMC5","black"
"MYLK3","black"
"CHD9","black"
"PLLP","black"
"ENSG00000260600","black"
"CDH11","black"
"RANBP10","black"
"ENSG00000287760","black"
"TANGO6","black"
"ATXN1L","black"
"DHX38","black"
"ENSG00000274220","black"
"C16orf95","black"
"C16orf95-DT","black"
"ZCCHC14","black"
"ENSG00000269935","black"
"BANP","black"
"SNAI3-AS1","black"
"TIMM22","black"
"RPA1","black"
"METTL16","black"
"SHPK","black"
"SPNS3","black"
"ENSG00000262823","black"
"C17orf114","black"
"ENSG00000262429","black"
"ZNF232","black"
"RABEP1","black"
"TNK1","black"
"NLGN2","black"
"FXR2","black"
"MYH10","black"
"ENSG00000225751","black"
"LRRC75A","black"
"ZNF624","black"
"ENSG00000264666","black"
"MAP2K3","black"
"SDF2","black"
"ENSG00000265845","black"
"PIPOX","black"
"MYO18A","black"
"CPD","black"
"GOSR1","black"
"MIR4733HG","black"
"ENSG00000278638","black"
"NPEPPSP1","black"
"CDC6","black"
"ENSG00000267765","black"
"DHX8","black"
"RUNDC3A-AS1","black"
"GPATCH8","black"
"GJC1","black"
"KANSL1-AS1","black"
"ARL17B","black"
"LRRC37A","black"
"KPNB1-DT","black"
"NFE2L1","black"
"TOB1-AS1","black"
"ENSG00000263089","black"
"SRSF1","black"
"ENSG00000263938","black"
"MAP3K3","black"
"FTSJ3","black"
"CEP95","black"
"ENSG00000290457","black"
"HELZ","black"
"ENSG00000285877","black"
"C17orf80","black"
"GRIN2C","black"
"FDXR","black"
"ARMC7","black"
"GRB2","black"
"UNK","black"
"WBP2","black"
"BIRC5","black"
"CANT1","black"
"RPTOR","black"
"TEPSIN","black"
"COLEC12","black"
"METTL4","black"
"MYL12-AS1","black"
"MTCL1","black"
"RNMT","black"
"MIB1","black"
"RNF138","black"
"ENSG00000274400","black"
"SYT4","black"
"SMAD2","black"
"ZBTB7C","black"
"CTIF","black"
"ENSG00000267762","black"
"MBD1","black"
"ST8SIA3","black"
"PHLPP1","black"
"ZNF516","black"
"ENSG00000267655","black"
"MIER2","black"
"DAZAP1","black"
"ENSG00000267448","black"
"SAFB2","black"
"RPL36","black"
"LONP1","black"
"TNFSF9","black"
"CERS4","black"
"ZNF121","black"
"FBXL12","black"
"RAVER1","black"
"DNM2","black"
"CARM1","black"
"TIMM29","black"
"ENSG00000266936","black"
"ZNF799","black"
"ENSG00000234848","black"
"ENSG00000267062","black"
"ELL","black"
"NCAN","black"
"ZNF714","black"
"ZNF429","black"
"ENSG00000268081","black"
"ZNF724","black"
"LINC00662","black"
"TDRD12","black"
"LSM14A","black"
"USF2","black"
"ZNF565","black"
"ZNF527","black"
"ZNF607","black"
"GMFG","black"
"ZNF780A","black"
"SERTAD3","black"
"EGLN2","black"
"PSG11-AS1","black"
"ZNF223","black"
"ZNF227","black"
"TOMM40","black"
"OPA3","black"
"QPCTL","black"
"ENSG00000268810","black"
"STRN4","black"
"SLC1A5","black"
"DHX34","black"
"ENSG00000277383","black"
"EMP3","black"
"GYS1","black"
"TRPM4","black"
"PTOV1-AS1","black"
"AKT1S1","black"
"NUP62","black"
"LRRC4B","black"
"ZNF613","black"
"ZNF701","black"
"ENSG00000290073","black"
"ZNF813","black"
"ZNF524","black"
"ZNF865","black"
"ZNF444","black"
"ZNF805","black"
"ENSG00000268205","black"
"ZNF587","black"
"CPXM1","black"
"KIZ-AS1","black"
"FAM242A","black"
"ENSG00000290901","black"
"XKR7","black"
"C20orf203","black"
"UQCC1","black"
"RBM12","black"
"RIMS4","black"
"PLTP","black"
"SULF2","black"
"ENSG00000289236","black"
"ENSG00000289537","black"
"MTG2","black"
"ARFGAP1","black"
"TPD52L2","black"
"NRIP1","black"
"GABPA","black"
"LTN1","black"
"C21orf62","black"
"ENSG00000289238","black"
"HLCS","black"
"VPS26C","black"
"DYRK1A","black"
"IGSF5","black"
"ENSG00000288069","black"
"CFAP410","black"
"LSS","black"
"PCNT","black"
"TMEM191B","black"
"PI4KAP1","black"
"SLC2A11","black"
"DDT","black"
"ENSG00000290796","black"
"HPS4","black"
"TPST2","black"
"ZNRF3","black"
"NF2","black"
"TBC1D10A","black"
"SF3A1","black"
"RNF215","black"
"SEC14L2","black"
"ENSG00000287817","black"
"LINC02885","black"
"ENSG00000279738","black"
"ADSL","black"
"MRTFA-AS1","black"
"XPNPEP3","black"
"DNAJB7","black"
"EP300","black"
"ENSG00000232754","black"
"SREBF2","black"
"WBP2NL","black"
"POLDIP3","black"
"SCUBE1","black"
"SHISAL1","black"
"NUP50","black"
"ENSG00000273188","black"
"LMF2","black"
"NCAPH2","black"
"CHKB","black"
"LINC00685","black"
"ENSG00000237994","black"
"CXorf38","black"
"MED14OS","black"
"TIMP1","black"
"SLC35A2","black"
"PIM2","black"
"CCDC120","black"
"USP27X","black"
"CCNB3","black"
"SPIN2A","black"
"ENSG00000286977","black"
"SPIN4","black"
"KIF4A","black"
"ZMYM3","black"
"RLIM","black"
"ATP7A","black"
"ARMCX1","black"
"ARMCX5","black"
"ENSG00000239407","black"
"ALG13","black"
"NKAP","black"
"TMEM255A","black"
"MCTS1","black"
"XIAP","black"
"GPC4","black"
"ATP11C","black"
"ENSG00000272438","blue"
"SAMD11","blue"
"SLC35E2B","blue"
"RPL22","blue"
"ICMT","blue"
"CAMTA1-DT","blue"
"CAMTA1-AS3","blue"
"RERE","blue"
"MIR34AHG","blue"
"UBE4B","blue"
"PGD","blue"
"PEX14","blue"
"SPEN-AS1","blue"
"SZRD1","blue"
"ENSG00000261135","blue"
"MFAP2","blue"
"AKR7A2","blue"
"KIF17","blue"
"HP1BP3","blue"
"KDM1A","blue"
"HNRNPR","blue"
"ID3","blue"
"RPL11","blue"
"GALE","blue"
"HMGCL","blue"
"SYF2","blue"
"SELENON","blue"
"UBXN11","blue"
"ARID1A","blue"
"PHACTR4","blue"
"RCC1","blue"
"YTHDF2","blue"
"EPB41","blue"
"SRSF4","blue"
"SERINC2","blue"
"KHDRBS1","blue"
"ENSG00000203325","blue"
"TMEM39B","blue"
"HDAC1","blue"
"MARCKSL1","blue"
"FAM229A","blue"
"BSDC1","blue"
"RBBP4","blue"
"SYNC","blue"
"ZNF362","blue"
"PHC2","blue"
"AGO1","blue"
"MAP7D1","blue"
"STK40","blue"
"MRPS15","blue"
"DNALI1","blue"
"GNL2","blue"
"AKIRIN1","blue"
"ENSG00000287422","blue"
"BMP8A","blue"
"PABPC4","blue"
"C1orf50","blue"
"TMEM269","blue"
"KDM4A","blue"
"KDM4A-AS1","blue"
"ST3GAL3-AS1","blue"
"RPS8","blue"
"PLK3","blue"
"TOE1","blue"
"TSPAN1","blue"
"LRRC41","blue"
"ENSG00000233407","blue"
"TTC39A","blue"
"OSBPL9","blue"
"BTF3L4","blue"
"TUT4","blue"
"CPT2","blue"
"MAGOH-DT","blue"
"DIO1","blue"
"SSBP3","blue"
"PARS2","blue"
"LINC01135","blue"
"IL12RB2","blue"
"SERBP1","blue"
"SRSF11","blue"
"FPGT","blue"
"NEXN-AS1","blue"
"FUBP1","blue"
"ADGRL2","blue"
"ENSG00000234953","blue"
"ENSG00000236676","blue"
"HFM1","blue"
"RPL5","blue"
"MTF2","blue"
"TMED5","blue"
"DNTTIP2","blue"
"SLC44A3","blue"
"PTBP2","blue"
"ENSG00000259946","blue"
"SLC25A24","blue"
"ENSG00000260879","blue"
"CELSR2","blue"
"INKA2-AS1","blue"
"DDX20","blue"
"CTTNBP2NL","blue"
"CAPZA1","blue"
"PHTF1","blue"
"NRAS","blue"
"CSDE1","blue"
"POLR3GL","blue"
"TXNIP","blue"
"MINDY1","blue"
"PSMD4","blue"
"TUFT1","blue"
"ENSG00000232536","blue"
"CELF3","blue"
"ENSG00000227045","blue"
"SNAPIN","blue"
"ILF2","blue"
"ENSG00000284738","blue"
"SLC39A1","blue"
"UBE2Q1","blue"
"ENSG00000286391","blue"
"SHC1","blue"
"KRTCAP2","blue"
"THBS3","blue"
"ENTREP3","blue"
"PKLR","blue"
"FDPS","blue"
"GON4L","blue"
"SSR2","blue"
"UBQLN4","blue"
"PMF1","blue"
"NES","blue"
"ENSG00000285570","blue"
"CRABP2","blue"
"KIRREL1","blue"
"IGSF9","blue"
"VANGL2","blue"
"KLHDC9","blue"
"UFC1","blue"
"NDUFS2","blue"
"ENSG00000283696","blue"
"ATF6-DT","blue"
"RGS4","blue"
"POGK","blue"
"PRRC2C","blue"
"PRDX6","blue"
"RASAL2","blue"
"QSOX1","blue"
"ACBD6","blue"
"DHX9-AS1","blue"
"SMG7","blue"
"RNF2","blue"
"TRMT1L","blue"
"SWT1","blue"
"PRG4","blue"
"RGS2","blue"
"LINC01031","blue"
"KCNT2","blue"
"ZBTB41","blue"
"ZNF281","blue"
"DDX59","blue"
"ENSG00000229191","blue"
"RNPEP","blue"
"PLEKHA6","blue"
"RBBP5","blue"
"NUAK2","blue"
"CD46","blue"
"RAB3GAP2","blue"
"TP53BP2","blue"
"CNIH4","blue"
"ENAH","blue"
"ENSG00000289602","blue"
"SRP9","blue"
"ENSG00000289341","blue"
"H3-3A-DT","blue"
"PARP1","blue"
"GNPAT","blue"
"TOMM20","blue"
"ARID4B","blue"
"GREM2","blue"
"ZNF669","blue"
"PGBD2","blue"
"LINC01250","blue"
"ENSG00000287126","blue"
"RPS7","blue"
"ENSG00000242540","blue"
"ASAP2","blue"
"CPSF3","blue"
"ODC1","blue"
"GREB1","blue"
"DDX1","blue"
"LINC01376","blue"
"WDR35-DT","blue"
"LDAH","blue"
"KLHL29","blue"
"ENSG00000283031","blue"
"PFN4","blue"
"FAM228A","blue"
"PTRHD1","blue"
"DNAJC27-AS1","blue"
"KIF3C","blue"
"SPDYA","blue"
"TRMT61B","blue"
"LBH","blue"
"ENSG00000286415","blue"
"SLC8A1-AS1","blue"
"SLC8A1","blue"
"RHOQ","blue"
"CRIPT","blue"
"STPG4","blue"
"EPCAM-DT","blue"
"ENSG00000226087","blue"
"MSH2","blue"
"MSH6","blue"
"STON1","blue"
"SPTBN1-AS2","blue"
"RPS27A","blue"
"ENSG00000272180","blue"
"MIR217HG","blue"
"USP34-DT","blue"
"FAM161A","blue"
"SERTAD2","blue"
"NFU1","blue"
"ENSG00000231024","blue"
"SNRNP27","blue"
"SNRPG","blue"
"ADD2","blue"
"ENSG00000286979","blue"
"VAX2","blue"
"DGUOK","blue"
"TET3","blue"
"DCTN1","blue"
"C2orf81","blue"
"RTKN","blue"
"WBP1","blue"
"LOXL3","blue"
"CHMP3","blue"
"CHMP3-AS1","blue"
"RMND5A","blue"
"ENSG00000290941","blue"
"SNRNP200","blue"
"LINC01114","blue"
"PANTR1","blue"
"ENSG00000269707","blue"
"POU3F3","blue"
"C2orf49","blue"
"NCK2","blue"
"ENSG00000290119","blue"
"ENSG00000234162","blue"
"LINC02936","blue"
"DDX18","blue"
"GYPC","blue"
"CYP27C1","blue"
"MAP3K2-DT","blue"
"WDR33","blue"
"ENSG00000286873","blue"
"HS6ST1","blue"
"LINC02572","blue"
"CCNT2-AS1","blue"
"MAP3K19","blue"
"UBXN4","blue"
"CXCR4","blue"
"LRP1B","blue"
"MBD5","blue"
"KIF5C","blue"
"ENSG00000286167","blue"
"LINC01931","blue"
"RND3","blue"
"ARL5A","blue"
"ARL6IP6","blue"
"RPRM","blue"
"FIGN","blue"
"ENSG00000237844","blue"
"ENSG00000236283","blue"
"SCN3A","blue"
"CSRNP3","blue"
"KLHL23","blue"
"DYNC1I2","blue"
"ITGA6","blue"
"OLA1","blue"
"WIPF1","blue"
"CHN1","blue"
"ENSG00000213963","blue"
"TTC30B","blue"
"CHROMR","blue"
"FKBP7","blue"
"SESTD1","blue"
"COL3A1","blue"
"ORMDL1","blue"
"HECW2","blue"
"CCDC150","blue"
"GTF3C3","blue"
"SF3B1","blue"
"FAM117B","blue"
"ICA1L","blue"
"CARF","blue"
"CYP20A1","blue"
"KLF7","blue"
"CREB1","blue"
"METTL21A","blue"
"MYL1","blue"
"ERBB4","blue"
"SNHG31","blue"
"TMEM169","blue"
"XRCC5","blue"
"SMARCAL1","blue"
"PNKD","blue"
"TMBIM1","blue"
"NHEJ1","blue"
"TRIP12","blue"
"DIS3L2","blue"
"HDAC4-AS1","blue"
"HDLBP","blue"
"SEPTIN2","blue"
"FARP2","blue"
"DTYMK","blue"
"CRBN","blue"
"LRRN1","blue"
"SETMAR","blue"
"GRM7-AS3","blue"
"THUMPD3-AS1","blue"
"THUMPD3","blue"
"MTMR14","blue"
"OGG1","blue"
"ENSG00000291224","blue"
"BRK1","blue"
"ATG7","blue"
"XPC","blue"
"METTL6","blue"
"DPH3","blue"
"ENSG00000289138","blue"
"SGO1","blue"
"RPL15","blue"
"TOP2B","blue"
"CMTM7","blue"
"DYNC1LI1","blue"
"TRIM71","blue"
"ENSG00000289460","blue"
"TRANK1","blue"
"ACVR2B","blue"
"ENSG00000286781","blue"
"EIF1B","blue"
"ENTPD3-AS1","blue"
"RPL14","blue"
"ZNF621","blue"
"ZNF445","blue"
"ZNF660","blue"
"ZNF197","blue"
"ZNF35","blue"
"LARS2-AS1","blue"
"ENSG00000288720","blue"
"SETD2","blue"
"KIF9-AS1","blue"
"SMARCC1","blue"
"DHX30","blue"
"SHISA5","blue"
"IP6K2","blue"
"WDR6","blue"
"IMPDH2","blue"
"QRICH1","blue"
"QARS1","blue"
"KLHDC8B","blue"
"GPX1","blue"
"RHOA","blue"
"AMT","blue"
"RBM5","blue"
"SEMA3F-AS1","blue"
"GNAI2","blue"
"LSMEM2","blue"
"HYAL2","blue"
"MAPKAPK3","blue"
"RBM15B","blue"
"DCAF1","blue"
"GRM2","blue"
"PCBP4","blue"
"RPL29","blue"
"DUSP7","blue"
"GLYCTK-AS1","blue"
"MUSTN1","blue"
"TASOR","blue"
"PTPRG-AS1","blue"
"PRICKLE2","blue"
"ROBO1","blue"
"ENSG00000288105","blue"
"ENSG00000286329","blue"
"ENSG00000242828","blue"
"LINC02050","blue"
"GBE1","blue"
"LINC02008","blue"
"CGGBP1","blue"
"C3orf38","blue"
"EPHA3","blue"
"ENSG00000285780","blue"
"ARL13B","blue"
"ENSG00000286447","blue"
"EPHA6","blue"
"IMPG2","blue"
"SENP7","blue"
"PCNP","blue"
"RPL24","blue"
"TAGLN3","blue"
"CD200","blue"
"BOC","blue"
