"","22q002-A","22q002-B","22q002-C","22q002-214-KD-A","22q002-214-KD-B","22q002-214-KD-C"
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.133656238831801,0.298495551394153,0.398678276957266,-0.201153209455105,-0.337635345211071,-0.308088710145366
"GOBP_PROTEIN_DENEDDYLATION",-0.139280493576423,-0.287137141282977,-0.307378426179538,0.447975141268261,-0.15033448840107,0.444131316680754
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",-0.397396961785173,0.0261195716029362,-0.471688734240444,-0.5490532785037,0.308057300375104,0.85335984454788
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.123389870174756,-0.329422886273751,-0.322777488942658,0.280996332355658,0.2571567729011,0.302396342058455
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0175854092505121,-0.0440547257730364,-0.0220705276158645,0.0694420876676016,-0.21787590939531,0.247706506470418
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0488768773379596,0.0762460076863614,0.190191635691732,-0.0581168937963068,-0.310931524324452,0.138808791359016
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.0749972512878349,-0.421509645688694,-0.214162222416411,0.31042858574404,0.333885187403059,0.16043394180755
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.610614400724269,-0.528090395480059,-0.348367375588675,0.57355932203399,0.349115639714635,0.592090395480203
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.359718426425999,-0.580155132863191,0.116948896215723,0.409447730198927,0.581632411005547,-0.0360236468987708
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.238807319681832,-0.490660505267028,-0.155395337535532,0.329433710503161,0.342126663615399,0.0686434943438577
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",0.168472690327027,-0.111273061747833,-0.0215193481948354,0.276328625889194,-0.38898815507847,0.197353582211543
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.26760505518012,-0.387814096382954,-0.0294594744255716,0.229621470340711,0.022894430643149,-0.141109715328479
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.0751735111155234,-0.195818073207093,-0.182816229723477,0.00770655806366652,0.186329129006222,0.319508216977723
"GOBP_MITOPHAGY",-0.0533584258904265,-0.282759111480035,-0.135396497174268,0.0106228141707653,0.375378244223956,0.202322780559277
"GOBP_PEXOPHAGY",-0.455774711714805,-0.41265677346581,-0.00395339318376353,0.224304206212451,-0.181228092057262,0.576902305249783
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.495952865415689,-0.601201627318592,-0.502703422323099,0.524581269455406,0.544588984770594,0.403645699576182
"GOBP_MATURATION_OF_5_8S_RRNA",-0.287662868438058,-0.54281546515991,-0.421575145111419,0.484983913973928,0.472193145195246,0.410263539749443
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.354187372869998,-0.500278786623157,-0.364409684525998,0.442841836584737,0.506995256089897,0.385807149443634
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.362697978500815,-0.560134548353768,-0.339741812917227,0.490918872875135,0.585921688277266,0.346568687663659
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.411198177081265,-0.528062628316687,-0.411223908208584,0.516320663155384,0.48939989792645,0.433124480726701
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.3423099074101,-0.522914291414708,-0.47146705428125,0.507454312611763,0.48048457409948,0.399180726933544
"GOBP_MATURATION_OF_LSU_RRNA",-0.377485901022719,-0.556580965032205,-0.430718424623552,0.583756210181749,0.518034000641461,0.357138405262456
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.413551286470069,-0.49578582241531,-0.569736318291113,0.554373851056292,0.574585418518923,0.423827686643857
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.600951102454723,-0.547309543048215,-0.608032031264442,0.658879510823885,0.495479506494924,0.435325078713838
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.137711889612365,-0.430379564702691,-0.31550170905859,0.350356991002138,0.669684283810452,-0.0530704173568113
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.12304745012995,-0.399917992686631,-0.238816106546452,0.33611248143346,0.642853786877982,-0.120134179739708
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.120393085614818,0.111248188495284,0.0596667592615149,-0.175754124558934,-0.181415929415732,-0.0072141164837535
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.0920976553959324,-0.117647863049266,0.0736381301468431,-0.0387242817444165,-0.105224144537059,0.365505121365552
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.0154743210606667,-0.360160818238419,-0.023150728844608,0.465178039316208,-0.144931697152356,0.192035012422003
"GOBP_TELOMERE_MAINTENANCE",-0.200149253136211,-0.23596334986723,-0.232725842766675,0.329166701981048,0.265552580677801,0.219924126059205
"GOBP_RECOMBINATIONAL_REPAIR",-0.245147197641769,-0.19451205420508,-0.268161120735243,0.262729041373514,0.198755188187269,0.275362866742746
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.148948076810524,0.12512306641566,0.143487992413944,0.0989858865711944,-0.309527810732401,0.353022742584755
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.279356929882713,0.0931519702941602,-0.364229400454645,0.232345707986066,0.124728275628532,0.447632285137116
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.0467904446450007,-0.222639027300773,-0.362042177103504,0.228512692369869,0.314166088017179,0.234761568095008
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.362181191822726,-0.371028598051851,0.164669511340013,0.111106088685947,0.155377369846935,-0.562487973145059
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.3913318570071,-0.316207545879022,-0.765488341225497,0.682167328091939,0.715690518373927,0.212862907774642
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.123582605516291,-0.218558876263396,-0.137768978602168,0.226878746513304,0.0592984774016279,0.21799939249779
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.478730296029083,0.242741768029939,0.106007369737634,-0.567787303387416,-0.0873150836959422,-0.287128612567815
"GOBP_CELL_MORPHOGENESIS",0.0350201958498988,0.251555087532961,0.198801182518194,-0.176911075622492,-0.187423465376264,-0.160487626358289
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0474486172095027,0.299694275907236,0.192917275616609,-0.242513517887247,-0.191238202112857,-0.165022111469676
"GOBP_CYTOKINESIS",-0.0733432076525068,-0.0888229300173471,-0.02278675264497,0.11675984379898,0.0315028083823398,0.0657203064826279
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.298012591029485,-0.21824981204532,-0.330415071686877,0.35725084764311,0.260041572473874,0.345393355664758
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.445378531073277,-0.626502691879153,-0.411899071729036,0.541133483483335,0.590113509505118,0.566856523673006
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.170000528028083,-0.26620232609651,-0.271896526845533,0.307690633408964,0.142738847773569,0.26503272593361
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.445358401879967,-0.718315830813408,-0.430353430353258,0.525444616544707,0.60016020254377,0.587002240990695
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.466663279986198,-0.323436637287181,-0.411549088328808,0.541181533628216,0.354764427478623,0.215634226034942
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.273709636278801,-0.644896521697258,-0.638570097628572,0.733313214783877,0.602939508260338,0.0847419325681155
"GOBP_RNA_5_END_PROCESSING",-0.368321013851426,-0.352949820247109,-0.523749078927338,0.305932629541485,0.581677743949078,0.316666695609239
"GOBP_RRNA_5_END_PROCESSING",-0.740129278081039,-0.338584915329552,-0.590481998635542,0.6739268271905,0.73709905922767,0.255713543806463
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.373395407701807,-0.508207848962371,-0.412354253768207,0.484769363131478,0.580879096695065,-0.0951617465126516
"GOBP_RESPONSE_TO_ACID_CHEMICAL",-0.0414042132948716,0.00241882763703052,0.213939437406048,-0.0693753009795576,0.049165510460775,-0.161947751241639
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.595462415663637,-0.695835636285623,-0.225992415017759,0.567119444299943,0.528565572475949,0.57883899893862
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.171659984043176,0.418598508985128,-0.49644614441718,0.0597072063818256,-0.209936790546093,0.373713669818567
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.143485559693085,0.0739808229102811,0.279618604144964,-0.433557039375619,0.0323485085149355,-0.34916018094724
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.0542005184512071,0.0509776307666834,0.0648297731825578,-0.0328981037965334,-0.0643088763272918,-0.0813238246497774
"GOBP_CARTILAGE_CONDENSATION",0.147677307040168,0.271421670133709,0.444033641366988,-0.519826837746426,-0.269295132031618,-0.12171785629529
"GOBP_OSSIFICATION",0.0589693653606251,0.0472919862302988,-0.004791516732707,-0.0713271270592594,-0.0602192833078815,-0.0191558780365343
"GOBP_NEUROTRANSMITTER_UPTAKE",0.106710119611226,0.240716680415522,0.246885718060243,-0.208151360023187,-0.317354036744098,-0.0933516568977106
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.0906647894320457,0.237353166085437,0.248538707127838,-0.279397790182641,-0.168016584813823,-0.143730091153329
"GOBP_ACTION_POTENTIAL",0.177312075495771,0.40391244215197,0.397924297407929,-0.372506838239629,-0.345839207588376,-0.261003926633829
"GOBP_RNA_METHYLATION",-0.230423802764171,-0.309387036526196,-0.306149901420595,0.409655127612541,0.25779213991967,0.220555676436168
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.0845702487388805,-0.45990447634872,-0.0456514766459712,0.310524003105334,0.292217426889029,0.089832601286446
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.0822962214666768,-0.0153917436752211,0.00987798318321886,0.0877506174438195,-0.0628491337750423,0.00384295414769129
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.211755208265401,-0.198816020385547,-0.123311319507778,-0.0835382178846963,0.0245898227095418,0.104908926130486
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.231089771826319,-0.242631793496769,-0.0698235049259334,0.637769407533568,-0.212132059122955,0.332743701318666
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.091019636652237,-0.0938773213311676,-0.0133700729680211,-0.210316172545898,0.0240928421681543,0.178327326785027
"GOBP_LUTEINIZATION",-0.241469975934011,0.520191637746025,0.291519326588723,-0.455613165350778,-0.0126481670420931,-0.149746763299011
"GOBP_LUTEOLYSIS",-0.0901717826981513,0.396967473470019,0.587636396362693,0.117926615344394,-0.467146141983071,-0.382282648035961
"GOBP_OOCYTE_MATURATION",-0.225121827048039,-0.167791196828723,-0.150071190394189,0.182672073594772,-0.147913035658484,0.396915809533947
"GOBP_REGULATION_OF_CELL_GROWTH",-0.0568135293753967,0.02164299995218,0.0642983529404233,-0.0427785705562498,0.0417753982752426,-0.000620983545926782
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.110736177634976,-0.114084252395509,0.0057561905781422,0.57779226372389,-0.339047927886349,0.0389664917180254
"GOBP_RESPONSE_TO_PROTOZOAN",0.0585809261560481,-0.446724057668648,-0.108025329184534,0.245451802754824,0.148905283196425,0.190846590280163
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.192240171079174,-0.0632325774098937,-0.257588084884793,0.0332359466615802,0.130938292384064,-0.00946751316155456
"GOBP_VASCULOGENESIS",0.359887693567839,0.206926824089097,0.187254729255557,-0.314096818730502,-0.208753252264856,-0.215279197998565
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.121718203530284,0.20817605446805,0.48375610009676,-0.36657925388379,-0.371688505549138,-0.18153192895298
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.269650757220899,0.368190410423329,0.530383031493592,-0.521111367612547,-0.482345843755872,-0.456893447518856
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.0856812069626347,0.188565813534527,0.020666225127156,-0.0580019926073268,-0.0653383747806806,-0.00245750259122154
"GOBP_OSTEOBLAST_DIFFERENTIATION",0.111186621341331,-0.0681227017529533,0.0495363200515033,-0.097648846364035,-0.022225023215408,-0.0705461477251065
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.274883589021495,0.0526987723829176,0.122001346971933,-0.134273987654769,0.00856481810672799,-0.291978151969994
"GOBP_METANEPHROS_DEVELOPMENT",0.122381345487898,0.0747465147272365,0.213957206718682,-0.18921143203253,-0.126247358861261,-0.0523843923638021
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.129479579885892,-0.0436577565129979,-0.0385957333734733,-0.114824190373199,0.0706479016790447,0.184182567155915
"GOBP_FEVER_GENERATION",0.124028529217433,0.129104328308659,0.266792133271381,-0.289952115207833,-0.339181882920157,0.241888142663382
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.098120659612878,0.192430688764673,0.15648038022868,-0.175023050835563,-0.153937593882041,-0.151985823501392
"GOBP_ACROSOME_ASSEMBLY",-0.302955381640997,-0.0755083954309008,-0.263685300256891,0.200759131661933,0.0216527746297704,0.335666629266541
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0444876743912297,-0.0607710584224328,-0.205779879332255,0.048906959437061,-0.00415150406610496,0.0903155339503009
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.00291811675386311,0.0843282849250385,0.199490198203618,-0.172561935055064,-0.171558041970027,0.0678764671457299
"GOBP_TRNA_5_LEADER_REMOVAL",-0.0882794970903055,-0.34530312423387,-0.450322453498908,0.103803798630335,0.541072955729092,0.265437306488695
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.318348307656932,0.107355281315278,0.415448806723705,-0.0283673358858569,-0.306673347192982,-0.42899814930326
"GOBP_GASTRIC_ACID_SECRETION",0.107735930079515,-0.141436981520987,0.151946937486775,-0.259605005439158,-0.289530916511171,0.466801823972275
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.0804736726114334,-0.0642002571575832,-0.127240605957315,-0.00244623029315276,0.132019013339775,0.144916572360118
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.179234915131176,0.361218885136355,-0.0510652445658835,-0.284117099401614,-0.0326235121332921,-0.196210734907633
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-0.00663010696142785,0.0550175900889609,0.0361288485322462,-0.0318463370028142,-0.0498176647947438,-0.0504176554477221
"GOBP_ENDODERM_FORMATION",0.0844572596524108,-0.0188543388649221,0.113980739649677,-0.103484875379427,0.044099616437462,-0.0858023884929477
"GOBP_CELL_FATE_SPECIFICATION",0.0454691624133252,-0.0307992713362883,0.14246510051365,-0.148601199622531,-0.0232954486247927,0.030458482764251
"GOBP_CELL_FATE_DETERMINATION",0.280085784867292,0.0676666194429351,0.0475786682151511,-0.191328665798834,-0.0528937988023102,-0.220700612891984
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.0776148371451954,-0.254199699746181,-0.0471983310296727,0.0641986893850018,0.034117887590329,0.116771449645651
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.148847948015195,-0.257581181572241,0.301117026347195,-0.205959678679479,0.128896823891184,-0.123037185650069
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.427620790225095,0.00292801328856854,0.203005328730865,-0.480533735676718,0.058602609099592,-0.366114169298104
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.13800074139143,-0.155503927932499,-0.320471883637252,0.131764763265166,0.275606849800898,0.136187232015765
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.0423900730909286,-0.518213648520544,-0.421226114671489,0.493269078269861,0.296585092878334,0.337672521971648
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0651196928588083,0.169339400887276,0.252302399922805,-0.214387415472468,-0.110446976115474,-0.0664343780389016
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.110185457268398,0.326094452248635,0.347707866957435,-0.342145686344489,0.0179731669373551,-0.138790781309925
"GOBP_SOMITOGENESIS",-0.0819114118425616,0.0237925965460733,0.0953206821759044,0.0101902687259479,-0.166041144045836,0.07490190077142
"GOBP_SOMITE_SPECIFICATION",-0.347107284582587,0.82920907929234,0.329808387563303,-0.218804593753028,-0.389144974692663,-0.144220389987374
"GOBP_ORGAN_INDUCTION",-0.0249977698917398,0.277918206268676,0.178438080102802,-0.264045082998528,0.20258621148011,-0.358771887037292
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.117049794092121,0.126763291935629,0.118125601982703,-0.10903409737507,-0.110772971614379,-0.167862356079097
"GOBP_NEURON_MIGRATION",0.0477064202968262,0.250388842669726,0.238906095645252,-0.2766591250933,-0.145107020386962,-0.218091741624434
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.0387057675147605,0.355885915665919,0.596696559510651,-0.363254833620003,0.0328395345213986,-0.506016310846711
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",-0.318489797461312,-0.252059325461305,0.379801402276538,-0.00840113119087366,0.438396936640069,0.105716487403602
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.470823284579258,0.0390384666211025,-0.00674647208501167,-0.280796852266003,-0.0269741277000257,-0.347503663864879
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.299104759894059,0.227309826004524,-0.193391797645584,-0.231415241370409,0.0814808762780473,-0.173559467617869
"GOBP_CELL_ACTIVATION",-0.0168802640375114,-0.0174724694107641,-0.032244068383797,-0.0071268779823281,0.0257480940865161,0.0546769252085649
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0629999127321536,-0.0573138853529299,-0.154404283195652,0.0828415257741017,-0.0779780229220009,0.0202913455336196
"GOBP_PLASMA_MEMBRANE_REPAIR",0.123779952356519,-0.044933005381728,0.296229271536471,-0.121992000474301,-0.379368690069994,-0.0503627395628985
