"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-128-OE-A","22q002-128-OE-B","22q002-128-OE-C","ref_mean","comp_mean"
49,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"FN1","FN1_M4",1.89654278624972,0.000237458541642925,0.694013031290961,0.546517963971935,0.706059822318897,-0.645708942461273,-0.576455677609343,-0.72442619751118,0.648863605860598,-0.648863605860599
51,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CREB3L2","CREB3L2_M4",1.08033267821423,0.00208380471002964,0.37846403438709,0.266663061975642,0.275641491308548,-0.325160441979643,-0.274557019507588,-0.321051126184043,0.306922862557093,-0.306922862557091
52,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"GHR","GHR_M4",1.25309585227618,0.00381885397107341,0.158290299511234,0.418865161074195,0.0538637623327194,-0.38279810431693,-0.0531881872146514,-0.19503293138656,0.210339740972716,-0.210339740972714
53,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ANGPT2","ANGPT2_M4",1.11407285043832,0.0400205007930525,0.496934908901955,0.534079918385088,0.591342841085849,-0.377088962413096,-0.595546487591561,-0.649722218368236,0.540785889457631,-0.540785889457631
55,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"WNT5A","WNT5A_M5",1.80049446105006,7.59670017882382e-06,-0.0388614426685514,0.187111694425871,0.0450662404226403,-0.156753504112739,0.133006495417494,-0.169569483484718,0.0644388307266534,-0.0644388307266546
57,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"ACTA2","ACTA2_M5",2.5393564178796,3.86614665692248e-05,0.068229312188377,-0.14227903190609,0.123977125981453,-0.104427876675324,0.0154311169043249,0.0390693535072613,0.0166424687545798,-0.0166424687545792
58,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"FN1","FN1_M5",1.89654278624972,0.000237458541642925,0.694013031290961,0.546517963971935,0.706059822318897,-0.645708942461273,-0.576455677609343,-0.72442619751118,0.648863605860598,-0.648863605860599
60,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"GHR","GHR_M5",1.25309585227618,0.00381885397107341,0.158290299511234,0.418865161074195,0.0538637623327194,-0.38279810431693,-0.0531881872146514,-0.19503293138656,0.210339740972716,-0.210339740972714
61,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"FOXO1","FOXO1_M5",1.14750122142598,0.0195952451590286,0.45654939097169,0.0871521159415192,0.677542088752142,-0.212527083711588,-0.627947821545262,-0.380768690408499,0.407081198555117,-0.407081198555116
62,"M6 nervous system development","GO:BP",5.08802963855904e-13,"THRB","THRB_M6",2.02496662375447,2.38277816804383e-11,0.127885850150263,0.16200706595924,-0.0883795520083668,-0.113249164040528,0.0211956281275798,-0.109459828188193,0.0671711213670454,-0.0671711213670472
63,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CCND1","CCND1_M6",3.20395887531381,4.84288194503422e-11,0.781293116498712,0.568377159467454,0.701765705312979,-0.383606519623835,-0.771937547520407,-0.895891914134904,0.683811993759715,-0.683811993759715
64,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PDLIM5","PDLIM5_M6",1.06114393496088,1.43981112526858e-06,0.668746410353886,0.656856523067606,0.857049220604132,-0.920438007592525,-0.31098294965359,-0.951231196779512,0.727550718008542,-0.727550718008542
65,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,0.366654846190934,0.119732334565634,0.489902852917729,-0.728612447062146,0.105086415287338,-0.352764001899486,0.325430011224766,-0.325430011224765
66,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SALL4","SALL4_M6",2.82776914838807,3.2313678588611e-06,0.202810687726419,0.272926365066761,0.220405308378043,-0.252547837197607,-0.211368378396265,-0.232226145577355,0.232047453723741,-0.232047453723742
68,"M6 nervous system development","GO:BP",5.08802963855904e-13,"WNT5A","WNT5A_M6",1.80049446105006,7.59670017882382e-06,-0.0388614426685514,0.187111694425871,0.0450662404226403,-0.156753504112739,0.133006495417494,-0.169569483484718,0.0644388307266534,-0.0644388307266546
70,"M6 nervous system development","GO:BP",5.08802963855904e-13,"COL2A1","COL2A1_M6",3.12136410515517,3.18736436780571e-05,-0.124072364558906,0.255433724728612,0.143170296181169,0.306472210960684,-0.393980012563094,-0.18702385474847,0.0915105521169585,-0.09151055211696
71,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TGFBR2","TGFBR2_M6",1.82742195002922,4.2843592796252e-05,-0.239261207531011,0.385953052541391,0.0856222536515334,-0.133855343011138,-0.0770820928661138,-0.0213766627846637,0.0774380328873043,-0.0774380328873052
72,"M6 nervous system development","GO:BP",5.08802963855904e-13,"FOXB1","FOXB1_M6",1.19806715186583,0.00013270862879945,0.251209073679282,0.330270970010045,0.139612313293209,-0.0726601966269707,-0.178064745009038,-0.470367415346521,0.240364118994179,-0.240364118994176
73,"M6 nervous system development","GO:BP",5.08802963855904e-13,"FN1","FN1_M6",1.89654278624972,0.000237458541642925,0.694013031290961,0.546517963971935,0.706059822318897,-0.645708942461273,-0.576455677609343,-0.72442619751118,0.648863605860598,-0.648863605860599
74,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CXCL12","CXCL12_M6",2.65155143303629,0.000246768789648896,-0.135431980539168,0.393641983589512,0.0966601088012533,0.223379470373671,-0.432569018256701,-0.145680563968566,0.118290037283866,-0.118290037283865
75,"M6 nervous system development","GO:BP",5.08802963855904e-13,"NR2F2","NR2F2_M6",1.11160696146573,0.00035155048816326,0.608814809820782,0.446019352987838,0.602285448721573,-0.768451071471966,-0.257963580351174,-0.630704959707049,0.552373203843397,-0.552373203843396
77,"M6 nervous system development","GO:BP",5.08802963855904e-13,"APCDD1","APCDD1_M6",1.05980885460302,0.000388904338971897,-0.00581245222852367,0.268734417020609,0.332328280154786,-0.250101181940695,-0.0953791829022697,-0.249769880103913,0.198416748315624,-0.198416748315626
78,"M6 nervous system development","GO:BP",5.08802963855904e-13,"COL3A1","COL3A1_M6",5.15347121954818,0.000688927046518491,0.0720232882327538,-0.145237996194009,0.0883905923164008,-0.043131316022003,0.0637353500200142,-0.0357799183531524,0.00505862811838191,-0.00505862811838043
79,"M6 nervous system development","GO:BP",5.08802963855904e-13,"GPC4","GPC4_M6",1.82995418129684,0.0010610980175844,0.525788245785454,0.632219462108279,0.393529415137799,-0.361840937851416,-0.66918083077852,-0.520515354401594,0.51717904101051,-0.51717904101051
80,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,0.292499208430465,0.233789359270387,0.248712860678395,-0.23644910575729,-0.293763194141217,-0.244789128480742,0.258333809459749,-0.258333809459749
81,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TBX3","TBX3_M6",2.39920244649992,0.00214774713943635,0.688650632377769,0.868330489272273,0.838595941276855,-0.728930137922598,-0.751211418887571,-0.91543550611672,0.798525687642299,-0.798525687642297
82,"M6 nervous system development","GO:BP",5.08802963855904e-13,"MME","MME_M6",1.33812119121027,0.00244487605628079,-0.103618610755635,0.556369806437575,0.161651049234698,-0.208470990576867,-0.282121289475717,-0.123809964864052,0.204800748305546,-0.204800748305545
85,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PMP22","PMP22_M6",1.47902663994089,0.00368142480457268,0.584100444409614,0.133039957742052,0.266688832945341,-0.428427954032521,-0.382581905205187,-0.1728193758593,0.327943078365669,-0.327943078365669
87,"M6 nervous system development","GO:BP",5.08802963855904e-13,"VCL","VCL_M6",1.10200982514672,0.0150219722244367,-0.00827936543168661,0.0129580269145748,0.0568241438224977,0.0615551864756068,-0.0788684348873598,-0.0441895568936381,0.0205009351017953,-0.0205009351017971
88,"M6 nervous system development","GO:BP",5.08802963855904e-13,"AQP1","AQP1_M6",2.31318904218444,0.0161023785938939,0.069320195238812,0.040942524678429,0.120836252647988,-0.125402232052736,0.00720900148775527,-0.112905742000248,0.0770329908550765,-0.0770329908550765
89,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SIX4","SIX4_M6",1.25517570212489,0.018808009394175,0.0930639587310136,0.177121121409581,-0.00259727281601663,-0.191909608196335,0.127720379029759,-0.203398578158001,0.0891959357748592,-0.0891959357748592
90,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ZIC2","ZIC2_M6",1.35280711606847,0.0189960865532231,0.122469585161343,0.442643029707145,0.437269491716587,-0.29341505118311,-0.645720479039794,-0.0632465763621655,0.334127368861692,-0.33412736886169
91,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"VGLL3","VGLL3_M7",4.65753199401788,3.36421126796504e-13,0.597302207000634,0.44911717045306,0.329996308340245,-0.408029328479337,-0.640611655525168,-0.327774701789427,0.45880522859798,-0.458805228597978
92,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"THRB","THRB_M7",2.02496662375447,2.38277816804383e-11,0.127885850150263,0.16200706595924,-0.0883795520083668,-0.113249164040528,0.0211956281275798,-0.109459828188193,0.0671711213670454,-0.0671711213670472
93,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CCND1","CCND1_M7",3.20395887531381,4.84288194503422e-11,0.781293116498712,0.568377159467454,0.701765705312979,-0.383606519623835,-0.771937547520407,-0.895891914134904,0.683811993759715,-0.683811993759715
96,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,0.366654846190934,0.119732334565634,0.489902852917729,-0.728612447062146,0.105086415287338,-0.352764001899486,0.325430011224766,-0.325430011224765
97,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SALL4","SALL4_M7",2.82776914838807,3.2313678588611e-06,0.202810687726419,0.272926365066761,0.220405308378043,-0.252547837197607,-0.211368378396265,-0.232226145577355,0.232047453723741,-0.232047453723742
99,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PGR","PGR_M7",5.48916650156453,5.46406709542682e-06,0.233536928945739,0.446034005687822,0.121978563130266,-0.464788775035374,-0.260458503426563,-0.0763022193018905,0.267183165921276,-0.267183165921276
100,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"AJUBA","AJUBA_M7",1.51954324093895,6.3875770781604e-06,0.524952624366895,0.481674328611045,-0.0301613449745686,-0.2655189067647,-0.31914015814622,-0.391806543092446,0.325488536001124,-0.325488536001122
101,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"WNT5A","WNT5A_M7",1.80049446105006,7.59670017882382e-06,-0.0388614426685514,0.187111694425871,0.0450662404226403,-0.156753504112739,0.133006495417494,-0.169569483484718,0.0644388307266534,-0.0644388307266546
103,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"LOXL2","LOXL2_M7",2.29900919475132,2.17291413551508e-05,0.175739665962119,0.0241263748118268,0.0265331500410051,-0.115229998504862,-0.116966409016039,0.00579721670595301,0.0754663969383171,-0.0754663969383162
105,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RREB1","RREB1_M7",1.2749401105829,0.000117115033934431,0.127044299002876,0.58865884390939,0.374265485081517,-0.538710952700505,-0.0819589736632338,-0.469298701630043,0.363322875997928,-0.363322875997927
106,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FOXB1","FOXB1_M7",1.19806715186583,0.00013270862879945,0.251209073679282,0.330270970010045,0.139612313293209,-0.0726601966269707,-0.178064745009038,-0.470367415346521,0.240364118994179,-0.240364118994176
108,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"LGR4","LGR4_M7",1.35592251012757,0.000154721548714736,0.139970349709474,0.0363244471131292,0.115739240639632,-0.0954883351493354,0.0242784870411299,-0.220824189354028,0.0973446791540784,-0.0973446791540778
109,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"NR2F2","NR2F2_M7",1.11160696146573,0.00035155048816326,0.608814809820782,0.446019352987838,0.602285448721573,-0.768451071471966,-0.257963580351174,-0.630704959707049,0.552373203843397,-0.552373203843396
112,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,0.292499208430465,0.233789359270387,0.248712860678395,-0.23644910575729,-0.293763194141217,-0.244789128480742,0.258333809459749,-0.258333809459749
113,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CREB3L2","CREB3L2_M7",1.08033267821423,0.00208380471002964,0.37846403438709,0.266663061975642,0.275641491308548,-0.325160441979643,-0.274557019507588,-0.321051126184043,0.306922862557093,-0.306922862557091
114,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"TBX3","TBX3_M7",2.39920244649992,0.00214774713943635,0.688650632377769,0.868330489272273,0.838595941276855,-0.728930137922598,-0.751211418887571,-0.91543550611672,0.798525687642299,-0.798525687642297
117,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PDE3A","PDE3A_M7",1.03564777678883,0.0121761436635515,0.0775834621127851,0.0677695543936832,0.292540262110911,-0.13048129355356,-0.000658550054871476,-0.306753435008956,0.145964426205793,-0.145964426205796
118,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"NKX3-2","NKX3-2_M7",2.12914815786364,0.0162440709581763,-0.11996718224094,-0.11996718224094,0.312947456916564,-0.11996718224094,-0.11996718224094,0.166921272047196,0.0243376974782284,-0.0243376974782278
120,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM24","RBM24_M7",1.03323197618874,0.0178655385811035,0.634797903473636,0.572566002592783,0.623927062531918,-0.683930001906239,-0.553177221867776,-0.594183744824324,0.610430322866112,-0.610430322866113
121,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SIX4","SIX4_M7",1.25517570212489,0.018808009394175,0.0930639587310136,0.177121121409581,-0.00259727281601663,-0.191909608196335,0.127720379029759,-0.203398578158001,0.0891959357748592,-0.0891959357748592
122,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ZIC2","ZIC2_M7",1.35280711606847,0.0189960865532231,0.122469585161343,0.442643029707145,0.437269491716587,-0.29341505118311,-0.645720479039794,-0.0632465763621655,0.334127368861692,-0.33412736886169
123,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FOXO1","FOXO1_M7",1.14750122142598,0.0195952451590286,0.45654939097169,0.0871521159415192,0.677542088752142,-0.212527083711588,-0.627947821545262,-0.380768690408499,0.407081198555117,-0.407081198555116
