"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q001-A","22q001-B","22q001-C","22q001-DGCR8-OE-A","22q001-DGCR8-OE-B","22q001-DGCR8-OE-C","ref_mean","comp_mean"
82,"M6 nervous system development","GO:BP",5.08802963855904e-13,"MME","MME_M6",1.33812119121027,0.00244487605628079,0.334165045078531,0.34811670157536,0.264397729179645,-0.315559825277845,-0.315559825277845,-0.315559825277845,0.315559825277845,-0.315559825277845
84,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PTCH1","PTCH1_M6",1.03666584363544,0.0031696087119761,0.112314642719465,0.0870252914988932,0.0879480403085591,-0.218290858869688,-0.0359304711616399,-0.0330666444955909,0.095762658175639,-0.0957626581756396
85,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PMP22","PMP22_M6",1.47902663994089,0.00368142480457268,0.124390494987591,0.567472484916413,0.629610953914753,-0.373898610207051,-0.552840904212957,-0.394734419398746,0.440491311272919,-0.440491311272918
87,"M6 nervous system development","GO:BP",5.08802963855904e-13,"VCL","VCL_M6",1.10200982514672,0.0150219722244367,0.0634865873628527,0.0237033249583121,0.0455708546903288,-0.0911436674348955,0.0101495732087642,-0.0517666727853658,0.0442535890038312,-0.0442535890038324
88,"M6 nervous system development","GO:BP",5.08802963855904e-13,"AQP1","AQP1_M6",2.31318904218444,0.0161023785938939,0.14035993554061,-0.0201053977094992,0.0709298172492767,-0.248780794748346,0.109995412228781,-0.0523989725608232,0.063728118360129,-0.0637281183601296
89,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SIX4","SIX4_M6",1.25517570212489,0.018808009394175,0.250094261098333,0.191314746952489,0.316029160840126,-0.320965527929614,-0.204965900303694,-0.23150674065764,0.252479389630316,-0.252479389630316
91,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"VGLL3","VGLL3_M7",4.65753199401788,3.36421126796504e-13,0.15416411856535,0.00564743405421542,0.0142514996299976,0.0976449723640114,-0.170678146017785,-0.101029878595791,0.0580210174165211,-0.0580210174165217
94,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"IGF2","IGF2_M7",4.18061396888521,1.44697359139455e-08,0.0799985809461266,-0.234142524682309,0.400330172165921,0.222098820934884,-0.234142524682309,-0.234142524682309,0.082062076143246,-0.0820620761432451
96,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,0.0775790902189373,0.115372545641828,0.234066929412215,-0.163209707057318,-0.262697682071435,-0.0011111761442244,0.14233952175766,-0.142339521757659
99,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PGR","PGR_M7",5.48916650156453,5.46406709542682e-06,0.359598579834976,0.272788958151795,0.352808847449944,-0.462034640164543,-0.462034640164543,-0.0611271051076292,0.328398795145572,-0.328398795145572
101,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"WNT5A","WNT5A_M7",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
112,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,0.472936103234343,0.370673585397201,0.376178795462286,-0.389009731875801,-0.408615249633236,-0.422163502584793,0.40659616136461,-0.40659616136461
113,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CREB3L2","CREB3L2_M7",1.08033267821423,0.00208380471002964,0.26615959625541,0.094595215689111,0.111983906467593,-0.0906755505330654,-0.155192983735299,-0.226870184143747,0.157579572804038,-0.157579572804037
114,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"TBX3","TBX3_M7",2.39920244649992,0.00214774713943635,0.12688840095055,0.24287868385111,0.20709177296351,-0.16236767151276,-0.280390035496177,-0.134101150756226,0.192286285921724,-0.192286285921721
116,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PTCH1","PTCH1_M7",1.03666584363544,0.0031696087119761,0.112314642719465,0.0870252914988932,0.0879480403085591,-0.218290858869688,-0.0359304711616399,-0.0330666444955909,0.095762658175639,-0.0957626581756396
117,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PDE3A","PDE3A_M7",1.03564777678883,0.0121761436635515,0.0372618371616635,0.135946538852525,0.077151540721828,-0.0595730936391581,0.00362898165742553,-0.194415804754288,0.0834533055786721,-0.0834533055786736
120,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM24","RBM24_M7",1.03323197618874,0.0178655385811035,0.2678188772504,0.460248588293684,0.329245152117378,-0.257311580014815,-0.332939443339114,-0.467061594307531,0.352437539220488,-0.352437539220487
121,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SIX4","SIX4_M7",1.25517570212489,0.018808009394175,0.250094261098333,0.191314746952489,0.316029160840126,-0.320965527929614,-0.204965900303694,-0.23150674065764,0.252479389630316,-0.252479389630316
