"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-185-OE-A","22q002-185-OE-B","22q002-185-OE-C","ref_mean","comp_mean"
14,"M1 immune system process","GO:BP",0.00156741169706172,"IL32","IL32_M1",1.7256363047981,0.000482771475237302,0.140484273742075,0.0867872222450439,0.0629728363399327,-0.328859925317881,0.130601474727014,-0.0919858817361883,0.0967481107756839,-0.0967481107756853
15,"M1 immune system process","GO:BP",0.00156741169706172,"ETS1","ETS1_M1",1.92194049274273,0.000877181573139032,-0.113335247005559,0.622319438123313,-0.391878894588616,-0.119292786899469,-0.116839354622426,0.119026844992749,0.0390350988430459,-0.0390350988430486
16,"M1 immune system process","GO:BP",0.00156741169706172,"CYP26B1","CYP26B1_M1",1.35795897085939,0.00172061221629227,0.269878908101431,0.176550072339611,0.455062399074584,-0.154930506382777,-0.431539037698371,-0.315021835434483,0.300497126505209,-0.30049712650521
17,"M1 immune system process","GO:BP",0.00156741169706172,"SOCS3","SOCS3_M1",1.25164725047815,0.00207868319364024,0.157047594333684,0.340551591872726,0.303683568670784,-0.2808830773882,-0.117538364415466,-0.402861313073525,0.267094251625731,-0.26709425162573
19,"M1 immune system process","GO:BP",0.00156741169706172,"ITGA1","ITGA1_M1",1.16014957370354,0.0234986950179408,0.29027436868919,0.284365737319864,0.197759945759591,-0.440006344123586,0.107612636478523,-0.440006344123586,0.257466683922882,-0.257466683922883
21,"M2 cytokine production","GO:BP",0.0207970963379881,"TRIM56","TRIM56_M2",1.27813151002529,2.11806115518211e-10,0.313798762084679,0.349014999380801,0.393099472446114,-0.296115478283775,-0.363935759236595,-0.395861996391223,0.351971077970531,-0.351971077970531
22,"M2 cytokine production","GO:BP",0.0207970963379881,"SERPINE1","SERPINE1_M2",2.38135026174165,1.47402448959599e-05,0.287180002366373,0.196060184983541,-0.0515641190242899,-0.0801380120052544,-0.0425059074470395,-0.309032148873328,0.143892022775208,-0.143892022775207
23,"M2 cytokine production","GO:BP",0.0207970963379881,"RBM47","RBM47_M2",1.51404232903691,2.05126472356165e-05,-0.123168506619437,0.0723184844570817,0.163903506149228,-0.123168506619437,-0.123168506619437,0.133283529251995,0.0376844946622909,-0.037684494662293
24,"M2 cytokine production","GO:BP",0.0207970963379881,"CCR7","CCR7_M2",1.82878653235917,0.000164696144852758,-0.162809821412857,0.227273982377628,0.242507119645156,-0.162809821412857,-0.162809821412857,0.0186483622157878,0.102323760203309,-0.102323760203309
25,"M2 cytokine production","GO:BP",0.0207970963379881,"FN1","FN1_M2",1.89654278624972,0.000237458541642925,0.275857224506534,0.125323175297153,0.284235728367682,-0.107854696505694,-0.240101223575747,-0.33746020808992,0.22847204272379,-0.228472042723787
26,"M2 cytokine production","GO:BP",0.0207970963379881,"IL32","IL32_M2",1.7256363047981,0.000482771475237302,0.140484273742075,0.0867872222450439,0.0629728363399327,-0.328859925317881,0.130601474727014,-0.0919858817361883,0.0967481107756839,-0.0967481107756853
28,"M3 response to cytokine","GO:BP",0.000176105486992348,"TRIM56","TRIM56_M3",1.27813151002529,2.11806115518211e-10,0.313798762084679,0.349014999380801,0.393099472446114,-0.296115478283775,-0.363935759236595,-0.395861996391223,0.351971077970531,-0.351971077970531
29,"M3 response to cytokine","GO:BP",0.000176105486992348,"CXCR4","CXCR4_M3",1.54081070781431,3.218704730156e-06,0.644690592822032,0.628774677384948,0.935327738454376,-0.881219919456709,-0.565780875164275,-0.761792214040374,0.736264336220452,-0.736264336220452
31,"M3 response to cytokine","GO:BP",0.000176105486992348,"RBM47","RBM47_M3",1.51404232903691,2.05126472356165e-05,-0.123168506619437,0.0723184844570817,0.163903506149228,-0.123168506619437,-0.123168506619437,0.133283529251995,0.0376844946622909,-0.037684494662293
32,"M3 response to cytokine","GO:BP",0.000176105486992348,"CCR7","CCR7_M3",1.82878653235917,0.000164696144852758,-0.162809821412857,0.227273982377628,0.242507119645156,-0.162809821412857,-0.162809821412857,0.0186483622157878,0.102323760203309,-0.102323760203309
35,"M3 response to cytokine","GO:BP",0.000176105486992348,"COL1A1","COL1A1_M3",4.25913728325666,0.000873071805357675,0.222922668747134,-0.119877923623196,0.0994758922273702,-0.396127600081948,0.078828823231218,0.114778139499418,0.0675068791171025,-0.067506879117104
36,"M3 response to cytokine","GO:BP",0.000176105486992348,"SOCS3","SOCS3_M3",1.25164725047815,0.00207868319364024,0.157047594333684,0.340551591872726,0.303683568670784,-0.2808830773882,-0.117538364415466,-0.402861313073525,0.267094251625731,-0.26709425162573
41,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ITGB8","ITGB8_M4",1.68202251050562,2.92209850795987e-05,0.394049506222443,0.228837178194663,0.194103396515111,-0.284080008931452,-0.134086459848046,-0.398823612152727,0.272330026977405,-0.272330026977408
42,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"FN1","FN1_M4",1.89654278624972,0.000237458541642925,0.275857224506534,0.125323175297153,0.284235728367682,-0.107854696505694,-0.240101223575747,-0.33746020808992,0.22847204272379,-0.228472042723787
43,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"COL1A1","COL1A1_M4",4.25913728325666,0.000873071805357675,0.222922668747134,-0.119877923623196,0.0994758922273702,-0.396127600081948,0.078828823231218,0.114778139499418,0.0675068791171025,-0.067506879117104
44,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CREB3L2","CREB3L2_M4",1.08033267821423,0.00208380471002964,0.130874446697709,0.0124874165775015,0.0254403220892154,0.0368870642175345,-0.127716868730035,-0.0779723808519144,0.0562673951214752,-0.0562673951214716
45,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ITGA1","ITGA1_M4",1.16014957370354,0.0234986950179408,0.29027436868919,0.284365737319864,0.197759945759591,-0.440006344123586,0.107612636478523,-0.440006344123586,0.257466683922882,-0.257466683922883
48,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"CCR7","CCR7_M5",1.82878653235917,0.000164696144852758,-0.162809821412857,0.227273982377628,0.242507119645156,-0.162809821412857,-0.162809821412857,0.0186483622157878,0.102323760203309,-0.102323760203309
49,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"FN1","FN1_M5",1.89654278624972,0.000237458541642925,0.275857224506534,0.125323175297153,0.284235728367682,-0.107854696505694,-0.240101223575747,-0.33746020808992,0.22847204272379,-0.228472042723787
50,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"DAB2","DAB2_M5",1.40906495099056,0.00261953933511198,0.427996589605461,0.277788026236818,0.475468250244538,-0.333676656106879,-0.340683590494099,-0.50689261948584,0.393750955362272,-0.393750955362273
52,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"FOXO1","FOXO1_M5",1.14750122142598,0.0195952451590286,0.198739636689545,-0.155220963174027,0.407180086547685,0.0441129488243845,-0.288944643312341,-0.205867065575247,0.150232920021068,-0.150232920021068
53,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"ITGA1","ITGA1_M5",1.16014957370354,0.0234986950179408,0.29027436868919,0.284365737319864,0.197759945759591,-0.440006344123586,0.107612636478523,-0.440006344123586,0.257466683922882,-0.257466683922883
54,"M6 nervous system development","GO:BP",5.08802963855904e-13,"WLS","WLS_M6",2.44203475538613,5.21832383401108e-08,0.534240079280432,0.547238540547953,0.0971886395385386,-0.561752521613213,-0.501243658177728,-0.115671079575986,0.392889086455641,-0.392889086455642
55,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SIX1","SIX1_M6",8.14474949748422,5.36780487222202e-08,0.238262607987037,0.225867603644714,0.251300411983872,-0.212670914977444,-0.325219660647829,-0.177540047990346,0.238476874538541,-0.23847687453854
56,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,0.30077169064112,0.0621162169382465,0.416068734503539,-0.294399112987911,-0.167921400277635,-0.316636128817364,0.259652214027635,-0.259652214027636
57,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CXCR4","CXCR4_M6",1.54081070781431,3.218704730156e-06,0.644690592822032,0.628774677384948,0.935327738454376,-0.881219919456709,-0.565780875164275,-0.761792214040374,0.736264336220452,-0.736264336220452
58,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDH18","PCDH18_M6",1.83558087827231,3.56125443430623e-06,0.431569707074072,0.220228317250213,0.332582408481703,-0.593228282380552,-0.397228460716674,0.00607631029124001,0.328126810935329,-0.328126810935329
61,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGB4","PCDHGB4_M6",1.69360761983706,3.69277254103013e-05,0.204812216256746,0.197042335651753,0.185873963453995,-0.245570951853894,-0.165846859203368,-0.176310704305228,0.195909505120831,-0.19590950512083
62,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TGFBR2","TGFBR2_M6",1.82742195002922,4.2843592796252e-05,-0.179945356450253,0.405422336520158,0.124268248620621,-0.102514036653166,-0.184878404842859,-0.0623527871944995,0.116581742896842,-0.116581742896842
64,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGB5","PCDHGB5_M6",2.56081623770084,0.000130190803086452,0.238083964092853,0.33320010814063,-0.293013240956143,-0.0686274568881657,-0.261625360725549,0.0519819863363766,0.0927569437591134,-0.0927569437591128
66,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA5","PCDHGA5_M6",2.11916543212921,0.000180916618743221,-0.00971878883545241,0.20735690040817,0.396987521267046,-0.0998486606854803,-0.148541829821512,-0.34623514233277,0.198208544279921,-0.198208544279921
67,"M6 nervous system development","GO:BP",5.08802963855904e-13,"FN1","FN1_M6",1.89654278624972,0.000237458541642925,0.275857224506534,0.125323175297153,0.284235728367682,-0.107854696505694,-0.240101223575747,-0.33746020808992,0.22847204272379,-0.228472042723787
69,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA6","PCDHGA6_M6",1.92774625624471,0.000264073635382579,0.199847834281489,0.0372376072986622,0.408680099576071,-0.315565659424992,-0.130075194080062,-0.200124687651164,0.215255180385408,-0.215255180385406
70,"M6 nervous system development","GO:BP",5.08802963855904e-13,"NR2F2","NR2F2_M6",1.11160696146573,0.00035155048816326,0.579780492798001,0.41875195184985,0.570945793677236,-0.73308724862201,-0.242144934173006,-0.594246055530072,0.523159412775029,-0.523159412775029
71,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGB3","PCDHGB3_M6",1.76275085018208,0.000686472803671671,-0.0460363843178433,0.0886999646981179,0.125035367158283,-0.0632941221767664,-0.0344375493746139,-0.0699672759871737,0.0558996491795192,-0.055899649179518
72,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA4","PCDHGA4_M6",1.09255409969807,0.00168292513315716,-0.165566146823899,0.246650709642654,0.0591323412493105,-0.134470108502968,0.210730178987079,-0.216476974552182,0.0467389680226885,-0.0467389680226903
73,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,0.237227552251202,0.169817619528972,0.189243106538338,-0.214952290818415,-0.187098905867972,-0.194237081632119,0.198762759439504,-0.198762759439502
74,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TBX3","TBX3_M6",2.39920244649992,0.00214774713943635,0.589394995270371,0.758776032802894,0.733523699757066,-0.627694448013369,-0.70030630423193,-0.753693975585032,0.693898242610111,-0.69389824261011
75,"M6 nervous system development","GO:BP",5.08802963855904e-13,"DAB2","DAB2_M6",1.40906495099056,0.00261953933511198,0.427996589605461,0.277788026236818,0.475468250244538,-0.333676656106879,-0.340683590494099,-0.50689261948584,0.393750955362272,-0.393750955362273
79,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ZIC2","ZIC2_M6",1.35280711606847,0.0189960865532231,-0.0218533635383071,0.277895035230645,0.274976962712904,-0.200871564748833,-0.320155379656371,-0.00999169000002897,0.177006211468414,-0.177006211468411
81,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ITGA1","ITGA1_M6",1.16014957370354,0.0234986950179408,0.29027436868919,0.284365737319864,0.197759945759591,-0.440006344123586,0.107612636478523,-0.440006344123586,0.257466683922882,-0.257466683922883
84,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"VGLL3","VGLL3_M7",4.65753199401788,3.36421126796504e-13,0.412366527546936,0.267848193093104,0.15701423710918,-0.31430810072056,-0.0916189172607771,-0.431301939767881,0.27907631924974,-0.279076319249739
86,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SIX1","SIX1_M7",8.14474949748422,5.36780487222202e-08,0.238262607987037,0.225867603644714,0.251300411983872,-0.212670914977444,-0.325219660647829,-0.177540047990346,0.238476874538541,-0.23847687453854
87,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,0.30077169064112,0.0621162169382465,0.416068734503539,-0.294399112987911,-0.167921400277635,-0.316636128817364,0.259652214027635,-0.259652214027636
88,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM47","RBM47_M7",1.51404232903691,2.05126472356165e-05,-0.123168506619437,0.0723184844570817,0.163903506149228,-0.123168506619437,-0.123168506619437,0.133283529251995,0.0376844946622909,-0.037684494662293
90,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RREB1","RREB1_M7",1.2749401105829,0.000117115033934431,0.121650501188326,0.554481198542852,0.353549195857908,-0.297420977272412,-0.220546486793002,-0.511713431523679,0.343226965196362,-0.343226965196364
92,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"NR2F2","NR2F2_M7",1.11160696146573,0.00035155048816326,0.579780492798001,0.41875195184985,0.570945793677236,-0.73308724862201,-0.242144934173006,-0.594246055530072,0.523159412775029,-0.523159412775029
93,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FST","FST_M7",2.06142239063176,0.000356794012466298,0.569110992241938,0.184455388351529,0.416231324264587,-0.385712464173513,-0.453532745126333,-0.330552495558205,0.389932568286018,-0.389932568286017
94,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"COL1A1","COL1A1_M7",4.25913728325666,0.000873071805357675,0.222922668747134,-0.119877923623196,0.0994758922273702,-0.396127600081948,0.078828823231218,0.114778139499418,0.0675068791171025,-0.067506879117104
95,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ETS1","ETS1_M7",1.92194049274273,0.000877181573139032,-0.113335247005559,0.622319438123313,-0.391878894588616,-0.119292786899469,-0.116839354622426,0.119026844992749,0.0390350988430459,-0.0390350988430486
97,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,0.237227552251202,0.169817619528972,0.189243106538338,-0.214952290818415,-0.187098905867972,-0.194237081632119,0.198762759439504,-0.198762759439502
98,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CREB3L2","CREB3L2_M7",1.08033267821423,0.00208380471002964,0.130874446697709,0.0124874165775015,0.0254403220892154,0.0368870642175345,-0.127716868730035,-0.0779723808519144,0.0562673951214752,-0.0562673951214716
99,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"TBX3","TBX3_M7",2.39920244649992,0.00214774713943635,0.589394995270371,0.758776032802894,0.733523699757066,-0.627694448013369,-0.70030630423193,-0.753693975585032,0.693898242610111,-0.69389824261011
100,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"DAB2","DAB2_M7",1.40906495099056,0.00261953933511198,0.427996589605461,0.277788026236818,0.475468250244538,-0.333676656106879,-0.340683590494099,-0.50689261948584,0.393750955362272,-0.393750955362273
105,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ZIC2","ZIC2_M7",1.35280711606847,0.0189960865532231,-0.0218533635383071,0.277895035230645,0.274976962712904,-0.200871564748833,-0.320155379656371,-0.00999169000002897,0.177006211468414,-0.177006211468411
106,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FOXO1","FOXO1_M7",1.14750122142598,0.0195952451590286,0.198739636689545,-0.155220963174027,0.407180086547685,0.0441129488243845,-0.288944643312341,-0.205867065575247,0.150232920021068,-0.150232920021068
109,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM20","RBM20_M7",1.06879634439484,0.047842948848443,0.277173478726041,0.482487383409804,0.516182749847731,-0.420211169460588,-0.376317220820651,-0.479315221702336,0.425281203994526,-0.425281203994525
