"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","007-A","007-B","007-C","007-185-KD-A","007-185-KD-B","007-185-KD-C","ref_mean","comp_mean"
63,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA8","PCDHGA8_M6",2.19404119468889,0.000112645074047919,-0.0188235587366634,-0.108344697729836,-0.189782015868126,0.0421069952362174,0.0380511710229587,0.236792106075452,-0.105650090778208,0.105650090778209
72,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA4","PCDHGA4_M6",1.09255409969807,0.00168292513315716,-0.0943953251329575,0.0106899518389802,-0.142802246743504,-0.110554077641664,0.142468498039435,0.194593199639712,-0.0755025400124936,0.0755025400124942
73,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,-0.198343831060967,-0.209756235161356,-0.0797807726704569,0.142642226511882,0.0762506142915846,0.268987998089321,-0.162626946297593,0.162626946297596
74,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TBX3","TBX3_M6",2.39920244649992,0.00214774713943635,-0.110574911500978,-0.14075673651649,-0.307634562794279,0.15708438771768,0.205519538271478,0.196362284822582,-0.186322070270582,0.18632207027058
76,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CPNE1","CPNE1_M6",1.07728927408387,0.0064249882890317,-0.034354837042347,-0.148989521200024,0.0468660063399184,0.0905418715921975,-0.0219365564133263,0.0678730367235794,-0.0454927839674841,0.0454927839674835
77,"M6 nervous system development","GO:BP",5.08802963855904e-13,"IGF2BP1","IGF2BP1_M6",1.08792041976996,0.0102718078319184,-0.0478083127886819,-0.163885286200863,-0.0801213090535722,0.144580651250642,0.140982299028627,0.00625195776384047,-0.0972716360143722,0.0972716360143699
78,"M6 nervous system development","GO:BP",5.08802963855904e-13,"VCL","VCL_M6",1.10200982514672,0.0150219722244367,-0.00953887242574503,-0.0441791986494717,0.00433050427808013,0.0107645031965404,-0.0250183789041802,0.0636414425047764,-0.0164625222657122,0.0164625222657122
79,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ZIC2","ZIC2_M6",1.35280711606847,0.0189960865532231,-0.0242887859197323,-0.169234348207752,-0.0324506519617378,0.146052330640971,0.0689428742886324,0.0109785811596188,-0.075324595363074,0.075324595363074
85,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"IGF2","IGF2_M7",4.18061396888521,1.44697359139455e-08,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,0.123775935567193,-0.0247551871134384,-0.0247551871134384,0.0247551871134387
87,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,-0.252616122054709,-0.0327767290077592,-0.106700824655527,0.104661793557551,0.0681535925763344,0.219278289584113,-0.130697891905998,0.130697891906
90,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RREB1","RREB1_M7",1.2749401105829,0.000117115033934431,-0.137120302040422,0.008667039265144,-0.137120302040422,0.237866735325241,0.0114108206402088,0.0162960088502437,-0.0885245216052336,0.0885245216052312
97,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,-0.198343831060967,-0.209756235161356,-0.0797807726704569,0.142642226511882,0.0762506142915846,0.268987998089321,-0.162626946297593,0.162626946297596
99,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"TBX3","TBX3_M7",2.39920244649992,0.00214774713943635,-0.110574911500978,-0.14075673651649,-0.307634562794279,0.15708438771768,0.205519538271478,0.196362284822582,-0.186322070270582,0.18632207027058
102,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"IGF2BP1","IGF2BP1_M7",1.08792041976996,0.0102718078319184,-0.0478083127886819,-0.163885286200863,-0.0801213090535722,0.144580651250642,0.140982299028627,0.00625195776384047,-0.0972716360143722,0.0972716360143699
104,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"KANK2","KANK2_M7",1.21402884185199,0.0129434386531749,-0.0497914535921744,0.0178671814406837,-0.0903957234505857,0.187438404335197,-0.0613261661832727,-0.003792242549844,-0.0407733318673588,0.04077333186736
105,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ZIC2","ZIC2_M7",1.35280711606847,0.0189960865532231,-0.0242887859197323,-0.169234348207752,-0.0324506519617378,0.146052330640971,0.0689428742886324,0.0109785811596188,-0.075324595363074,0.075324595363074
106,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FOXO1","FOXO1_M7",1.14750122142598,0.0195952451590286,-0.0934117009003579,-0.203600090019048,-0.301826288291014,0.115361503968431,0.298426088156942,0.185050487085043,-0.19961269307014,0.199612693070139
108,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"EPAS1","EPAS1_M7",1.09100448066124,0.032921587095028,0.00340819665008318,-0.187884158563706,-0.187884158563706,0.240561854974238,-0.0393530358830745,0.171151301386164,-0.124120040159109,0.124120040159109
109,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM20","RBM20_M7",1.06879634439484,0.047842948848443,-0.114741437341989,0.0145121408232889,-0.0712624916517477,0.0207944232324309,0.0553030302461668,0.0953943346918447,-0.0571639293901492,0.0571639293901474
