"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C","ref_mean","comp_mean"
34,"M3 response to cytokine","GO:BP",0.000176105486992348,"LDLRAP1","LDLRAP1_M3",1.51460978664497,0.000434003626118219,-0.146348698877112,0.064659387116011,0.232101271512959,-0.146348698877112,0.14228543800237,-0.146348698877112,0.0501373199172859,-0.050137319917285
36,"M3 response to cytokine","GO:BP",0.000176105486992348,"SOCS3","SOCS3_M3",1.25164725047815,0.00207868319364024,0.267998558892114,0.463979239549128,0.422260519698372,-0.419842508015613,-0.373328324985408,-0.361067485138594,0.384746106046538,-0.384746106046538
39,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"PCK2","PCK2_M4",1.05487755772177,1.26934807579734e-05,0.194221858205146,0.0270299127406659,0.347580915352451,-0.304000034334944,-0.154395373533649,-0.110437278429674,0.189610895432754,-0.189610895432756
41,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ITGB8","ITGB8_M4",1.68202251050562,2.92209850795987e-05,0.51042850711953,0.34642281421799,0.306754650801283,-0.202080645693293,-0.563661665190661,-0.397863661254853,0.387868657379601,-0.387868657379602
44,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CREB3L2","CREB3L2_M4",1.08033267821423,0.00208380471002964,0.245532180132043,0.130385915755408,0.139110551147095,-0.134619723087253,-0.321009847723255,-0.0593990762240395,0.171676215678182,-0.171676215678183
48,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"CCR7","CCR7_M5",1.82878653235917,0.000164696144852758,-0.189927484319741,0.230970660689095,0.246655160342208,-0.189927484319741,-0.189927484319741,0.0921566319279181,0.0958994455705208,-0.0958994455705211
50,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"DAB2","DAB2_M5",1.40906495099056,0.00261953933511198,0.364662632970479,0.211741185865775,0.414430861556443,-0.36747025218006,-0.262318500700782,-0.361045927511859,0.330278226797566,-0.330278226797567
54,"M6 nervous system development","GO:BP",5.08802963855904e-13,"WLS","WLS_M6",2.44203475538613,5.21832383401108e-08,0.819592379497873,0.837298779322841,0.368463480631727,-0.453584620046064,-0.86001217815279,-0.711757841253592,0.675118213150814,-0.675118213150816
55,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SIX1","SIX1_M6",8.14474949748422,5.36780487222202e-08,0.425720966320219,0.41856034978592,0.439349740739551,-0.344758471373021,-0.498572446700477,-0.440300138772178,0.427877018948564,-0.427877018948559
56,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,0.442211396622159,0.191846953364184,0.564236569077122,-0.141575056272877,-0.226547214925906,-0.830172647864677,0.399431639687822,-0.39943163968782
57,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CXCR4","CXCR4_M6",1.54081070781431,3.218704730156e-06,0.775935260486802,0.764028614153577,1.07411556750929,-0.812303226419791,-0.909359896656182,-0.892416319073686,0.871359814049889,-0.871359814049887
58,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDH18","PCDH18_M6",1.83558087827231,3.56125443430623e-06,0.843695644411279,0.625131006157946,0.74028673763213,-0.729763106707063,-0.508692067484301,-0.970658214009994,0.736371129400452,-0.736371129400453
60,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGA3","PCDHGA3_M6",3.09898361162024,3.2381251522396e-05,0.411652139775383,0.63384473877062,0.470719118756413,-0.51169222315238,-0.40459378396584,-0.599929990184203,0.505405332434139,-0.505405332434141
61,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGB4","PCDHGB4_M6",1.69360761983706,3.69277254103013e-05,0.286127387685738,0.283557465445339,0.267611694083181,-0.283278584210329,-0.18362267397368,-0.370395289030252,0.279098849071419,-0.279098849071421
62,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TGFBR2","TGFBR2_M6",1.82742195002922,4.2843592796252e-05,-0.0819671364430983,0.547788110110674,0.245025442448208,-0.505552842109575,-0.0980375645519889,-0.107256009454221,0.236948805371928,-0.236948805371928
65,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SOX13","SOX13_M6",1.4038604644205,0.000164413282397213,0.310491762410237,0.0413924673677322,0.221862535831114,-0.167407465929593,-0.135336567310048,-0.271002732369439,0.191248921869695,-0.191248921869693
68,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CXCL12","CXCL12_M6",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
70,"M6 nervous system development","GO:BP",5.08802963855904e-13,"NR2F2","NR2F2_M6",1.11160696146573,0.00035155048816326,0.369623654273962,0.203764244865127,0.360704723971715,-0.587608250039231,-0.124374093833885,-0.222110279237695,0.311364207703601,-0.311364207703604
73,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,0.120196182629277,0.0580301107915844,0.0726639504230118,-0.0473365624146922,-0.054613486609691,-0.148940194819483,0.083630081281291,-0.0836300812812887
75,"M6 nervous system development","GO:BP",5.08802963855904e-13,"DAB2","DAB2_M6",1.40906495099056,0.00261953933511198,0.364662632970479,0.211741185865775,0.414430861556443,-0.36747025218006,-0.262318500700782,-0.361045927511859,0.330278226797566,-0.330278226797567
78,"M6 nervous system development","GO:BP",5.08802963855904e-13,"VCL","VCL_M6",1.10200982514672,0.0150219722244367,0.0508117759453111,0.0686573871635332,0.11225170314842,-0.0188092002848261,-0.144504117906759,-0.0684075480656805,0.0772402887524214,-0.077240288752422
80,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PCDHGB1","PCDHGB1_M6",1.25064988894922,0.0203977906819726,0.33700913965148,-0.0301488594064541,0.30812378459218,-0.336122766228145,-0.233353103292623,-0.0455081953164402,0.204994688279069,-0.204994688279069
83,"M6 nervous system development","GO:BP",5.08802963855904e-13,"HHIP","HHIP_M6",1.64998081216485,0.0482582926796021,0.165303386304681,0.101924431524549,-0.105320219148524,0.10420486046911,-0.211853284243496,-0.0542591749063259,0.0539691995602354,-0.0539691995602372
84,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"VGLL3","VGLL3_M7",4.65753199401788,3.36421126796504e-13,0.395398994774653,0.244509966226339,0.12442818390648,-0.0947587035535111,-0.20655516031498,-0.463023281038986,0.254779048302491,-0.254779048302492
86,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SIX1","SIX1_M7",8.14474949748422,5.36780487222202e-08,0.425720966320219,0.41856034978592,0.439349740739551,-0.344758471373021,-0.498572446700477,-0.440300138772178,0.427877018948564,-0.427877018948559
87,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,0.442211396622159,0.191846953364184,0.564236569077122,-0.141575056272877,-0.226547214925906,-0.830172647864677,0.399431639687822,-0.39943163968782
88,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM47","RBM47_M7",1.51404232903691,2.05126472356165e-05,-0.133731561149613,0.0772765248435103,0.175565603507281,-0.133731561149613,-0.133731561149613,0.148352555098046,0.0397035224003928,-0.0397035224003934
90,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RREB1","RREB1_M7",1.2749401105829,0.000117115033934431,0.206615555064451,0.670496652604426,0.454468928405174,-0.35760111887428,-0.749819781279788,-0.224160235919983,0.44386037869135,-0.44386037869135
91,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SOX13","SOX13_M7",1.4038604644205,0.000164413282397213,0.310491762410237,0.0413924673677322,0.221862535831114,-0.167407465929593,-0.135336567310048,-0.271002732369439,0.191248921869695,-0.191248921869693
92,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"NR2F2","NR2F2_M7",1.11160696146573,0.00035155048816326,0.369623654273962,0.203764244865127,0.360704723971715,-0.587608250039231,-0.124374093833885,-0.222110279237695,0.311364207703601,-0.311364207703604
93,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FST","FST_M7",2.06142239063176,0.000356794012466298,0.687139875307773,0.280688673723208,0.525359145960803,-0.436531744277335,-0.62753416092929,-0.429121789785156,0.497729231663928,-0.497729231663927
97,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,0.120196182629277,0.0580301107915844,0.0726639504230118,-0.0473365624146922,-0.054613486609691,-0.148940194819483,0.083630081281291,-0.0836300812812887
98,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CREB3L2","CREB3L2_M7",1.08033267821423,0.00208380471002964,0.245532180132043,0.130385915755408,0.139110551147095,-0.134619723087253,-0.321009847723255,-0.0593990762240395,0.171676215678182,-0.171676215678183
100,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"DAB2","DAB2_M7",1.40906495099056,0.00261953933511198,0.364662632970479,0.211741185865775,0.414430861556443,-0.36747025218006,-0.262318500700782,-0.361045927511859,0.330278226797566,-0.330278226797567
104,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"KANK2","KANK2_M7",1.21402884185199,0.0129434386531749,-0.103729480289967,-0.0278111768374121,0.175595043123568,-0.101647285075688,-0.00978726641777072,0.0673801654972692,0.0146847953320629,-0.0146847953320632
108,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"EPAS1","EPAS1_M7",1.09100448066124,0.032921587095028,0.160050446373439,-0.138731379597867,0.0968194935207825,-0.159110949519244,-0.0836668681472093,0.124639257370095,0.0393795200987848,-0.0393795200987859
109,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM20","RBM20_M7",1.06879634439484,0.047842948848443,0.0351071831609016,0.2490353073521,0.27898684842404,-0.137315208762947,-0.29154370117516,-0.134270428998946,0.187709779645681,-0.187709779645684
