"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C","ref_mean","comp_mean"
23,"M2 cytokine production","GO:BP",0.0207970963379881,"WNT5A","WNT5A_M2",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
34,"M3 response to cytokine","GO:BP",0.000176105486992348,"WNT5A","WNT5A_M3",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
35,"M3 response to cytokine","GO:BP",0.000176105486992348,"IFITM1","IFITM1_M3",4.03153557125066,3.26758613819998e-05,0.220062505828927,-0.20352319983755,0.105773964819345,-0.20352319983755,0.0851109370419323,-0.00390100801510229,0.0407710902702405,-0.0407710902702399
36,"M3 response to cytokine","GO:BP",0.000176105486992348,"CXCL12","CXCL12_M3",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
40,"M3 response to cytokine","GO:BP",0.000176105486992348,"MME","MME_M3",1.33812119121027,0.00244487605628079,0.143290723619208,0.80770511163105,0.409914625066245,-0.453636820105499,-0.453636820105499,-0.453636820105499,0.453636820105501,-0.453636820105499
42,"M3 response to cytokine","GO:BP",0.000176105486992348,"GHR","GHR_M3",1.25309585227618,0.00381885397107341,0.0325541531240381,0.293535211910725,-0.0741575228739455,0.233349807116024,-0.222089540625451,-0.263192108651391,0.0839772807202725,-0.0839772807202725
43,"M3 response to cytokine","GO:BP",0.000176105486992348,"HAS2","HAS2_M3",1.20201607225576,0.00567146249630345,0.868913254789655,0.203782750824358,0.594422684408504,-0.715308072875598,-0.585558943150037,-0.36625167399688,0.555706230007506,-0.555706230007505
45,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CCND1","CCND1_M4",3.20395887531381,4.84288194503422e-11,0.137242070253762,-0.0790803564854237,0.0547864406038432,0.14909662605631,-0.274565648030282,0.0125208676017827,0.037649384790727,-0.0376493847907297
47,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ITGA5","ITGA5_M4",2.25392992218257,3.42474089263462e-06,0.347485910078654,0.367194764717853,0.259692842157962,-0.49088544239982,0.0073973678451722,-0.49088544239982,0.324791172318156,-0.324791172318156
51,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CREB3L2","CREB3L2_M4",1.08033267821423,0.00208380471002964,0.245532180132043,0.130385915755408,0.139110551147095,-0.134619723087253,-0.321009847723255,-0.0593990762240395,0.171676215678182,-0.171676215678183
52,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"GHR","GHR_M4",1.25309585227618,0.00381885397107341,0.0325541531240381,0.293535211910725,-0.0741575228739455,0.233349807116024,-0.222089540625451,-0.263192108651391,0.0839772807202725,-0.0839772807202725
53,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ANGPT2","ANGPT2_M4",1.11407285043832,0.0400205007930525,0.616483635299819,0.651536917810054,0.708877167388486,-0.565129142438747,-0.82848191218783,-0.583286665871778,0.658965906832786,-0.658965906832785
55,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"WNT5A","WNT5A_M5",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
60,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"GHR","GHR_M5",1.25309585227618,0.00381885397107341,0.0325541531240381,0.293535211910725,-0.0741575228739455,0.233349807116024,-0.222089540625451,-0.263192108651391,0.0839772807202725,-0.0839772807202725
62,"M6 nervous system development","GO:BP",5.08802963855904e-13,"THRB","THRB_M6",2.02496662375447,2.38277816804383e-11,0.259872485483231,0.292671954834247,0.0403901208350419,-0.261002806901239,-0.165154430897318,-0.166777323353953,0.197644853717507,-0.197644853717503
63,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CCND1","CCND1_M6",3.20395887531381,4.84288194503422e-11,0.137242070253762,-0.0790803564854237,0.0547864406038432,0.14909662605631,-0.274565648030282,0.0125208676017827,0.037649384790727,-0.0376493847907297
64,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PDLIM5","PDLIM5_M6",1.06114393496088,1.43981112526858e-06,0.0401303385456355,0.0254303167955054,0.225987636332937,-0.0402798507864066,-0.202670182271959,-0.0485982586157103,0.0971827638913592,-0.0971827638913586
65,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,0.442211396622159,0.191846953364184,0.564236569077122,-0.141575056272877,-0.226547214925906,-0.830172647864677,0.399431639687822,-0.39943163968782
66,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SALL4","SALL4_M6",2.82776914838807,3.2313678588611e-06,0.101760179428027,0.169656618903636,0.116706807123418,-0.0162607116193705,-0.102157319553841,-0.269705574281871,0.129374535151693,-0.129374535151694
68,"M6 nervous system development","GO:BP",5.08802963855904e-13,"WNT5A","WNT5A_M6",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
71,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TGFBR2","TGFBR2_M6",1.82742195002922,4.2843592796252e-05,-0.0819671364430983,0.547788110110674,0.245025442448208,-0.505552842109575,-0.0980375645519889,-0.107256009454221,0.236948805371928,-0.236948805371928
72,"M6 nervous system development","GO:BP",5.08802963855904e-13,"FOXB1","FOXB1_M6",1.19806715186583,0.00013270862879945,0.247133760818914,0.325971653980367,0.133699613097543,-0.089191748882417,-0.481410411287925,-0.136202867726484,0.235601675965608,-0.235601675965609
74,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CXCL12","CXCL12_M6",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
75,"M6 nervous system development","GO:BP",5.08802963855904e-13,"NR2F2","NR2F2_M6",1.11160696146573,0.00035155048816326,0.369623654273962,0.203764244865127,0.360704723971715,-0.587608250039231,-0.124374093833885,-0.222110279237695,0.311364207703601,-0.311364207703604
77,"M6 nervous system development","GO:BP",5.08802963855904e-13,"APCDD1","APCDD1_M6",1.05980885460302,0.000388904338971897,0.182459959538527,0.456798642661632,0.520565137596899,-0.180393306483699,-0.349336979422208,-0.630093453891153,0.386607913265686,-0.386607913265687
79,"M6 nervous system development","GO:BP",5.08802963855904e-13,"GPC4","GPC4_M6",1.82995418129684,0.0010610980175844,0.750587773329382,0.85524781023168,0.61518544618664,-0.962234552855864,-0.532799958166632,-0.725986518725201,0.740340343249234,-0.740340343249232
80,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,0.120196182629277,0.0580301107915844,0.0726639504230118,-0.0473365624146922,-0.054613486609691,-0.148940194819483,0.083630081281291,-0.0836300812812887
82,"M6 nervous system development","GO:BP",5.08802963855904e-13,"MME","MME_M6",1.33812119121027,0.00244487605628079,0.143290723619208,0.80770511163105,0.409914625066245,-0.453636820105499,-0.453636820105499,-0.453636820105499,0.453636820105501,-0.453636820105499
84,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PTCH1","PTCH1_M6",1.03666584363544,0.0031696087119761,0.0778527747893563,0.273769925064213,0.270029329394214,-0.144710280677261,-0.130895794608438,-0.346045953962092,0.207217343082595,-0.207217343082597
85,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PMP22","PMP22_M6",1.47902663994089,0.00368142480457268,0.640602533819004,0.184818042564102,0.319048395009754,-0.631240398966746,-0.137689374944586,-0.375539197481533,0.381489657130953,-0.381489657130955
87,"M6 nervous system development","GO:BP",5.08802963855904e-13,"VCL","VCL_M6",1.10200982514672,0.0150219722244367,0.0508117759453111,0.0686573871635332,0.11225170314842,-0.0188092002848261,-0.144504117906759,-0.0684075480656805,0.0772402887524214,-0.077240288752422
89,"M6 nervous system development","GO:BP",5.08802963855904e-13,"SIX4","SIX4_M6",1.25517570212489,0.018808009394175,0.272565333464845,0.353864101785369,0.173459287747923,-0.271341379529176,-0.289179227317529,-0.239368116151441,0.266629574332712,-0.266629574332715
91,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"VGLL3","VGLL3_M7",4.65753199401788,3.36421126796504e-13,0.395398994774653,0.244509966226339,0.12442818390648,-0.0947587035535111,-0.20655516031498,-0.463023281038986,0.254779048302491,-0.254779048302492
92,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"THRB","THRB_M7",2.02496662375447,2.38277816804383e-11,0.259872485483231,0.292671954834247,0.0403901208350419,-0.261002806901239,-0.165154430897318,-0.166777323353953,0.197644853717507,-0.197644853717503
93,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CCND1","CCND1_M7",3.20395887531381,4.84288194503422e-11,0.137242070253762,-0.0790803564854237,0.0547864406038432,0.14909662605631,-0.274565648030282,0.0125208676017827,0.037649384790727,-0.0376493847907297
95,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"LUM","LUM_M7",4.42001005307812,6.60983639159776e-07,-0.199223309731089,0.0989224080223128,0.41588671465438,-0.199223309731089,-0.199223309731089,0.0828608065165701,0.105195270981868,-0.105195270981869
96,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ID3","ID3_M7",3.90844798832457,1.60986913348304e-06,0.442211396622159,0.191846953364184,0.564236569077122,-0.141575056272877,-0.226547214925906,-0.830172647864677,0.399431639687822,-0.39943163968782
97,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SALL4","SALL4_M7",2.82776914838807,3.2313678588611e-06,0.101760179428027,0.169656618903636,0.116706807123418,-0.0162607116193705,-0.102157319553841,-0.269705574281871,0.129374535151693,-0.129374535151694
99,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PGR","PGR_M7",5.48916650156453,5.46406709542682e-06,0.0037078817102385,0.215001877337088,-0.110851687022306,-0.0959662384750759,-0.124914329245053,0.113022495695106,0.035952690675007,-0.0359526906750075
101,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"WNT5A","WNT5A_M7",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
105,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RREB1","RREB1_M7",1.2749401105829,0.000117115033934431,0.206615555064451,0.670496652604426,0.454468928405174,-0.35760111887428,-0.749819781279788,-0.224160235919983,0.44386037869135,-0.44386037869135
106,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"FOXB1","FOXB1_M7",1.19806715186583,0.00013270862879945,0.247133760818914,0.325971653980367,0.133699613097543,-0.089191748882417,-0.481410411287925,-0.136202867726484,0.235601675965608,-0.235601675965609
109,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"NR2F2","NR2F2_M7",1.11160696146573,0.00035155048816326,0.369623654273962,0.203764244865127,0.360704723971715,-0.587608250039231,-0.124374093833885,-0.222110279237695,0.311364207703601,-0.311364207703604
112,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"ANXA2","ANXA2_M7",1.35242458938101,0.00193734176881244,0.120196182629277,0.0580301107915844,0.0726639504230118,-0.0473365624146922,-0.054613486609691,-0.148940194819483,0.083630081281291,-0.0836300812812887
113,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"CREB3L2","CREB3L2_M7",1.08033267821423,0.00208380471002964,0.245532180132043,0.130385915755408,0.139110551147095,-0.134619723087253,-0.321009847723255,-0.0593990762240395,0.171676215678182,-0.171676215678183
116,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"PTCH1","PTCH1_M7",1.03666584363544,0.0031696087119761,0.0778527747893563,0.273769925064213,0.270029329394214,-0.144710280677261,-0.130895794608438,-0.346045953962092,0.207217343082595,-0.207217343082597
119,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"DTX3L","DTX3L_M7",1.15226420611906,0.0174356482344862,0.29305199413704,-0.165750696985502,0.0547867818291747,-0.0361393631784797,-0.285076099570735,0.13912738376851,0.0606960263269043,-0.0606960263269016
120,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"RBM24","RBM24_M7",1.03323197618874,0.0178655385811035,0.548611964153862,0.483336869879052,0.534602046928336,-0.581632923685448,-0.2785062771898,-0.706411680085997,0.522183626987083,-0.522183626987082
121,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"SIX4","SIX4_M7",1.25517570212489,0.018808009394175,0.272565333464845,0.353864101785369,0.173459287747923,-0.271341379529176,-0.289179227317529,-0.239368116151441,0.266629574332712,-0.266629574332715
125,"M7 regulation of RNA metabolic process","GO:BP",0.000300594653874138,"EPAS1","EPAS1_M7",1.09100448066124,0.032921587095028,0.160050446373439,-0.138731379597867,0.0968194935207825,-0.159110949519244,-0.0836668681472093,0.124639257370095,0.0393795200987848,-0.0393795200987859
