"term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C","ref_mean","comp_mean"
"M2 trans-synaptic signaling","GO:BP",3.80899823275861e-16,"LYNX1","LYNX1_M2",-1.33219012575552,3.14053657554549e-05,0.859885697676075,0.772128249533054,0.784143343055932,-0.670792925750838,-0.831227951603807,-0.914136412910413,0.805385763421687,-0.805385763421686
"M2 trans-synaptic signaling","GO:BP",3.80899823275861e-16,"SLC4A10","SLC4A10_M2",-1.09055271319471,0.000204039184351963,0.254487617677094,0.255475651219129,0.319764917696187,-0.277414324563079,-0.322158680153709,-0.230155181875633,0.27657606219747,-0.276576062197474
"M2 trans-synaptic signaling","GO:BP",3.80899823275861e-16,"FAM107A","FAM107A_M2",-1.26773150123051,0.000474949087604184,0.401404770678847,0.442873350423251,0.436523314336826,0.0425794288171906,-0.802732490251884,-0.520648374004225,0.426933811812975,-0.426933811812973
"M2 trans-synaptic signaling","GO:BP",3.80899823275861e-16,"KCNJ10","KCNJ10_M2",-1.55530387894029,0.00619309858812433,0.339557219662476,0.328176154370467,0.294223165212378,-0.40673527886822,-0.345128321843509,-0.21009293853359,0.32065217974844,-0.32065217974844
"M2 trans-synaptic signaling","GO:BP",3.80899823275861e-16,"GRIA3","GRIA3_M2",-1.2151796424506,0.00883058083435267,0.557058808628492,0.537738839706668,0.667745708024956,-0.529263896820476,-0.687031661583539,-0.546247797956092,0.587514452120038,-0.587514452120036
"M3 synaptic transmission, glutamatergic","GO:BP",9.96081692023264e-09,"GRIN1","GRIN1_M3",-1.5818828790215,5.72938739141557e-09,0.218076440335262,0.335795508106067,0.372835590058154,-0.402705586161778,-0.277381113351508,-0.246620838986198,0.308902512833161,-0.308902512833161
"M3 synaptic transmission, glutamatergic","GO:BP",9.96081692023264e-09,"PLPPR4","PLPPR4_M3",-1.55155659273804,2.50964558568601e-08,-0.252661634818208,-0.205067056179722,-0.264619932865308,0.211397660173791,0.248711333695526,0.262239629993918,-0.24078287462108,0.240782874621078
"M3 synaptic transmission, glutamatergic","GO:BP",9.96081692023264e-09,"GRM5","GRM5_M3",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M3 synaptic transmission, glutamatergic","GO:BP",9.96081692023264e-09,"GRIA3","GRIA3_M3",-1.2151796424506,0.00883058083435267,0.557058808628492,0.537738839706668,0.667745708024956,-0.529263896820476,-0.687031661583539,-0.546247797956092,0.587514452120038,-0.587514452120036
"M4 regulation of neuronal synaptic plasticity","GO:BP",0.00103814952945778,"GRIN1","GRIN1_M4",-1.5818828790215,5.72938739141557e-09,0.218076440335262,0.335795508106067,0.372835590058154,-0.402705586161778,-0.277381113351508,-0.246620838986198,0.308902512833161,-0.308902512833161
"M4 regulation of neuronal synaptic plasticity","GO:BP",0.00103814952945778,"GRM5","GRM5_M4",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M4 regulation of neuronal synaptic plasticity","GO:BP",0.00103814952945778,"SNCA","SNCA_M4",-1.11242234724162,1.83605556638571e-05,0.878345333648207,0.747605439735745,0.761585023203185,-0.83548328998865,-0.797282224201787,-0.754770282396699,0.795845265529046,-0.795845265529045
"M4 regulation of neuronal synaptic plasticity","GO:BP",0.00103814952945778,"SLC4A10","SLC4A10_M4",-1.09055271319471,0.000204039184351963,0.254487617677094,0.255475651219129,0.319764917696187,-0.277414324563079,-0.322158680153709,-0.230155181875633,0.27657606219747,-0.276576062197474
"M4 regulation of neuronal synaptic plasticity","GO:BP",0.00103814952945778,"KCNJ10","KCNJ10_M4",-1.55530387894029,0.00619309858812433,0.339557219662476,0.328176154370467,0.294223165212378,-0.40673527886822,-0.345128321843509,-0.21009293853359,0.32065217974844,-0.32065217974844
"M5 postsynaptic density","GO:CC",0.00138338906140407,"GRIN1","GRIN1_M5",-1.5818828790215,5.72938739141557e-09,0.218076440335262,0.335795508106067,0.372835590058154,-0.402705586161778,-0.277381113351508,-0.246620838986198,0.308902512833161,-0.308902512833161
"M5 postsynaptic density","GO:CC",0.00138338906140407,"PLPPR4","PLPPR4_M5",-1.55155659273804,2.50964558568601e-08,-0.252661634818208,-0.205067056179722,-0.264619932865308,0.211397660173791,0.248711333695526,0.262239629993918,-0.24078287462108,0.240782874621078
"M5 postsynaptic density","GO:CC",0.00138338906140407,"GRM5","GRM5_M5",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M5 postsynaptic density","GO:CC",0.00138338906140407,"GRIA3","GRIA3_M5",-1.2151796424506,0.00883058083435267,0.557058808628492,0.537738839706668,0.667745708024956,-0.529263896820476,-0.687031661583539,-0.546247797956092,0.587514452120038,-0.587514452120036
"M6 neuroactive ligand-receptor interaction","KEGG",6.0005565297327e-22,"GRIN1","GRIN1_M6",-1.5818828790215,5.72938739141557e-09,0.218076440335262,0.335795508106067,0.372835590058154,-0.402705586161778,-0.277381113351508,-0.246620838986198,0.308902512833161,-0.308902512833161
"M6 neuroactive ligand-receptor interaction","KEGG",6.0005565297327e-22,"GRM5","GRM5_M6",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M6 neuroactive ligand-receptor interaction","KEGG",6.0005565297327e-22,"LYNX1","LYNX1_M6",-1.33219012575552,3.14053657554549e-05,0.859885697676075,0.772128249533054,0.784143343055932,-0.670792925750838,-0.831227951603807,-0.914136412910413,0.805385763421687,-0.805385763421686
"M6 neuroactive ligand-receptor interaction","KEGG",6.0005565297327e-22,"GRIA3","GRIA3_M6",-1.2151796424506,0.00883058083435267,0.557058808628492,0.537738839706668,0.667745708024956,-0.529263896820476,-0.687031661583539,-0.546247797956092,0.587514452120038,-0.587514452120036
"M7 nervous system development","GO:BP",6.11124783815365e-11,"GRIN1","GRIN1_M7",-1.5818828790215,5.72938739141557e-09,0.218076440335262,0.335795508106067,0.372835590058154,-0.402705586161778,-0.277381113351508,-0.246620838986198,0.308902512833161,-0.308902512833161
"M7 nervous system development","GO:BP",6.11124783815365e-11,"PLPPR4","PLPPR4_M7",-1.55155659273804,2.50964558568601e-08,-0.252661634818208,-0.205067056179722,-0.264619932865308,0.211397660173791,0.248711333695526,0.262239629993918,-0.24078287462108,0.240782874621078
"M7 nervous system development","GO:BP",6.11124783815365e-11,"MT3","MT3_M7",-1.08285713470352,2.64254967590694e-06,0.451629781905119,0.484167377895981,0.530437875922405,-0.563769340591389,-0.614357980690605,-0.288107714441515,0.488745011907835,-0.488745011907836
"M7 nervous system development","GO:BP",6.11124783815365e-11,"GRM5","GRM5_M7",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M7 nervous system development","GO:BP",6.11124783815365e-11,"COMT","COMT_M7",-2.39484530089081,1.08490442487956e-05,-0.302938295707851,-0.558578081496532,-0.670110672228659,0.432126189237025,0.591449001996556,0.508051858199466,-0.510542349811014,0.510542349811016
"M7 nervous system development","GO:BP",6.11124783815365e-11,"SNCA","SNCA_M7",-1.11242234724162,1.83605556638571e-05,0.878345333648207,0.747605439735745,0.761585023203185,-0.83548328998865,-0.797282224201787,-0.754770282396699,0.795845265529046,-0.795845265529045
"M7 nervous system development","GO:BP",6.11124783815365e-11,"SLC4A10","SLC4A10_M7",-1.09055271319471,0.000204039184351963,0.254487617677094,0.255475651219129,0.319764917696187,-0.277414324563079,-0.322158680153709,-0.230155181875633,0.27657606219747,-0.276576062197474
"M7 nervous system development","GO:BP",6.11124783815365e-11,"THY1","THY1_M7",-1.11544596837155,0.000322728756187342,0.374285600651222,0.28685823672787,0.388538874274527,-0.260292906784821,-0.310633778972006,-0.478756025896789,0.349894237217873,-0.349894237217872
"M7 nervous system development","GO:BP",6.11124783815365e-11,"PCDHGB6","PCDHGB6_M7",-1.89425357352402,0.000396566732325018,0.0545139271569397,0.141946279154421,0.150388440105312,-0.0389370143244161,-0.230712686790369,-0.077198945301884,0.115616215472224,-0.115616215472223
"M7 nervous system development","GO:BP",6.11124783815365e-11,"DLX1","DLX1_M7",-3.91575386143031,0.00289763278039789,0.195811695993686,-0.271011160076085,-0.472994181170941,0.174732367063809,0.185615099668086,0.187846178521445,-0.182731215084447,0.182731215084447
"M7 nervous system development","GO:BP",6.11124783815365e-11,"KCNJ10","KCNJ10_M7",-1.55530387894029,0.00619309858812433,0.339557219662476,0.328176154370467,0.294223165212378,-0.40673527886822,-0.345128321843509,-0.21009293853359,0.32065217974844,-0.32065217974844
"M7 nervous system development","GO:BP",6.11124783815365e-11,"PLEKHG4","PLEKHG4_M7",-1.36024470665369,0.0109398373679645,0.0256891935922408,-0.138868045371741,-0.150890673421435,0.11894775671908,0.00547412664973912,0.139647641832116,-0.0880231750669787,0.0880231750669784
"M7 nervous system development","GO:BP",6.11124783815365e-11,"PCDHGA9","PCDHGA9_M7",-1.09579282547982,0.0129751629741614,-0.297066512734377,-0.516587586234777,-0.280793878653812,0.539857175829215,0.452744232794823,0.101846568998928,-0.364815992540988,0.364815992540988
"M7 nervous system development","GO:BP",6.11124783815365e-11,"PLXND1","PLXND1_M7",-1.72439502242362,0.0166701052283063,0.141601157501417,0.145402129931992,0.408199230951639,-0.158556743511453,-0.0421108079256243,-0.494534966947967,0.231734172795016,-0.231734172795015
"M7 nervous system development","GO:BP",6.11124783815365e-11,"MOBP","MOBP_M7",-2.70317956020268,0.0256435608471051,-0.823738731957577,-1.3826039697946,-0.848907378922553,1.09667933064246,0.978794739572565,0.979776010459705,-1.01841669355824,1.01841669355824
"M7 nervous system development","GO:BP",6.11124783815365e-11,"KCNC2","KCNC2_M7",-1.06718472499188,0.0285478544905688,-0.087605249416848,0.101105620605622,0.136827611375077,0.00835853003476927,-0.0507748514531006,-0.107911661145531,0.0501093275212838,-0.0501093275212874
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"PLPPR4","PLPPR4_M8",-1.55155659273804,2.50964558568601e-08,-0.252661634818208,-0.205067056179722,-0.264619932865308,0.211397660173791,0.248711333695526,0.262239629993918,-0.24078287462108,0.240782874621078
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"MT3","MT3_M8",-1.08285713470352,2.64254967590694e-06,0.451629781905119,0.484167377895981,0.530437875922405,-0.563769340591389,-0.614357980690605,-0.288107714441515,0.488745011907835,-0.488745011907836
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"GRM5","GRM5_M8",-1.56643876932946,4.56924104225646e-06,0.0417022731092214,0.253796712439541,0.382364738012533,-0.398985304118562,0.0691234647489081,-0.348001884191642,0.225954574520432,-0.225954574520432
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"SLC4A10","SLC4A10_M8",-1.09055271319471,0.000204039184351963,0.254487617677094,0.255475651219129,0.319764917696187,-0.277414324563079,-0.322158680153709,-0.230155181875633,0.27657606219747,-0.276576062197474
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"THY1","THY1_M8",-1.11544596837155,0.000322728756187342,0.374285600651222,0.28685823672787,0.388538874274527,-0.260292906784821,-0.310633778972006,-0.478756025896789,0.349894237217873,-0.349894237217872
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"DLX1","DLX1_M8",-3.91575386143031,0.00289763278039789,0.195811695993686,-0.271011160076085,-0.472994181170941,0.174732367063809,0.185615099668086,0.187846178521445,-0.182731215084447,0.182731215084447
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"KCNJ10","KCNJ10_M8",-1.55530387894029,0.00619309858812433,0.339557219662476,0.328176154370467,0.294223165212378,-0.40673527886822,-0.345128321843509,-0.21009293853359,0.32065217974844,-0.32065217974844
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"PLEKHG4","PLEKHG4_M8",-1.36024470665369,0.0109398373679645,0.0256891935922408,-0.138868045371741,-0.150890673421435,0.11894775671908,0.00547412664973912,0.139647641832116,-0.0880231750669787,0.0880231750669784
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"PLXND1","PLXND1_M8",-1.72439502242362,0.0166701052283063,0.141601157501417,0.145402129931992,0.408199230951639,-0.158556743511453,-0.0421108079256243,-0.494534966947967,0.231734172795016,-0.231734172795015
"M8 neurogenesis","GO:BP",1.81301431808331e-06,"MOBP","MOBP_M8",-2.70317956020268,0.0256435608471051,-0.823738731957577,-1.3826039697946,-0.848907378922553,1.09667933064246,0.978794739572565,0.979776010459705,-1.01841669355824,1.01841669355824
