"","22q001-A","22q001-B","22q001-C","22q001-DGCR8-OE-A","22q001-DGCR8-OE-B","22q001-DGCR8-OE-C"
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.239475595493444,0.0319221548730291,0.0843034109752397,-0.180590413641037,-0.156483663625076,-0.0649862031309424
"GOBP_MITOTIC_CELL_CYCLE",-0.110636200298018,-0.0836686193783871,-0.124890178292203,0.0891724245784004,0.0240767431967036,0.0444213127495985
"GOBP_MITOTIC_CYTOKINESIS",-0.00131274805471601,-0.0302731002975331,-0.0383384756588125,0.0144261652997483,-0.145331706069978,0.155909250952053
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.461745384219353,-0.341675518046348,-0.345801479957449,0.403292424248145,0.311369639164738,0.383958060677931
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.507010547934874,-0.269189898028835,-0.371988422571453,0.332238529393962,0.318385438466068,0.434471909025209
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.394782811334118,-0.68658293704051,-0.488071599729379,0.517041342088031,0.501402268016035,0.520047494859761
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.479889641771848,-0.361931066361925,-0.436324340089225,0.384179890163403,0.396218228178927,0.256317331786433
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.550818191933052,-0.546514819987368,-0.569385489809447,0.671271659274428,0.502261862741741,0.330709755488899
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.103125391829991,0.0371223292776965,0.0352537802798846,-0.145708878252408,0.114433119443495,-0.196197366381278
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.21248668560167,0.000997681497424047,0.283826021530607,-0.3698893759906,-0.159009108009702,-0.0986245480976488
"GOBP_PROTEIN_DENEDDYLATION",-0.357707428309958,-0.269782014316771,-0.330949292502637,0.51793770699858,0.371910412821812,0.236841927722947
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",-0.962101730785833,0.80254016143462,0.0908373474201893,0.445008701204586,-0.102190766816082,-0.364983834468515
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.326499750606684,-0.316389401784524,-0.308094054005965,0.307768765621069,0.299679693539035,0.26874919662074
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.234656919231893,-0.132974094070687,-0.177471021589789,0.172637613812784,0.119862231492399,0.082732254026558
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.216677290142269,-0.0124806712805076,-0.133643255347548,0.172121245299228,0.014434330378948,-0.0268143289990374
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.0802433116835747,-0.32947585793245,-0.251010167490916,0.185176980351837,0.1034021427082,0.192309424858443
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.487559681903106,-0.565773966757032,-0.565286300645805,0.390823749339632,0.645791847848228,0.436400846517168
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.551314925191396,-0.371302015604239,-0.649666775031868,0.546082574772433,0.607128654584179,0.526170351105435
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.110041041392049,-0.0984334555343489,0.00867520856676254,-0.223131936542259,0.265329749120083,-0.08829997135933
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.166499144295299,-0.0321774111183681,-0.235398662828029,0.12005234120329,-0.0452096139618146,0.302583465132837
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.310335548532021,-0.0752929505357226,0.168618477840047,0.0657449097610329,0.278105193271472,-0.154474354348026
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.0767732385995413,0.110002098019202,-0.0642829785381541,-0.0435424357617388,0.0375007273614478,-0.221038118400323
"GOBP_MITOPHAGY",0.0835809600017535,0.0660377060265082,0.125545072102875,-0.161499157146488,-0.184362917006036,-0.0981847421379371
"GOBP_PEXOPHAGY",-0.575023008225505,0.207873997840171,-0.22143249437092,-0.0344363426356712,-0.00881331841522692,0.247244905587901
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.323095629656904,0.042560075440215,-0.402953453156621,0.348348410060424,0.476463468604662,-0.0480428393292278
"GOBP_MATURATION_OF_5_8S_RRNA",-0.365329309213503,-0.45527422722295,-0.407195187257255,0.380781942446447,0.526253153079053,0.374328051828487
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.261504448739949,0.0429741322585707,-0.457176948411606,0.28529013408522,0.353375205853169,-0.00134751094695632
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.488530590866003,-0.56945116551906,-0.536311083894338,0.494489109812164,0.601548731383406,0.352557811894434
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.310086270040324,-0.375710314468755,-0.526324347456908,0.466792996955558,0.530159340933463,0.206883516994476
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.339717461984391,-0.34879835018198,-0.430321209901804,0.411526219902561,0.456903915148671,0.187970268697899
"GOBP_MATURATION_OF_LSU_RRNA",-0.50280946665135,-0.603458951514015,-0.431390462216788,0.439417006393625,0.605577108981449,0.404663155729331
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.365440432160914,-0.166184264586126,-0.489441706654215,0.387444431363661,0.528744656431554,0.17636007193556
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.184846289627448,-0.072009703778145,-0.589582230351325,0.518559092091806,0.473041559949679,0.245194698003041
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.292182716353825,-0.411802975755691,-0.653331484731424,0.295466703653071,0.50296770613368,0.181339161144317
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.275418937181007,-0.38853551492352,-0.607230916133504,0.224704126130115,0.456341706441055,0.13034064364837
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.252583894580822,0.252876078793137,0.0240268671147674,-0.110526276091029,-0.154493480030867,-0.236209306911583
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.0629459473516387,-0.0461415985549222,-0.120052957565606,-0.169130118452674,0.0753748163326465,0.139574057866014
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.547912376952413,0.048713817356271,-0.312841940198908,-0.350544501528272,0.257050735384641,0.412996389087136
"GOBP_TELOMERE_MAINTENANCE",-0.197084798527952,-0.220591585634389,-0.272971656179456,0.135911868225746,0.168696833881367,0.219162119884377
"GOBP_RECOMBINATIONAL_REPAIR",-0.20726049031242,-0.174290150155361,-0.258729890604741,0.0693142338006446,0.285707385835374,0.192675030798562
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.262755055254063,-0.379148518726987,0.0406778708537993,0.0305851831562257,0.0193623224219352,0.41069063306951
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.286294409233055,-0.18858713091073,-0.382033501720875,0.320415314177528,0.249610332316384,0.272750875424789
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.271269184593981,-0.29801720521612,-0.361399004719493,0.253642202784529,0.468251020689681,0.152442382034839
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.775412642777836,0.19195432726673,-0.217784536241671,-0.619056020161176,-0.353122588080864,-0.0129032534853954
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.438738123784024,-0.553161166838429,-0.664896919008779,0.381281287593128,0.731439717176635,0.395891698451197
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.274238275927194,-0.157191017716839,-0.247823342181031,0.217368805733462,0.107565608577324,0.212806902833093
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.350687864794582,0.541296283619396,0.278440053007713,-0.376324995123567,-0.215923901611269,-0.692068851472487
"GOBP_CELL_MORPHOGENESIS",0.139175198350165,0.195228966508312,0.150899772477061,-0.187433048530233,-0.212738194247878,-0.140992246549179
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.167388935419959,0.213896556883294,0.155637495726553,-0.195892155120508,-0.231181173483163,-0.168037399497989
"GOBP_CYTOKINESIS",-0.0201150672166949,-0.0206055576798639,-0.0152076043472063,0.0664854021996422,-0.15149737725457,0.0601788728651204
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.469512550201416,-0.364081463243734,-0.352427152468998,0.393647756212203,0.356704158344136,0.38507329769613
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.488803998861779,-0.482057950989223,-0.684344748916394,0.37489332303822,0.629723115981696,0.569813190370219
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.157178215131634,-0.268369854984331,-0.198966512533216,0.267007047686702,0.157153448942929,0.035649980977902
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.488784135240095,-0.493765405628321,-0.662470329685611,0.374878088426638,0.665158823419198,0.548178683064772
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.169503651511636,-0.442269038020763,-0.26647699884525,0.336866690374311,0.42105512512861,-0.0594608902740271
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.241670871088285,-0.466793988604541,-0.281283922415646,0.45324804874758,0.329553077791089,0.274741184307168
"GOBP_RNA_5_END_PROCESSING",-0.462491801670877,0.157802572094995,-0.14008190214713,0.248076519829597,0.454534258250181,-0.234817052878244
"GOBP_RRNA_5_END_PROCESSING",-0.0653871558086838,0.154014567817783,-0.637281011030616,0.452902244334366,0.533903647521077,-0.160608902812172
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.374908558887812,-0.485473556060672,-0.308855029627033,0.451461556757539,0.240853851419854,0.199294140021031
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0530734396213018,0.0698320076843712,-0.0754767086809668,0.0445271836725568,-0.169258051141251,-0.0782114580879104
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.24905738156303,-0.0754550218909193,-0.315089775256385,0.0638275368142546,0.155301795397852,0.32911702654177
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.480887543722073,0.102538476441129,-0.404819369020368,0.430022054595358,-0.31942020858956,0.375350636003605
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.267403369553829,0.493949134548818,-0.0073832591524231,-0.18406878861097,-0.395442495755625,-0.284251168461682
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",-0.0315330486864044,0.0412333236422819,-0.00411326607928392,0.0377362237598731,-0.0594826608394871,-0.000370102126769578
"GOBP_CARTILAGE_CONDENSATION",0.154243713239461,0.431600467421425,0.133204657622467,-0.222342771469921,-0.0712571792838271,-0.373919278281355
"GOBP_OSSIFICATION",-0.0143450850958741,0.0771158088028618,0.00567240243516939,-0.0205829162900518,-0.0550431515013154,0.00226506529195084
"GOBP_NEUROTRANSMITTER_UPTAKE",0.281747526723477,0.200239770861612,0.19009073097409,0.0657091227620021,-0.339633629519805,-0.261594401498844
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.262715282468194,0.207942530029596,0.258953527756077,-0.170289065725795,-0.334550176404238,-0.172115205788574
"GOBP_ACTION_POTENTIAL",0.263156250537922,0.272955214112656,0.192386952411648,-0.260633755681346,-0.270262437495652,-0.253074839943835
"GOBP_RNA_METHYLATION",-0.21942840045075,-0.259085804383352,-0.445803410414413,0.192323055181643,0.322533242507372,0.330048939942984
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.151701665486979,-0.234249255070742,0.107016655012247,0.201901480236227,0.153796045266852,-0.243302358818075
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.154772202528052,-0.186189989714404,-0.0937142765400984,0.153064513966336,-0.00412531418020148,0.0883192183094995
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.0515094239717084,-0.156508768290626,-0.0381760266407259,0.012761058363931,0.0969243063628098,0.216800139310136
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.217519139625257,-0.162659690586177,-0.359414219024698,-0.176150917645254,0.4042740285984,0.291145419045646
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",-0.0497114055767446,0.0691280611597677,-0.0066268282642144,-0.316790791066664,0.0811630962375878,0.429171311344786
"GOBP_LUTEINIZATION",0.186699670858379,0.456836772428855,-0.339908441445177,-0.297656156417781,-0.269664852660177,-0.0717609525176604
"GOBP_LUTEOLYSIS",-0.401587651954543,0.092374953873001,-0.207285789621435,-0.0382816014979332,0.251294009396105,0.138752972929339
"GOBP_OOCYTE_MATURATION",0.158703962716122,-0.32555985453002,-0.236573205203396,0.106365182492473,0.213428278628998,0.0964877565215818
"GOBP_REGULATION_OF_CELL_GROWTH",0.0298132988031886,0.0375294763406212,-0.0750598722315675,0.00320852180260572,-0.0537492687158242,-0.04121334185678
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.21893923999186,0.184780909431783,-0.315284797830385,-0.0117414418526533,0.270814877862868,0.341743361277694
"GOBP_RESPONSE_TO_PROTOZOAN",-0.115231183416139,0.0771638817278529,-0.0873803043098789,0.023271029814272,0.12683148859838,0.0409563128308652
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",-0.189272052373914,0.16594751935776,-0.0387511239881835,0.0247254872009184,0.116992746841901,0.00412331640595084
"GOBP_VASCULOGENESIS",0.178379488915338,0.0727457091082305,0.242633197563307,-0.103211415912214,-0.141592905575828,-0.278890335131758
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.200708582867408,0.332596630677619,0.0937227189219798,-0.212908389908792,-0.38583988120931,-0.142470416828147
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.185802661942795,0.373779751282554,0.144445836854976,-0.274356827569938,-0.423719630363916,-0.201042036979966
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.175825050989073,-0.0560330608931159,0.0110777554523288,0.128029192076309,-0.0310951250589744,0.0542218346394243
"GOBP_OSTEOBLAST_DIFFERENTIATION",-0.0474596456497629,0.12553797611583,0.0180033641627856,-0.0598745858181954,-0.0939040440317639,0.015160175113621
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",-0.0862444918673276,0.117649882603334,-0.152725996330332,-0.0235092653096595,0.00819361239075783,0.0412231562584137
"GOBP_METANEPHROS_DEVELOPMENT",-0.0125068940762825,0.138563642275404,-0.0295110280508895,-0.029027742107562,-0.0739186206552467,0.0582976731304802
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.0542699794713832,-0.165534953435529,0.0462327894021317,-0.0836942691933975,-0.0387980864387789,0.190673815250398
"GOBP_FEVER_GENERATION",0.0533623527939669,-0.0260977403164203,0.395560743536156,-0.0719918647168654,-0.0886792846798988,-0.0196317522253311
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.111523231183886,0.11708120811791,0.0833583316647572,-0.0894619971652469,-0.136828677512652,-0.137038999548228
"GOBP_ACROSOME_ASSEMBLY",0.0363081909809921,0.163670787372777,-0.00918247686057552,-0.2912034872998,-0.278793866288283,0.287139469425279
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.0486135275923556,0.0753223294066786,0.119206407276049,-0.176114102288691,-0.00194312607454697,-0.0486035876292663
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.122407459645661,0.0425620706389,0.120531797818296,-0.209385581362585,-0.0956415872542017,-0.10335236165481
"GOBP_TRNA_5_LEADER_REMOVAL",-0.527434400199357,0.314843650524524,0.17339397966293,0.0844819339041832,0.391904773543819,-0.234500730232626
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.326874286435531,0.553087738525389,0.575398423370553,-0.436841640472464,-0.619078109658273,-0.692904746423247
"GOBP_GASTRIC_ACID_SECRETION",-0.0695211445022658,-0.174592143255171,-0.0571439543507983,0.00540538523127027,0.151903247143268,0.193278893193409
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.0548687177252312,-0.0952628687132311,-0.139390217525257,0.0718470216612328,0.0684676672110973,0.0704593243423186
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",-0.213500693650872,0.0457752517648504,0.0521861185743484,0.0729118586988771,0.0409553324911464,-0.105305027603941
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.00372050691455694,-0.0599931869555629,-0.159640333507718,0.102031609034232,-0.080973190462609,0.0192322828765024
"GOBP_ENDODERM_FORMATION",-0.182680911103506,-0.102672620298049,-0.22701695167562,0.202576859395463,0.079031333861872,0.0964910640877323
"GOBP_CELL_FATE_SPECIFICATION",0.0179550579737918,0.0114061064236966,0.0283625645229729,-0.107696570264277,-0.108116631212785,0.0294163096086613
"GOBP_CELL_FATE_DETERMINATION",-0.0209337888280892,-0.0834836924008081,-0.215548210601775,-0.103279373677108,0.0909384203997863,0.22536304033403
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.242377835818492,-0.187093763492921,-0.180760488222795,-0.225135603941826,0.129335624914821,0.0187032698708448
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.0358178699937431,0.12765289699334,0.0819417097674698,-0.0945205483603854,-0.00433300763220326,-0.129782336447966
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.419700702403426,0.379859219035485,0.199812713964691,-0.196361659870429,-0.0757464911444058,-0.576448632280173
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.187652414241527,-0.367888391451705,0.32339416446934,0.0443830271501036,0.32739437133781,-0.291330948292667
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.170374938777906,-0.434617911798053,0.0362645851120638,0.339785375542346,0.422705973098742,-0.0758434875916566
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0260956513384829,0.229967494903353,0.0656116248399283,0.00452733845042949,-0.337038268107398,-0.200690878531666
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.0271192712052051,0.103957022307926,0.0676777263120036,-0.115803912796233,-0.237587570738596,0.0732579289232415
"GOBP_SOMITOGENESIS",-0.0809419323525342,-0.0693776641210478,-0.160290647062385,0.0258968602970865,0.0663031778320063,0.0433552597530498
"GOBP_SOMITE_SPECIFICATION",-0.0738861304476094,0.231223532130039,0.267122238773137,0.39118454745509,0.122852510062387,-0.523789103532478
"GOBP_ORGAN_INDUCTION",-0.0906812762825038,0.248632054152693,-0.0710397456431654,0.0409685175691766,-0.0879918700560679,-0.00435904681039992
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.0701190042691926,0.14040258083136,-0.0361756745601631,-0.0810084485227079,-0.100564247606057,-0.0267090478015557
"GOBP_NEURON_MIGRATION",0.143457467406592,0.179349208894748,0.139761258236917,-0.177779184814942,-0.141477262424647,-0.16132753268406
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.606475463647013,0.175918014829321,0.0387952253720635,-0.202317649356148,-0.204350700112084,-0.450709422492055
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.0242935253106948,0.310924028447031,-0.107962254816189,-0.310561466714353,0.160542505590544,-0.288782205948796
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.0180650128777143,0.413801939015906,-0.0238400628679936,-0.191754202677954,-0.313977496361387,-0.188776796536998
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",-0.192247777449652,0.230365782302916,0.184627934099892,-0.0735559578845673,-0.0311912264130306,-0.175718647935108
"GOBP_CELL_ACTIVATION",-0.0378836378923941,0.0420549992679408,-0.0201833481166973,0.0226780022918546,-0.0207501095434039,-0.013515770332986
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0187756431020263,0.0680933916144003,0.0223036144883024,-0.0574157257555638,-0.209358874817836,-0.00872038204593992
