"","22q001-A","22q001-B","22q001-C","22q001-214-KD-A","22q001-214-KD-B","22q001-214-KD-C"
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.464282936105419,-0.432658531267679,-0.63948480389018,0.346879577001853,0.416306774912413,0.590670135418196
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.312765809305713,-0.489425371814743,-0.503551133834645,0.403533732361114,0.240128033936695,0.582854692113478
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.354352991903079,-0.503441122318804,-0.461726852356734,0.581253899597158,0.174172219349778,0.669373327754155
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.127880376548608,0.18607462825788,-0.088542967689727,-0.249340917804883,-0.0166795161361661,-0.0112757784600026
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.0413297844240097,-0.206148665373784,-0.095833550667769,0.231319577711332,0.130280173361075,0.0360472455455099
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.594780241799257,-0.154225693610421,-0.368960234535031,0.426347281765054,0.40511051765769,0.304530494502383
"GOBP_TELOMERE_MAINTENANCE",-0.344059435716228,-0.32129325697247,-0.30716812327104,0.357923771490488,0.204568293150856,0.367438348572083
"GOBP_RECOMBINATIONAL_REPAIR",-0.269267770342688,-0.215448335702681,-0.232583681529929,0.269785700536232,0.215247919473736,0.261220174076551
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.18838355230124,-0.302759127265906,-0.0368513490402926,0.460655650267523,-0.203302826915727,0.296629725542508
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.31932565917833,-0.28374258042989,-0.541403437527435,0.252841101477282,0.506918514384583,0.441800814055745
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.167098274850649,-0.0894647436447042,-0.288370732716432,0.0631213905045311,0.362412339153819,0.040930215140369
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.632058231658878,-0.479466226702311,-0.649704395221178,0.239878662632145,-0.344772858670081,0.481892661415093
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.518646275569971,-0.50177988055053,-0.502494384030816,0.166012500448878,0.701972316584751,0.598909336829087
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.30642457063576,-0.231147923052961,-0.236170038164681,0.280864163429712,0.214064524755046,0.273970214260916
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.3473840724369,0.359718701775904,0.203498985801191,-0.0330193428421212,-0.435292277970317,-0.468098862359604
"GOBP_CELL_MORPHOGENESIS",0.131109892805731,0.191388773357408,0.128453741146634,-0.125344914173483,-0.143797218988118,-0.147986752100946
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.162325896946472,0.198570627490114,0.128904145123694,-0.137484756556596,-0.193481780251598,-0.120110849680856
"GOBP_CYTOKINESIS",-0.106709869189133,-0.0899842425876295,-0.0780160416656511,0.184090075278957,0.00322349940989933,0.084434905298213
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.409600576133536,-0.198567860401866,-0.123727422697504,0.245802732697673,0.284570482564932,0.227185367661231
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.476521298174194,-0.505893713062188,-0.679832620963442,0.500194570682191,0.577723805435184,0.611149105128382
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.255737320795724,-0.400734879737457,-0.233461711810874,0.275333151453733,0.406015892082573,0.259214261756151
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.47649713503353,-0.56131766194867,-0.661193437922501,0.53765104028813,0.606510639988755,0.497088315012849
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.316574826066319,-0.558269430848807,-0.289009024002696,0.36795201808794,0.334179885841454,0.371557591278073
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.392407637455888,-0.652603823335515,-0.169078651597064,0.361445915041092,0.475990061355961,0.499014834623597
"GOBP_RNA_5_END_PROCESSING",-0.576078773449998,-0.220707360076769,-0.270492266671015,0.386062091768589,0.364919770873267,0.423846282625515
"GOBP_RRNA_5_END_PROCESSING",-0.545656231531309,-0.362181276942523,-0.657375612552943,0.657536443689093,0.546676933520752,0.622828828600609
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.537276974246927,-0.62280386534469,-0.538960419499831,0.655457141066351,0.60571022871349,0.0287802916975534
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.144344949542202,0.140333499089815,0.0145321789098434,-0.0773038115209606,-0.0653365019534914,-0.168362367879991
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.465048199825226,-0.174856005682857,-0.356765128319606,0.558014793216383,0.329373247685538,0.35437273032955
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.459410609732914,0.015521469704751,-0.0853295696600982,0.256465659903189,0.110895114122113,0.217477275546767
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.144442584471886,0.28057864124876,0.205595367185464,-0.353934862097521,0.340826442909786,-0.469910802517346
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.00652838513969517,0.125423089574552,0.0597655742305384,-0.0759838284019401,-0.0548583617265818,-0.0878668468550674
"GOBP_CARTILAGE_CONDENSATION",0.178156546441529,0.288991929592594,0.121745340963597,0.0641731305232377,0.0794418345341627,-0.489994923867191
"GOBP_OSSIFICATION",-0.0314331109417068,0.0889121070310256,-0.00938761924068598,-0.0430598493086649,0.0211527854397753,-0.0149162007872378
"GOBP_NEUROTRANSMITTER_UPTAKE",0.277969928836539,0.233560340713257,0.154474423970761,-0.201773390775221,-0.338151378615533,-0.202263828642108
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.213361613113317,0.138744681860718,0.211522305280353,-0.170373673194726,-0.193286300240204,-0.207799580490833
"GOBP_ACTION_POTENTIAL",0.245883989365604,0.273398307695643,0.237411248895695,-0.186625759951802,-0.256307286886223,-0.335910484332787
"GOBP_RNA_METHYLATION",-0.286681533944158,-0.29858886704008,-0.438618391660875,0.32984914391191,0.218274617294738,0.424551849927633
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.344693740844928,-0.363048856873742,-0.254598468973042,0.321371944436963,0.274390892012976,0.111949480730816
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.0196586875111689,0.0464312657997461,0.123249763889271,0.0802188781858853,-0.219588992406998,-0.0108745704934837
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.0641950552332216,-0.250229306419373,-0.0473307142127816,0.241491724360961,-0.0561227941016156,0.0608517695799166
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.240200044193382,-0.0709333453625776,-0.549345379690972,0.114249084911582,0.451935024460922,0.599449607715645
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.11467261753809,0.266700472457217,-0.221994615560028,-0.379608932511633,-0.31697553259816,0.323640606009744
"GOBP_LUTEINIZATION",0.195250775344455,0.363451303551154,-0.346003007809672,0.0790863298278176,-0.108592553034108,-0.263072475528741
"GOBP_LUTEOLYSIS",-0.127841112237298,0.28120652424349,0.0400675572955168,-0.116993194181293,-0.0678137031601961,0.00673755430561901
"GOBP_OOCYTE_MATURATION",0.10703359107117,0.00336215781300506,-0.323879776553005,0.193498337246062,0.017965936757252,0.110106158135885
"GOBP_REGULATION_OF_CELL_GROWTH",0.0546176163132851,0.0431740373396208,-0.0291927871531186,-0.0566029855281932,-0.0500811704346049,0.0233297580505781
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.573840915676329,-0.105949846751465,-0.157093155127296,0.259601067737665,0.406111011961098,0.427803164752554
"GOBP_RESPONSE_TO_PROTOZOAN",-0.348213120982818,-0.329967775580012,-0.0920926599218343,0.237545837402934,0.347502313361928,0.0543946515312137
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",-0.0627751259290654,0.114070819038772,0.0719846197596579,-0.0235569016871907,0.0694987433254263,-0.121585082092026
"GOBP_VASCULOGENESIS",0.280485555840031,0.0558787083761744,0.257828411478256,-0.271740567068148,-0.181787850559565,-0.207707308499146
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.34421676841021,0.323860370239109,0.09967573468389,-0.0144793229293406,-0.319147475769721,-0.39594474463082
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.392661283171164,0.286389517391602,0.228824041961606,-0.103467019994368,-0.324754480437126,-0.431809252933801
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.113504777847744,0.0773248201744665,0.109934332368566,0.115035381143497,-0.0717703582963609,-0.172032494839749
"GOBP_OSTEOBLAST_DIFFERENTIATION",-0.0508352916200702,0.126995283207371,0.0226916167630605,-0.0492506966396795,-0.00512735546918236,0.00363319638422213
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",-0.0249714804697252,0.199496016050294,0.00461964806813109,-0.148794331834404,0.0458414932194451,0.0402953670248572
"GOBP_METANEPHROS_DEVELOPMENT",0.0587279591479833,0.275334617922324,0.0922633197413566,-0.0536918085875949,-0.247883921722882,-0.160858002069786
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.0735521279187552,-0.17772066658615,0.0876724823717901,0.159199515898447,0.00250939803546735,-0.0554699375112098
"GOBP_FEVER_GENERATION",-0.0876213604148301,-0.0224249950258044,0.356414341587859,-0.0601613460748692,0.120835826615945,-0.353456414665804
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.113048847898856,0.0970959561420427,0.0797123251881332,-0.034734238798906,-0.0907367008332865,-0.189907151163941
"GOBP_ACROSOME_ASSEMBLY",0.106709018869078,0.221104952857376,-0.0219467736915731,0.019364448246922,-0.00917970632254203,-0.134426652343878
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.0415420237397174,0.1400372855072,-0.0494813716697634,0.0140548705626799,-0.0544704326197107,-0.0338089266053074
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.159764286804607,0.028133849693417,0.158857935926035,0.0231174114528579,-0.10392237768282,-0.229647741235897
"GOBP_TRNA_5_LEADER_REMOVAL",-0.590883220299153,0.0170275494105204,-0.00050993755289569,0.345703376653673,0.203002475254941,0.231038423526583
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.418978952444958,0.373722694656229,0.4636060854391,-0.0278391493143735,-0.703376939458555,-0.211429291588983
"GOBP_GASTRIC_ACID_SECRETION",0.284077469174843,0.331128010921797,0.0277070429380722,-0.256225679219944,-0.146390255905469,-0.330336396371515
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.112211323585563,-0.104007950100802,-0.150519625608096,0.12192138336797,0.137457246757801,0.0969999058827271
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",-0.00671782377460778,0.17926431086291,0.21234849760384,-0.123362730157696,-0.169648676286447,0.100087756751865
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.0639609821726538,-0.138766179097355,-0.064262682155654,0.0167880605556682,0.0255627282304781,0.0599055062066596
"GOBP_ENDODERM_FORMATION",-0.123400267137442,-0.202542697719021,-0.160094426599982,0.146114550815781,0.1119911237736,0.237999366456751
"GOBP_CELL_FATE_SPECIFICATION",-0.0260128641694286,0.0595005454253847,0.0996838278751712,-0.198010180333724,-0.100540627985663,0.0679057226674435
"GOBP_CELL_FATE_DETERMINATION",0.166003622198448,0.0207103272682679,-0.0855806517440577,-0.141027926410781,0.0616743582687138,0.0307001168779101
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.222095477012943,-0.246765759863781,-0.00463213683334623,-0.018210239081896,-0.170777562671088,-0.0747337519870473
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",-0.272787499599203,-0.0557563218429961,-0.106772800109376,-0.200049774999258,-0.00311096057549559,0.438455053319747
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.14854388422378,0.204937267949268,0.104400738149381,-0.609875823162326,-0.124931667455069,0.285175426849117
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.145965410559481,-0.306741735502432,0.341996621782407,0.0253142177532907,0.00137516189926731,0.000389548140203033
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.382659039993997,-0.570875696885492,-0.33049162207277,0.373283675730321,0.350753794165041,0.567504454689801
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.117118448237491,0.261835936222523,0.149135962717987,-0.0728277478658348,-0.176055432654429,-0.271759601082056
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.0822929936128672,0.0306407744302164,0.156648379446651,-0.194518102001229,0.0431091358898108,-0.111234749216556
"GOBP_SOMITOGENESIS",0.0399611650322298,0.0932936158080695,0.0929753674554792,-0.228063601655524,-0.0446737013951235,0.0349316447496233
"GOBP_SOMITE_SPECIFICATION",0.424530520475307,0.49821745616614,0.577081673438007,-0.124787317720549,-0.780510064391518,-0.320305667159439
"GOBP_ORGAN_INDUCTION",0.0502404811180955,0.39842661560274,0.144097694058851,-0.425759157713213,-0.268243004487274,-0.237601905806742
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.0757122837431983,0.150626107834758,0.0481234486405637,-0.101124077730896,-0.0801833652121062,-0.115950999619159
"GOBP_NEURON_MIGRATION",0.131545682786184,0.203497569374138,0.165740086957385,-0.102985987102368,-0.156927870814127,-0.234388657486414
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.395281473175706,-0.141059101326638,0.0798562661552279,0.399077639916973,-0.639166793112405,-0.36709882586829
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",-0.0369340187069272,-0.327605890112445,-0.354514639749317,0.360236059495248,0.0198056660669761,0.193484422382223
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.185842777138353,0.27887029853367,-0.204833349304661,-0.120392599478856,-0.139822041702489,-0.270491944067662
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",-0.128575986108846,0.340131626516897,0.577579153730334,-0.29700029385421,-0.11421178492002,-0.0859617120905924
"GOBP_CELL_ACTIVATION",-0.0340191114480487,0.0314152172078106,-0.0134068835894566,0.0466228197200517,-0.0249640693592781,0.0112256282129114
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0245247801111028,0.0208470662431622,-0.0508269178196051,0.119296116560961,0.0582784177132886,-0.17219471555568
"GOBP_PLASMA_MEMBRANE_REPAIR",0.192944395558026,-0.147288407088125,-0.0596260759542073,0.371877954902284,-0.398735162604626,-0.0630958511751636
