"","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C"
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.150379905471936,-0.0522818070693445,-0.233321310895475,0.220473450154065,-0.0704808146390773,-0.0871610770919724
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.022278674347746,-0.213420302378799,-0.145943450472384,0.361605473701907,0.112576065126214,-0.0477076544574211
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.532559860973451,0.306894984873977,-0.608660968316299,-0.315454597396121,0.0691266229462381,-0.326588314519887
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.0252052335825779,-0.261785575265582,0.18261329862476,0.246566140232987,0.149911472591557,-0.317164316152654
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.104571583761382,-0.0808201981507802,-0.0354512567804193,0.0211397347448955,0.0778964127683954,0.0406691126215491
"GOBP_RRNA_MODIFICATION",-0.342334116421144,-0.407939162766302,-0.212815116118312,0.236993846537349,0.273824783709642,0.333931800354613
"GOBP_MAPK_CASCADE",0.0701799443068051,0.147265052368377,0.0664514853565413,-0.0981170871144662,-0.074538290207619,-0.133223695463235
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.410759740248539,-0.375000926688537,-0.317089559454058,0.285421749470356,0.375888820287517,0.4055193683404
"GOBP_PROTEIN_POLYUBIQUITINATION",0.0394414742907658,-0.0293180794755048,-0.135322441791883,-0.0554492309189342,-0.0576055450507768,0.0937647655465266
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",0.0623405713022542,0.340033084785215,-0.319716517958102,-0.00204013789804039,-0.328226233880243,-0.282062678262255
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.0415802230412504,0.0261093339462323,-0.0532036788829703,-0.019831914046914,-0.0295078561180584,0.00669819254895515
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.224732595464731,-0.394411396350085,-0.134090733685894,0.235996837853129,0.280943915903649,0.262960822666355
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.157128662169428,-0.355351264117353,-0.352737578044389,0.240750348130108,0.351037043544764,0.359022129343718
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.0884996568747317,0.0302665542435935,-0.301680993239427,0.358984238351564,-0.0167102491564691,0.230854525943132
"GOBP_MITOCHONDRIAL_FISSION",0.222722708954813,-0.129863341643323,0.0975042025108054,-0.159182566184146,-0.0535406244236888,0.089899591905441
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.648057754625112,0.00533245826321715,-0.0148898642272561,0.335777336367247,0.565478528116057,-0.0107618713784928
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.159752755490633,0.115999031967428,0.304641072438057,-0.184011484713272,-0.229617529219421,-0.126733998215839
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.117502283473169,-0.196034450571473,0.0759330718554259,0.164378620835519,0.00767484201531041,-0.214030238925777
"GOBP_MITOTIC_CELL_CYCLE",-0.0308597326371818,-0.0663958530473249,-0.0556740391780088,-0.0252873893386247,0.0306789611956687,0.00987689425513472
"GOBP_MITOTIC_CYTOKINESIS",0.0573970753075025,-0.011082373807926,0.0375946288417333,0.0547093822828475,-0.201549101568261,-0.0278375053908027
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.331032108918026,-0.256796936623066,-0.360569225889768,0.0204639322635335,0.290339522441714,0.44500457397646
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.353187780275909,-0.157729592454327,-0.393161155900302,-0.0678347192137486,0.359628595763279,0.392392535365128
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.367837814794195,-0.583074612265197,-0.543060047219157,0.509929427211473,0.470980822821268,0.467124672003546
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.025665219765926,-0.4212226872643,-0.410898765830588,0.164824700552052,0.190940837382552,0.447948966447686
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.454259809679343,-0.760451836212067,-0.53123979346043,0.576291775607046,0.499323021376024,0.464530423009051
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.168975104365677,-0.0108288503759989,0.0484862496804139,-0.112487173600931,-0.0997920376719551,-0.0845876205954061
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.0510532643014709,0.265106580558882,0.313580411222386,-0.374174653879959,-0.0827219616859996,-0.146996326196911
"GOBP_PROTEIN_DENEDDYLATION",0.266200298854735,-0.0694389429256236,-0.227599334850152,0.236847429057398,0.0179116361035642,-0.286569947219363
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",-0.082435229897081,-0.0247344025594566,-0.612167632138681,-0.217603652450725,0.669396872053261,0.403595469556698
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.126033204320921,-0.322379528070869,-0.315250879252866,0.223420803126374,0.221875025945254,0.317455725135006
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0620808498911624,-0.172287014067291,-0.0495094404429892,-0.0978003820778465,-0.0873371862006605,0.289434160046034
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0268749523959361,-0.0562774997687437,0.137769964972325,-0.165410311102471,-0.226865546242504,0.235058729744743
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.0386177129878288,-0.406112591923868,-0.288173787704939,0.251137623372823,0.105021623643927,0.301755991903592
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.593561657756096,-0.541434197571548,-0.395289301781854,0.483083031231933,0.532901214309219,0.515178864456801
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.00597083495002199,-0.459744441271528,0.421481553007796,0.270263205228148,-0.41986704601422,0.442188651803302
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.491782757395665,-0.493444629027317,-0.00359751428296429,0.177738340845175,-0.0696822267949257,-0.0149441639820116
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",0.25348959616499,0.0951615857567989,-0.0880243159981519,-0.180238499688967,0.0274145907852059,-0.128556308439066
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.26071280170675,-0.340800704523537,0.0137654205232585,0.0649703310890475,-0.0692984361221362,0.0856539341266829
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.0821273265241548,-0.0851302620462822,-0.049054410604056,0.0418389899812745,-0.0468806683599879,-0.0367520252097603
"GOBP_MITOPHAGY",0.0818421688287545,-0.125294122939811,0.135537083116549,0.193810160112803,-0.225269387080979,-0.0677722921488276
"GOBP_PEXOPHAGY",-0.230289094177688,-0.0964467219077501,0.229922733544178,-0.141394582166751,-0.246632349862216,0.0150704347346997
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.187467894782398,-0.455054641877397,-0.316558439436909,-0.0206050274908181,0.555848735091622,0.341285060188071
"GOBP_MATURATION_OF_5_8S_RRNA",-0.193681456664461,-0.501394378640213,-0.376729398221071,0.325889518727722,0.464851224503287,0.374461555312566
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.223971054940347,-0.440392764570196,-0.345753369372141,0.32389700843811,0.367316498790779,0.263165869797924
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.221202048566338,-0.624768845030652,-0.318219089251254,0.487803712646185,0.344475454792171,0.414649358150272
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.39841837630031,-0.545466966243718,-0.415611363550332,0.356818515002637,0.525051204384283,0.447639397224709
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.354184448070265,-0.470150305394154,-0.496611919713092,0.401808214757928,0.525891248799199,0.391717568399986
"GOBP_MATURATION_OF_LSU_RRNA",-0.17958806491021,-0.595412123615796,-0.36631330598123,0.445493396693009,0.424657402339744,0.357369434910175
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.269432944386633,-0.38355921490271,-0.485739796079235,0.317343464178391,0.505985209548544,0.419819712349196
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.624880728307682,-0.503339675813097,-0.573019417124723,0.404781241844159,0.616103805796048,0.585550067466149
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",0.11862063055964,-0.353275015500375,-0.288816340138939,0.340973442480682,0.22100573136743,0.142651614000976
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",0.13730640021793,-0.219700760395395,-0.202546930165254,0.254601679541129,0.143629455010919,-0.0380731970285694
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.101417414828296,0.165510425413221,0.0601843106469383,-0.236670734803521,0.0481186077634596,-0.0218910570496774
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.0447056351898035,-0.115514201150447,0.055110858245208,0.269252789847204,-0.174256202564328,0.0288262304632219
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.252535738798513,-0.474112756983225,-0.0812264241672285,0.255100549747643,0.353271640071534,0.192555432832596
"GOBP_TELOMERE_MAINTENANCE",-0.275521989521426,-0.281660368446752,-0.216356802256958,0.168016393154388,0.147600558624539,0.320313672986582
"GOBP_RECOMBINATIONAL_REPAIR",-0.343034453315136,-0.192969609969321,-0.232878115660464,0.235957054887633,0.179991196875246,0.230467597687116
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.211190197573961,0.069812615217945,0.0598179811840039,0.205981511373119,0.0648406710970804,-0.305665623809513
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.37612883001264,0.00740456117925875,-0.152234029716972,0.146839434924297,-0.00245132929885924,0.418921140601433
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.0397157899384482,-0.181382975035318,-0.346655816258987,0.345518189472985,0.0784428019113541,0.190256610483419
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0233197195380198,0.083903377057401,0.078625071067407,-0.327461542976801,0.376405687315953,-0.412072395408948
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.369677578144088,0.0641345551041067,-0.761301173188752,0.509666581430688,0.512312580764171,0.45490159655548
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.0947528042833576,-0.171360097197973,-0.141538822818607,0.107347598455902,0.153929760501173,0.10200032450388
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.612528716770546,-0.125253038308831,0.0660992657821575,0.442528534033509,-0.221761507966569,-0.649202113058829
"GOBP_CELL_MORPHOGENESIS",0.127104608116513,0.298144765591582,0.285290598834055,-0.219248725096215,-0.304147204848299,-0.265641518208626
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.128173846624501,0.339029542610906,0.287581894522265,-0.251853787735791,-0.313939715931581,-0.276664805664701
"GOBP_CYTOKINESIS",0.00208982889904347,-0.00115979881279449,0.0364928941865467,0.0187198033731164,-0.136302746948357,-0.0198831948432809
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.329839229384146,-0.294577648260088,-0.376510720119333,0.173702876423525,0.324914323614428,0.355851981261107
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.439275813967267,-0.685070436133326,-0.42152116836259,0.359059425902077,0.641101628493525,0.505187290925543
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.208584219770795,-0.156558756530317,-0.305855420316065,0.268329813946975,0.155048890719952,0.162559369085821
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.436805185215828,-0.71310499383815,-0.421503876605274,0.404930877466497,0.681331389062314,0.487508717233406
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.488972305846621,-0.223093565185965,-0.322593496130812,0.423209289301282,0.245450126989203,0.28619345083204
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.375517906223245,-0.529184382879125,-0.504965670157668,0.051022424247154,0.692542748924136,0.567481551357253
"GOBP_RNA_5_END_PROCESSING",-0.148822334027753,-0.194888702967715,-0.376753605123928,0.282429202847538,0.227950025654775,0.0846573958269143
"GOBP_RRNA_5_END_PROCESSING",-0.83584227700389,-0.343822900100413,-0.567314106297698,0.440415145423993,0.660319437984119,0.531798932634337
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.368099748580689,-0.457710880407193,-0.397110203298109,0.392775819578092,0.466128867604291,0.16872772922765
"GOBP_RESPONSE_TO_ACID_CHEMICAL",-0.0503885122479931,0.0106059037640394,0.181602300651109,0.0201958789383359,-0.160279843123523,-0.00720159367635889
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.364410471407256,-0.342710271528425,-0.019163257323367,0.527484947907058,0.342205778629741,0.0622737904054181
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.285210406688692,0.193682637799272,-0.288438712301743,-0.0457683908849341,0.0245765947481908,0.342315113657017
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.0658706273299838,0.197947822497044,0.26003702351945,-0.100715598229804,-0.253247309413989,-0.286268043108846
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.0905051445989331,0.0585308018500784,0.112211978348244,-0.132148320216425,-0.0709702426704852,-0.0885147828293562
"GOBP_CARTILAGE_CONDENSATION",0.0635877356114229,0.347645812532456,0.418655474016604,-0.200077145890402,-0.208430645900588,-0.397795452042037
"GOBP_OSSIFICATION",0.104938700696658,0.0795739639706446,0.0326758865979674,-0.118017641466071,-0.0482104540261006,-0.148785198141285
"GOBP_NEUROTRANSMITTER_UPTAKE",0.115967764653418,0.3372041887193,0.253660850449528,-0.265653773384474,-0.212911039732383,-0.286969096985363
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.186881822660813,0.30933399865392,0.302503516169533,-0.263684268730856,-0.284719229598771,-0.289196433832272
"GOBP_ACTION_POTENTIAL",0.207806141919229,0.405360922385164,0.343988156228658,-0.308814910949385,-0.363911599388964,-0.394534263851097
"GOBP_RNA_METHYLATION",-0.234669289802214,-0.343898955647064,-0.29504963867573,0.245528661965256,0.211800046188061,0.25764400817416
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.207809911328175,-0.197732114937604,-0.0961984368589145,0.0993905186367455,0.20426158976452,0.15413282347102
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.218089038578582,-0.192287037386604,-0.187388936585196,0.195105770148665,0.166751380563121,0.153281168291697
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.129087708172264,-0.251000586295581,-0.227695601796424,0.0505388913645553,0.240465894683326,-0.0659918490804787
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.551517474726618,-0.325999071618257,-0.127414822268709,0.293958497508158,0.249895857287458,0.311099102733128
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",-0.0300616308450282,-0.200207174508267,-0.0651535133450314,0.0513134262353232,-0.0787267823728536,0.182620431162072
"GOBP_LUTEINIZATION",0.0497788849493655,0.659802153294697,0.301808367138065,-0.445813452191931,-0.315540826638829,-0.306814663148501
"GOBP_LUTEOLYSIS",-0.155209901417569,0.170356291029405,0.408494622235271,-0.149681404189962,-0.42194714866212,0.0929193842481852
"GOBP_OOCYTE_MATURATION",-0.175193403471094,-0.154306533192888,-0.254606195105365,0.256687871066742,0.217920944816561,-0.0779957159060589
"GOBP_REGULATION_OF_CELL_GROWTH",-0.00366247049732962,0.0599756532449375,0.133421169427173,-0.0286664590430086,-0.0545622421564667,-0.133962223658239
"GOBP_FATTY_ACID_ALPHA_OXIDATION",0.208636360292729,0.0803692307692069,0.107190431572753,-0.42327879062261,-0.0541822664194551,0.0659542012714532
"GOBP_RESPONSE_TO_PROTOZOAN",0.205604805551393,-0.0565090735753777,0.0142972551657293,0.261806998750233,-0.135425972488771,-0.0486293276109847
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.189526724645558,0.186433220952655,-0.0326381534430102,-0.231372390618552,-0.154554943931938,-0.11670544290771
"GOBP_VASCULOGENESIS",0.315357436684351,0.307112381198567,0.277151313433712,-0.280979478305785,-0.383045579301213,-0.248287798084623
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.233192830587026,0.267120844915497,0.442946056537725,-0.298144159372457,-0.334813110849365,-0.41722355480215
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.390347136340319,0.35589869204058,0.517263471061387,-0.450721943152351,-0.349272362897186,-0.419184356809498
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.22290016059703,0.0728025474253512,-0.167607669688255,0.0191251344928031,0.0570809774723378,0.0472616262398819
"GOBP_OSTEOBLAST_DIFFERENTIATION",0.144205996002722,0.00977653119716165,0.115243779758022,-0.10856692826512,-0.157200602287746,-0.120576135040038
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.205482961500166,-0.0247090688022032,0.159569886207658,-0.110247638416194,-0.258921902476986,0.04188057475726
"GOBP_METANEPHROS_DEVELOPMENT",0.189251217222678,0.0895218321427734,0.302645379957614,-0.274119800649475,0.00561273583711071,-0.236524222522762
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.114075227188573,-0.0713642735618137,-0.0535967074337226,0.105576782158773,0.138686818188524,-0.0256367453711022
"GOBP_FEVER_GENERATION",0.0164721877168712,0.272560210835612,0.295027567565829,-0.206431139328279,-0.00799310259372221,-0.198036739198391
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.132115944469861,0.238729792319244,0.193995508387885,-0.202445064111363,-0.199781668576424,-0.226274569883392
"GOBP_ACROSOME_ASSEMBLY",-0.149909001487267,0.0383060555988115,-0.23481439637315,0.25871781572899,-0.190921023907358,0.266570941709106
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.118509956504365,0.102774118947437,-0.0549641369570045,0.145653895295821,-0.113702177751661,-0.239581694007306
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.102894235995767,0.100239660033407,0.28368795516581,-0.189648843985738,-0.133628235032142,-0.153333083066808
"GOBP_TRNA_5_LEADER_REMOVAL",0.108697286692126,-0.185276375723398,-0.395043897640857,0.393659959841886,-0.058762434796548,-0.0936009179874147
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.194928038918226,-0.116031357696529,0.531601772466643,-0.206439508173414,0.259854246623146,-0.653950283041911
"GOBP_GASTRIC_ACID_SECRETION",0.0690383751112456,-0.161163931925226,0.069041785602971,0.376803358123091,-0.203433500200999,-0.167718683214128
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.0792238676168757,-0.053578991777648,-0.0618604544452065,0.021683530914834,0.0416659925391605,0.053571542348539
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.057748919978581,0.390048171354924,0.0178752483028606,-0.273060666717628,-0.138137970481351,-0.249595777165774
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-0.012578834350288,0.0327772640741828,0.0465460906064815,-0.0552973652814537,0.101296840151341,-0.190358808224722
"GOBP_ENDODERM_FORMATION",0.0216172407176952,-0.029712162182441,0.113549178361941,0.0104426719574471,0.17163156464413,-0.286329505374892
"GOBP_CELL_FATE_SPECIFICATION",0.105955740058014,-0.0322036567529037,0.165200564343504,-0.0438190182347062,-0.190837125572456,-0.0550374127581737
"GOBP_CELL_FATE_DETERMINATION",0.286923191663719,0.0142475842481342,0.171699578055114,-0.0177473632195527,-0.21926290515597,-0.219431453229085
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.00664833586406849,-0.214188966478069,0.0227748487909533,0.269374176191758,-0.125674482176624,-0.016707119078841
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.29346330996264,-0.164102443401463,0.252379090330494,0.0262070584876203,-0.0417634790679386,-0.185688569063829
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.522657878869242,0.00490628637465973,0.291585019868466,-0.105992945787166,0.162507590296331,-0.415394960243277
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",0.00818465999170748,-0.170404769868252,-0.240567512835446,0.037479368873489,-0.0820292659364782,0.0214278595572339
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",0.0824856504794062,-0.495936126797812,-0.262851508078787,0.415288927378091,0.0784760704836473,0.0784980190878921
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",-0.0275289522150805,0.152692543755003,0.2536643737448,-0.102262809356845,-0.18619354383656,-0.156136977976304
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.25189987471844,0.172352111957012,0.228205944866525,0.0497267991679138,-0.0544537219295027,-0.170855944270095
"GOBP_SOMITOGENESIS",-0.10091691498263,-0.00534972847984722,0.137425866403631,-0.172277558760044,-0.028859451957083,0.0651857203511193
"GOBP_SOMITE_SPECIFICATION",-0.562258042488324,0.452653934445269,-0.21796852472438,0.617595114311488,-0.28506297734798,-0.0712652654837755
"GOBP_ORGAN_INDUCTION",0.144382268686754,0.333433390772934,0.39512057035179,-0.269986148084179,-0.300703615662164,-0.296952168401404
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.102409687641218,0.172453432111366,0.220004031992685,-0.236209550287788,-0.172943461417546,-0.137706277877106
"GOBP_NEURON_MIGRATION",0.129415205098695,0.313753960537621,0.28636719606401,-0.198707116019617,-0.315389785392197,-0.279649689092206
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.206631840277454,0.569482625652244,0.439707243797472,-0.547178105209334,0.0945248163985224,-0.587865574916754
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",-0.263793171205538,0.0128403986291238,0.408354337450991,0.167392664014683,-0.0186461108958332,-0.351551179882023
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.387415291229008,0.354482379798376,0.176470426246086,-0.294924291562346,-0.243530264906758,-0.269112582747961
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.26505587208444,0.168989416650351,-0.260609139527482,0.03745120689264,-0.152184071020161,0.0977480909778093
"GOBP_CELL_ACTIVATION",-0.0367614144423142,0.0128279026437312,0.0135262349166645,0.00704408825402249,0.0252374822365886,-0.0303930480399228
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0286288433954569,-0.0737523288825252,-0.156069164636283,0.123006082134672,0.065586083049731,0.00552570176801051
"GOBP_PLASMA_MEMBRANE_REPAIR",0.18913752802789,0.0676572123054711,0.266126698942608,0.0776548663112052,-0.248085912106329,-0.198543666925767
