"","22q001-A","22q001-B","22q001-C","22q001-185-OE-A","22q001-185-OE-B","22q001-185-OE-C"
"GOBP_MITOTIC_CELL_CYCLE",-0.0178729486742754,-0.0400710244694713,-0.0235716635623882,0.0831925613664776,-0.018722906671074,-0.056527675019063
"GOBP_MITOTIC_CYTOKINESIS",0.0820777853463144,0.160539608932727,0.0104539167385605,0.0516186294124308,-0.267001798346146,-0.0507374733515783
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.225103996974729,-0.151120512375213,-0.0248459982652659,0.412042510507405,0.0625952619052643,-0.0551326755659419
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.206494337291483,-0.0185142647820039,0.0242630766581147,0.26080149094486,0.0894514077758084,-0.0529915143421926
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",0.367723901682788,-0.273718076585128,0.148931844642277,-0.229738817961782,-0.0471701016497164,0.220706413649408
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.354392419463332,-0.299814465625649,-0.215241007779094,0.552988596013604,0.338617479752057,-0.193010312678657
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.368284028665771,-0.316885999972156,-0.431955114240367,0.301346614140941,0.430705509684614,0.254432295609675
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.0147284494818776,0.0114652756603348,-0.0106347421871437,-0.0936377606957224,0.0230037762137811,0.0667646218100261
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.0476921529834565,0.00327256538312259,0.182740496908195,-0.0601941709622545,0.0811956537759113,-0.078789434285911
"GOBP_PROTEIN_DENEDDYLATION",-0.178310718979826,-0.153634858334408,-0.202167275891044,0.367071599003553,-0.213253916398668,0.234418908951103
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",-0.525601639711559,0.398850434592845,-0.238041765075573,0.35729855467592,0.317148482949915,-0.0751440933998515
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.137687733673372,-0.204174231709082,-0.119197895864717,0.252031210916207,0.0719969435436918,0.100509537482851
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0454673308957109,0.00412862447106777,-0.0139983063785593,0.264345237148998,-0.0251661856228904,-0.0739799829415871
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0692961307379221,0.0295403451580331,-0.0325094084937436,0.27995010738518,-0.0959122101920653,-0.0562191305450273
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.00498778920434384,-0.328912262590543,-0.182761535953066,0.145007658638385,0.0595360069563736,0.276141379492462
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.193889556050313,-0.40763624003177,-0.0994274238177061,0.0151927787625055,0.158152858900951,0.375215374554488
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.565565699963936,-0.311693567932679,-0.73110351220934,0.549212021259987,0.649512648677191,0.335789865315788
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.239038579099617,-0.519939509567496,-0.136599658266811,0.350874779292268,0.210049151619643,0.141933420975629
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",0.00845836331880007,-0.0685918850028235,0.0660685253467438,0.018901806142775,-0.208001403092994,0.056043755139682
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.288856492640849,-0.266045867963674,-0.0109710061981588,0.124205972616573,-0.143034622678761,0.415252342590312
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.0503301999975613,0.0960733669566611,-0.138027426192583,-0.165405083285346,-0.0216704169658723,0.223399164832231
"GOBP_MITOPHAGY",-0.126167650952896,0.111438312577187,0.0522110830892369,-0.0945811562775216,-0.143083027189088,0.138135202926941
"GOBP_PEXOPHAGY",-0.328428927623546,0.563957474394117,0.192136926571142,0.0140039270033165,-0.203448840472085,-0.44363034172063
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.351387731851637,-0.236840778003893,-0.452942729816933,0.546547046189833,-0.025270007199336,0.366978553500295
"GOBP_MATURATION_OF_5_8S_RRNA",-0.237449520295268,-0.426424971122375,-0.236197353693365,0.512998986450709,0.223371316025138,0.25145099171221
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.405381463793075,-0.359494187796242,-0.492454061590357,0.374792894416901,0.356389568260165,0.483910053058509
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.319481541455713,-0.435313227312173,-0.478277651016835,0.402125142418936,0.434580313763853,0.411828536773945
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.296927296491287,-0.355724298654144,-0.335986009132094,0.547478467959375,0.241668736119146,0.30225043171176
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.271226631087813,-0.285102315755095,-0.214631024506616,0.413069761518037,0.00778923810225199,0.335332549404051
"GOBP_MATURATION_OF_LSU_RRNA",-0.369162606467009,-0.496014562396127,-0.269249695449225,0.403207717119643,0.387203894879092,0.304722106299343
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.247583579193003,-0.132674387333963,-0.363047579943489,0.22731470440978,-0.018550522108666,0.387000958638722
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.0167261184320202,-0.0381178760020643,-0.309765650874155,0.202175099207555,-0.478202901575358,0.325694429141733
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.132007089827159,-0.206180344021623,-0.487193821811217,0.079652214392944,0.30830168586509,0.474980741567886
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.185063242423624,-0.335931565582314,-0.460922244354046,-0.0390037467600752,0.361813189884893,0.454834897641847
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.0967404052431932,0.251006655171675,-0.11822856881979,0.0708691251789233,-0.237520919566871,-0.082342972139729
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.0923496851461833,0.0385722014228784,0.036463993653164,0.0920320779290346,0.0242783869089655,-0.0390303885917821
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.406702302505836,-0.216727026352014,-0.0585694115311678,0.281473173652394,0.166540753650023,-0.150364823370165
"GOBP_TELOMERE_MAINTENANCE",-0.0236744669761675,-0.0635719881594338,-0.0242090894962081,0.0878162309351206,0.10264640054098,-0.0981239273887513
"GOBP_RECOMBINATIONAL_REPAIR",-0.095458653735219,-0.0551440737621732,-0.0639934606275909,0.110863636503501,0.0801301768329994,0.023903382468634
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.080636545855999,-0.496690142052876,0.102514762747878,-0.289836802001039,0.308534545044242,0.411484013188364
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.198315430436335,-0.115186431561983,-0.374250020353957,0.41772407888766,0.161500541268785,0.0735337440188503
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.0681203010377627,-0.183685459831707,-0.162047685321683,-0.00524014131342992,0.345024122020963,0.0999772488444834
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.761324730441767,-0.247618262742141,-0.449511192511451,0.112106703396431,0.034286737388611,-0.345119196105839
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.0558936722455495,0.109302759863691,-0.0379214728694207,0.451291368450132,-0.309929168362653,-0.521636720592847
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.0892113196671621,0.0019207328476338,-0.0560526350369838,0.114461955238693,-0.0150920275516711,-0.0865687404237175
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",-0.148362826275145,0.148670906083052,0.214917845874264,-0.174175658207762,-0.285386879842886,0.377978222209004
"GOBP_CELL_MORPHOGENESIS",0.17098481713668,0.232128126727421,0.148747953338407,-0.145699754618909,-0.188852171026499,-0.199063665223172
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.212738882937224,0.264523221726679,0.167670478855913,-0.185221397263379,-0.230932674141205,-0.204836532944935
"GOBP_CYTOKINESIS",0.100630862862044,0.140705123993908,0.131385603429205,0.0114800449934793,-0.203804132421626,-0.135878547880615
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.239484859166637,-0.0902546844142611,0.0254045070712094,0.296021882893404,0.0862834269227832,-0.0553569624498002
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.260175027226717,-0.344259938716182,-0.53673631195953,0.246847175035362,0.565862388028023,0.317173437912912
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.267199712745088,-0.378977787169825,-0.325598586152505,0.261436074777906,0.440069220378003,0.284906343324514
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.099791480740398,-0.338517986923987,-0.48137762931608,0.104630751161387,0.552549752335694,0.302907627754889
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.131438554430759,-0.462027501775836,-0.247113529849332,0.0474498390303835,0.444678928024681,0.30547997142192
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.281230171238319,-0.443916466078625,-0.0644339858978085,0.22877527532618,0.638462393012796,0.0671516407736715
"GOBP_RNA_5_END_PROCESSING",-0.525321902287831,-0.24507730628077,-0.366221164445727,0.420458815315033,0.319530035523464,0.362315381145566
"GOBP_RRNA_5_END_PROCESSING",-0.238913578585988,-0.0871978808773813,-0.354120240832165,0.290855866570324,-0.274712314075291,0.412379215209933
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",0.0564039821895937,-0.417421477783773,-0.0634208586209386,0.145798103714627,0.222539237776742,-0.106440579605542
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0144190517199434,0.0104688144788226,-0.0327125649917489,0.0549358799036287,-0.102139194836484,0.0387073902604006
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.304396339787787,-0.305600249392323,-0.163525672590601,-0.220656224836966,0.0267544821522753,0.762354812230999
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.537432409756974,0.216251190917995,-0.169478476193304,0.164773856574116,0.247134069029085,-0.102854015037689
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",-0.0401977829160778,0.315373929127813,-0.29758637307013,-0.150406297738169,-0.0476780003448593,-0.0847321068887214
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.0689308115380965,0.144707919178046,0.0778982279799025,-0.109495179297322,-0.111505510525117,-0.106337124391052
"GOBP_CARTILAGE_CONDENSATION",0.214329961740905,0.533545694940374,0.179782991045642,-0.366876043499654,-0.245400507227979,-0.284324539917784
"GOBP_OSSIFICATION",-0.0536093969402235,0.068189559069465,-0.0512916566436312,0.0678191472829691,0.0067048962555499,-0.0440395097492537
"GOBP_NEUROTRANSMITTER_UPTAKE",0.197008928997857,0.071820758027362,0.0164512302478441,-0.21207757122062,0.0923740491926159,-0.26584907773962
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.222221856101551,0.17210088892378,0.202260632596285,-0.25753307079061,-0.0832626321559444,-0.232099408496973
"GOBP_ACTION_POTENTIAL",0.332893169175505,0.266996652246231,0.230843883919854,-0.267454164037322,-0.328981826402778,-0.284575466253855
"GOBP_RNA_METHYLATION",-0.0996019471601726,-0.0931965419201282,-0.308627122859709,0.213306423335283,0.195780832911082,0.0906608944479114
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.479683274583516,-0.484188073887029,-0.173250165611709,0.347213780868645,0.377109100481375,0.44571722632156
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.0254222059431409,-0.00709301078693761,0.0999916588105567,-0.0613730348307729,-0.0647849019752288,-0.00292859694988964
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.234745194247368,-0.0683459758508159,-0.0991283568095129,0.0568179433233662,0.276911856060705,-0.00608826592977205
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.0872544640945755,-0.175708884073359,-0.254620863428438,0.24915671309742,0.162031546437925,-0.0706172926814225
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",-0.124995404289092,0.36658839725489,-0.18774379831456,-0.15674246834843,0.290980963989875,0.196075041664285
"GOBP_LUTEINIZATION",0.393439177269123,0.470547634873376,0.0445895511820954,-0.229129341895504,-0.156381174197676,-0.402498332852377
"GOBP_LUTEOLYSIS",-0.165775098813144,0.10775705429692,0.00113248430354776,0.217831327284123,0.0177859775340683,-0.150101607913319
"GOBP_OOCYTE_MATURATION",0.207779795983977,-0.174749686369908,-0.339741517177686,-0.0192844520037644,0.263540312471731,0.157520964705512
"GOBP_REGULATION_OF_CELL_GROWTH",0.109993887653045,0.0734640954123051,-0.0338740517811554,0.0150368528053431,-0.124667072012072,-0.0312752865339997
"GOBP_FATTY_ACID_ALPHA_OXIDATION",0.207358613940378,0.343250147080218,0.2158298712574,-0.246628363229765,-0.102858231052499,-0.182687008597447
"GOBP_RESPONSE_TO_PROTOZOAN",0.116424502204924,0.028823217379899,0.0355593391453026,0.348642823113734,-0.2225959256761,-0.327550176425278
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",-0.0989438655139913,0.143086684303366,0.192493232275251,0.141294635011927,0.0417032452624391,-0.343509937538005
"GOBP_VASCULOGENESIS",0.197477100168114,-0.0457654813747324,0.107621410574351,0.0715440009604056,-0.279549610429998,-0.044173612553155
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.131435816176714,0.117883157738692,-0.104943975463977,-0.207701852120698,0.048108806197818,0.02329256017811
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.199753024025046,0.160551286435603,-0.0764010778680531,-0.350586341257492,-0.0846887388210257,0.0451350020149145
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.0632490779930299,0.0789215407975516,0.0912146310044545,-0.137610870149396,-0.00575480720672991,-0.0163718560009775
"GOBP_OSTEOBLAST_DIFFERENTIATION",-0.0893068469050654,0.100147152870733,-0.0353989309019152,0.0545819550596227,0.0317967842711533,-0.067440035886584
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.223478527681525,0.37101055875024,-0.00418917960953957,-0.124043635130298,-0.146243966327183,-0.373132352125617
"GOBP_METANEPHROS_DEVELOPMENT",0.156365308701407,0.255299874957988,0.132847255298832,-0.154569461306253,-0.0165034635558986,-0.336952022193439
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.0149803230874856,-0.132724440721707,0.121811717526304,-0.00842568033329265,0.00151718763929792,-0.0277698494577255
"GOBP_FEVER_GENERATION",0.276556776638084,0.199280779389832,0.673503786750516,-0.508333750904098,-0.457825324626545,-0.175618817420858
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.113604844919455,0.0943279348286531,0.0741109037497026,-0.121011468056198,-0.126581370521035,-0.0675387459360356
"GOBP_ACROSOME_ASSEMBLY",0.0395303542801898,0.012963638358515,-0.211608374990017,-0.0196916981388519,-0.102231056953915,0.0118093651847392
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.015721385408646,0.0778834908835759,0.114019543457958,-0.0954785028401611,-0.0957975273086201,-0.058383777763489
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.205916908624969,0.0675351940461669,0.139578504432583,-0.234257417708791,-0.144654327901432,-0.0997776920686134
"GOBP_TRNA_5_LEADER_REMOVAL",-0.633158135293901,-0.288347163934674,-0.437690669449851,0.5262678945955,0.35852664491615,0.431126675151603
"GOBP_HISTAMINE_METABOLIC_PROCESS",-0.393706480817634,-0.319248924816154,-0.298506768746973,0.159639991097335,0.743607046431153,0.31391180855021
"GOBP_GASTRIC_ACID_SECRETION",0.229217297909852,0.20499854354965,0.0568842298592203,-0.0013465330380435,-0.253678653037493,-0.171124119322397
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.000112537261361567,-0.0309068149179927,-0.0748333314467935,0.0167102048149559,-0.0153535247662037,0.0970166330344784
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.0923332044551583,0.217929206278859,0.319921314173985,-0.450668745512638,-0.316312982212574,0.0295695338544052
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.16509072550911,0.0560475424899238,0.0300739688883519,0.0396657265645491,-0.07234621159075,-0.192843995170317
"GOBP_ENDODERM_FORMATION",0.0396554581897357,0.133182985085052,0.0611269243995354,-0.0568648382824964,-0.076004408741434,-0.106886322108409
"GOBP_CELL_FATE_SPECIFICATION",0.278046357373346,0.276915189657434,0.296912311353933,-0.325467447731226,-0.363433951599489,-0.236587663014138
"GOBP_CELL_FATE_DETERMINATION",0.181764153140782,0.0979227526331492,-0.10849281455433,0.00484103240262262,-0.0472281856711018,-0.174097657117576
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.233343540488906,-0.243984517742415,-0.145033459718556,0.471629809841134,-0.18424436431918,-0.16802000974103
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.0738941254512754,0.252020389652295,0.242084508295091,0.0118851426606542,-0.316195824175341,-0.20051949182603
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",-0.247502536817336,0.0943001899328178,0.23446558644609,0.255938370729631,-0.0524124966431058,-0.0884686371760215
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.508252626393477,-0.681245837799926,-0.0650770402455313,0.614861235452127,0.352534445253725,0.26472757362764
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.150899387054809,-0.450518511092224,-0.0408818969162572,0.245546177782648,0.24262005406952,0.296550899270066
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.127397033444211,0.212385299785024,0.0699401119165863,-0.206254963784409,-0.0964268329834245,-0.0541355187399623
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.00191963555252148,0.225684827840478,0.13955672970703,0.00471032190487672,-0.319591411626576,0.00224831370454501
"GOBP_SOMITOGENESIS",-0.0873237243727075,0.0711534445954774,-0.0237685619352496,0.144867383938552,-0.0135185635337818,-0.0265988764562823
"GOBP_SOMITE_SPECIFICATION",0.608409822873197,0.632907297290081,0.654121543005486,-0.78336167546723,-0.397520809093109,-0.407320998159334
"GOBP_ORGAN_INDUCTION",-0.0416136222634187,0.265789653656579,0.0775741257712085,-0.0988996137705338,0.0239868956037248,-0.265119030370861
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.135164512850538,0.198382918239678,0.0862227084934745,-0.109915471996349,-0.200575720519172,-0.181738938553219
"GOBP_NEURON_MIGRATION",0.273507702317045,0.304446174332615,0.256653621900491,-0.273139013064181,-0.252577672411411,-0.292970917902365
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.547533077459934,-0.175830931210692,-0.0971417623853762,-0.0742264450493609,-0.420655310447705,0.145658012533608
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.330238099538156,0.485707358242392,0.234453243176062,-0.518800534181658,-0.280710770391656,-0.468998761286195
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",-0.0205196595640088,0.473419411325689,-0.0903881452299338,-0.481701110905906,0.0175793690738341,-0.135015247475355
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.0622653086325464,0.411540740608405,0.502205346458177,-0.0905547711917599,-0.337378154088089,-0.479092189447544
"GOBP_CELL_ACTIVATION",0.0108286407444654,0.0850307223354375,0.0246140259297033,-0.0400812424008576,-0.0410444397124209,-0.0453596227983534
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0228820207088505,0.071151247541734,-0.0725611218244057,0.0550012526462981,0.0403839920373653,-0.0901998323459295
