"","22q002-A","22q002-B","22q002-C","22q002-185-OE-A","22q002-185-OE-B","22q002-185-OE-C"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.146423387849883,-0.196873302945191,-0.200511016555042,0.192976371799794,0.0185874087213212,0.127459142250706
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.0098579640003009,-0.675242996834242,-0.207210719195883,0.358777673501962,0.0567863531411139,0.515751254852846
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.115231196846028,-0.0578152692036066,0.00720774927836315,-0.0267529111137886,-0.0439256896374443,0.0336559642436352
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.136226853071729,0.138690542687765,0.141811265788662,-0.243895234224706,-0.187427362002995,0.194458224583361
"GOBP_PROTEIN_DENEDDYLATION",0.127627815254621,-0.217939253970128,-0.237241443200533,-0.0522318788361525,0.136444756681859,0.189522072298083
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.122937025666714,-0.371314031180322,-0.728240534520712,0.768596881959901,0.284161947595342,-0.0501559020044394
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.155811904244826,-0.129166291111579,-0.103243938314035,0.0158382311630777,-0.0764527620744705,0.108348684136235
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0985304208109481,-0.134275107901348,0.039964605738018,0.108016881392305,-0.228154207195731,-0.0073163914525417
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0587497335039174,-0.100210814991567,0.126119588148402,0.152686625633912,-0.253992391093665,-0.0151494173164419
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.0942213356384286,-0.319343118082705,-0.102962814346114,0.213531127501795,-0.136600378811487,0.158910155851803
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.445676484619098,-0.186714223927179,-0.00147019513502725,0.00708366746867012,0.150099554515946,0.441407176207712
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.160333152210077,-0.595514721151725,0.308224961322535,0.140342155459207,0.375444301693201,-0.190646521934923
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.138161383504673,-0.46949673274691,-0.305690450038846,0.254919106322814,-0.0239003714092372,0.417392820645689
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",0.102108778345825,0.0381247118513871,0.00972241006027802,0.332425065849785,-0.434274008592184,-0.137066136833686
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.137488020347902,-0.439376448809712,-0.117072778354691,0.286646545194948,0.080703388711916,0.207124727094688
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.0426099158748837,-0.0534463847803998,-0.00881195931052972,-0.0258029553608517,0.0765375965353459,0.0255529943536478
"GOBP_MITOPHAGY",0.0646588972941646,-0.168103259862519,0.202676152389973,-0.147537662422277,-0.000207346431835648,0.0454651039125164
"GOBP_PEXOPHAGY",-0.237976204271963,0.00671434444616359,0.210015047997886,0.14773063997343,0.245400272326277,-0.534954293153187
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.195986575768624,-0.453728217244917,-0.220400254639904,0.0429570972331392,0.439417210648014,0.352297832874028
"GOBP_MATURATION_OF_5_8S_RRNA",-0.0292092666344277,-0.370364710284353,-0.223921212992912,0.33421790928621,0.202865727717016,0.245208631182964
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.290155968184091,-0.384930078145095,-0.324552456350461,0.129618333854011,0.393860035624753,0.510042523023351
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.242205237475761,-0.598801882707475,-0.395177028575995,0.594778566015293,0.425576582308794,0.512685003662198
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.264554872518714,-0.372930081767707,-0.18994610859056,0.316398587610252,0.37641737259179,0.304026295890512
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.105399344626988,-0.225513869141149,-0.28517347743368,0.217414699580029,0.317023582388384,0.291414809944783
"GOBP_MATURATION_OF_LSU_RRNA",-0.148775253596431,-0.569274409065612,-0.454695214315937,0.519912942795576,0.433245989664591,0.381054493440829
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.198567931567425,-0.175812549974318,-0.422797535859583,0.216215392531989,0.40205198400182,0.331685480383141
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.235749484868038,-0.145184320626557,-0.36885514452559,0.0191940686486048,0.32595443511247,0.195773159322969
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",0.0660435674236522,-0.515994744657611,-0.330028066147308,0.196120736964807,0.247149036998304,0.516231710985086
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",0.0702726056799217,-0.503745804850109,-0.293155181357739,0.0855354233458497,0.140260356559755,0.567583283063471
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.103765851832169,0.137251573914992,0.0367477883024717,0.0233466280210198,-0.0375313906887939,-0.346339121258763
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.0402665452567101,-0.194093025467397,0.135966801726871,-0.0211412568666036,-0.139025645327542,0.187437190975258
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.0498933698257916,-0.379084083255609,-0.13252732357077,0.191514517157681,0.141620481808394,0.000888091418070586
"GOBP_TELOMERE_MAINTENANCE",0.0273227344539846,-0.143553490277457,-0.0321195773340626,0.142932939223599,-0.0402775359068767,0.0538642667800902
"GOBP_RECOMBINATIONAL_REPAIR",-0.0541705624380262,-0.0453369807265351,0.0674752952015878,0.150885992318408,-0.0488740070019573,-0.0524724819218465
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",0.0352727958140272,0.026208574815061,0.390599618727465,0.0742365466298622,-0.127126812831625,-0.123231425806534
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.202536253150269,0.0735925287174082,-0.232323555709924,0.591533982023436,-0.144763968109201,-0.283800262434858
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.142581240396059,0.0209750885797195,-0.220191094788957,-0.0303215555672272,-0.00876425519442126,-0.0117503048260535
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0186918905457387,-0.122494479345017,-0.0158787788164249,-0.41564362221162,0.503707438264364,0.102209759127733
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.339621685789315,0.338717782489353,-0.748916138217375,0.32913926852655,-0.467200030255979,0.239642546764811
"GOBP_SISTER_CHROMATID_SEGREGATION",0.144250388423152,-0.00149115488233012,0.111792623631295,-0.00874532838783049,-0.166879485940052,-0.150425387628647
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.436068388775525,0.100953399269321,-0.021370619123229,0.160517698352468,-0.487759561979379,-0.181809799466978
"GOBP_CELL_MORPHOGENESIS",0.104244734892472,0.269635740440771,0.23233728870714,-0.222444233177643,-0.173363788275771,-0.246407620769698
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.120143592643,0.314280514284657,0.239024824902384,-0.248515274590926,-0.202253755048834,-0.27334939841278
"GOBP_CYTOKINESIS",0.137174590716772,0.13087926794798,0.180402255390461,-0.217691630867246,-0.0278354307876483,-0.176448651345761
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.0147803579337951,-0.00864972391690649,-0.0802733441311076,0.0430791358050759,-0.161711170086073,0.102831840761864
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.24862141397889,-0.590744791201554,-0.289536452703682,0.342620411687266,0.523069582019552,0.26177731178172
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.167774966899324,-0.324624776244064,-0.315759331912412,0.28890819914258,0.124002492107177,0.294625649341959
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.154072680111155,-0.592397097249128,-0.266198803235495,0.380855345077282,0.463930990800686,0.145740105953708
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.26448834552719,-0.329357501450623,-0.391844924385068,0.0100832866259332,0.269108402175305,0.307061212294308
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.186762243471848,-0.50201320864631,-0.485814850266489,0.223044108098293,0.261299319912194,0.457649232728898
"GOBP_RNA_5_END_PROCESSING",-0.130534886207288,-0.30583574000048,-0.453129567074103,-0.0310451551331326,0.425207470682645,0.36453487310618
"GOBP_RRNA_5_END_PROCESSING",-0.352011461790143,-0.00712772082764129,-0.444333634202927,0.236137074990272,0.524623899329353,0.0417223686009077
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",0.362929140852151,-0.499513077055015,-0.364580607934055,0.464947609640804,0.369869727696114,-0.309897067409061
"GOBP_RESPONSE_TO_ACID_CHEMICAL",-0.0480660238199616,-0.044926938849554,0.1254323181017,-0.0839152584856379,0.0757724045776892,-0.0695236632871123
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.481830587883768,-0.373039150925415,0.24229983662711,-0.268805128761254,0.441511875994463,0.190167511835541
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.000701866766676107,0.409419648559812,-0.190143262229405,0.220762340242861,-0.0895333143500028,-0.282322719797831
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.165329643999642,0.322244061410041,0.085877668460758,0.149319733299604,-0.419240530762356,-0.144292868187966
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.14248027497999,0.136051988113132,0.14756569206563,-0.136610499196595,-0.119944203439265,-0.19589939238045
"GOBP_CARTILAGE_CONDENSATION",0.18413058485384,0.281785675354062,0.376017933666999,-0.540991879517659,-0.29696157631849,0.137008235937533
"GOBP_OSSIFICATION",0.11316676414096,-0.000843004898547051,0.012242468216424,-0.0154564485647565,-0.00657165413541302,-0.117160272793176
"GOBP_NEUROTRANSMITTER_UPTAKE",-0.0094121510705773,0.0924060783864114,0.0662928117533212,-0.0386314626829463,-0.128252154230589,-0.0753111069560258
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.107536853229452,0.169069213452237,0.150452926029515,-0.182224614760147,-0.0676340067976433,-0.131509527584289
"GOBP_ACTION_POTENTIAL",0.1546711071318,0.356433956318034,0.279197598767329,-0.326310322117424,-0.233784826437851,-0.291559498947346
"GOBP_RNA_METHYLATION",-0.0879385139017887,-0.185039728406226,-0.115132091152465,0.269731525723086,-0.110958716096018,0.174698758053633
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.322126282108775,-0.588466191079966,-0.335548329178152,-0.211436934780629,0.553018494615058,0.621557230497887
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.0883149527728835,-0.0354465818411352,-0.131116681952381,0.162498888444033,0.0320738848053711,0.0296787363800378
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.162029158407219,-0.200825449762679,-0.0632404988404163,0.178402658853576,-0.115734153941641,0.080245688199957
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",-0.243198411212473,-0.178051855692591,0.267406968000669,-0.205710353576169,-0.191815102598277,0.133861856501718
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.104121927433059,0.03112589838675,0.0500375912612794,-0.104885636614703,-0.515429020504186,0.516127140599554
"GOBP_LUTEINIZATION",-0.290118905688238,0.431404116238797,0.217075936091703,-0.0807398911925818,-0.094495403602522,-0.131784482845356
"GOBP_LUTEOLYSIS",-0.383561497155706,0.0394597609330309,0.402316553627752,0.0795323914208952,-0.10674305035478,-0.0360473044234123
"GOBP_OOCYTE_MATURATION",-0.152662647557131,-0.0126767348184036,-0.0834022505418476,-0.0481741345094324,0.167340937397632,-0.106823458418986
"GOBP_REGULATION_OF_CELL_GROWTH",0.0222664523166938,0.0788409267569161,0.140029302658095,-0.120970018325855,-0.00245257663895102,-0.149256469359169
"GOBP_FATTY_ACID_ALPHA_OXIDATION",0.278499053770245,0.378948210799515,0.672422848717486,0.15062528174739,-0.618892441610644,-0.373490512677806
"GOBP_RESPONSE_TO_PROTOZOAN",0.172134361986914,-0.278798097176375,0.213185846149731,0.217984704238041,-0.0259107604986071,0.0307631496014983
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.15237085814703,0.103861011793695,0.0266237492901103,-0.193987933601158,0.0159927678944564,-0.16684206204699
"GOBP_VASCULOGENESIS",0.291236524507531,0.206988516980794,0.17956470596763,-0.250431802694281,-0.264430381500252,-0.309598726915717
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",-0.173313804965552,-0.023400596164509,0.319040182452144,0.0137973379616356,-0.0513303989616232,-0.0881546526080073
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",-0.198220150925473,0.200126524740629,0.366917483409993,-0.108029062182911,-0.200642086978646,0.0340877709672672
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.0696144790817058,0.0760022661920544,-0.0531398889304936,-0.00154037817742825,0.0744804988744818,-0.0212449199250979
"GOBP_OSTEOBLAST_DIFFERENTIATION",0.154595321465191,-0.0733218720339566,0.0742273517690645,0.0255639117082299,-0.0367706880039234,-0.165819720509578
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.358820159368058,0.132902436785256,0.155163273219232,0.0642449069815055,-0.303317262729168,-0.318502728224753
"GOBP_METANEPHROS_DEVELOPMENT",0.272105878143247,0.231271968588832,0.354785536396606,-0.290753027921291,-0.245787958605729,-0.348517235839896
"GOBP_TEMPERATURE_HOMEOSTASIS",-0.0205343358981007,-0.00743915196551798,0.0548288543950508,0.0632169864698502,-0.0614503811173728,-0.0933969357650618
"GOBP_FEVER_GENERATION",0.436137131178907,0.450968847987363,0.503930471898718,-0.521258536644263,-0.141394468840551,-0.559001570338949
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.0775235944322523,0.167738117678373,0.0996611326273721,-0.136425221425863,-0.08644581225699,-0.181246550287741
"GOBP_ACROSOME_ASSEMBLY",-0.18001289700134,0.241155769177477,-0.0215811558030126,-0.0611369106520467,-0.106879762878974,0.0899806055889592
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0718474469339565,0.0121138618908949,-0.145602495515035,0.107839515947153,0.0613276359319268,-0.0202012589710894
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",0.0855941187621657,0.0483401208103543,0.249147431399915,-0.0917280857684702,-0.172247729606886,-0.0931768889779154
"GOBP_TRNA_5_LEADER_REMOVAL",0.0302180801773557,-0.363235312689932,-0.410945965895641,-0.282136826215077,0.405844744008066,0.488011099591946
"GOBP_HISTAMINE_METABOLIC_PROCESS",-0.624946467193367,-0.494896848023558,-0.324370795761077,0.741279028564215,0.316431775558727,0.638155549866525
"GOBP_GASTRIC_ACID_SECRETION",0.284000848403272,-0.0254183881086391,0.191338651499567,0.125705644692501,-0.242340907998642,-0.298416000094001
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",0.0173446579957546,-0.00049406146002981,0.0427716773152654,-0.00344168024922975,-0.00920140682892988,-0.0994455709918737
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.281864863433756,0.45730795248503,0.149216579506958,-0.323616060030049,-0.334431812888781,-0.425902110217396
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.165957320572594,0.161059870294334,0.152224945272721,-0.0696364151269737,-0.166050563706897,-0.257487350789386
"GOBP_ENDODERM_FORMATION",0.217556004625929,0.143462938137317,0.21268951592571,-0.0213761106979715,-0.185579507145724,-0.329988691909357
"GOBP_CELL_FATE_SPECIFICATION",0.284998755245987,0.202171797612722,0.328676954858494,-0.220543576654118,-0.249294473943195,-0.36388064156236
"GOBP_CELL_FATE_DETERMINATION",0.233715376357254,0.171362402393317,0.0950819879965419,-0.233997565664246,-0.142565222020076,-0.38979568957623
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.272286381184085,-0.240780577574892,-0.135526892949903,0.0595174539322159,-0.0874585174691284,-0.000322350394313414
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.318072382837525,-0.113866938125167,0.113975030304353,0.268452789072106,0.0333420708922902,-0.326735835552632
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.258674222376437,-0.495569796918401,-0.282052539825601,0.610085943861653,0.282719504105591,0.181311544030605
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.336647054026373,-0.493427794857885,-0.29424414974425,0.552682187445999,0.239313366827847,0.394475134211954
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",0.240198283505235,-0.43733801363018,-0.439779525093493,0.183483735034849,0.210359611819616,0.323470062315399
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.0269016471568811,0.15671958354122,0.237919924000819,-0.108868640899274,-0.243514185163277,-0.149105652138747
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",-0.185102239008228,0.174387355619553,0.232070495880392,0.0761238195833786,-0.175927992687365,-0.232146635817691
"GOBP_SOMITOGENESIS",-0.0689622555765195,0.0206097745032962,0.125135254379891,0.0875979881961044,-0.0394356043306593,-0.116526994603237
"GOBP_SOMITE_SPECIFICATION",-0.294960217852174,0.50480188698718,0.218722282789067,-0.771746600820552,0.722006027295263,-0.225128887424282
"GOBP_ORGAN_INDUCTION",0.0566434595248484,0.3175831684297,0.323297978352067,0.0258104505593048,-0.216806611599528,-0.419946704010933
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.159107513677949,0.235517217591288,0.244534004082555,-0.178353584937872,-0.142683050725993,-0.288544966398833
"GOBP_NEURON_MIGRATION",0.181390371376894,0.353603113989769,0.301800743370511,-0.303798090255193,-0.296088011088115,-0.348351539483379
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.0579412654251134,0.0395875176695654,0.316262234191346,-0.39685167418843,0.133533713971793,-0.299457019085944
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.0461499075542155,0.271827765441286,0.603745628982884,-0.427513142070531,-0.390786737548634,-0.250954975723673
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.39927939316424,0.0616472641119989,-0.137535064081578,-0.296312520656523,0.116217629558677,-0.172845793353472
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.419685147120026,0.354168323951999,0.039644138434694,-0.0916381493109009,-0.453459839598921,-0.236112437652243
"GOBP_CELL_ACTIVATION",0.0896159170853683,0.106555178781924,0.0908627328026411,-0.0129805026568585,-0.137694938021097,-0.144525265218348
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.163320761942731,-0.0530184218354571,-0.117843899980727,0.134401492443236,-0.10647869588918,-0.0584546542915686
"GOBP_PLASMA_MEMBRANE_REPAIR",0.199426628457044,-0.0730006326302233,0.173556027071142,-0.380806278277625,0.0913453072470692,0.0294713038725966
