"","004-A","004-B","004-C","004-214-OE-A","004-214-OE-B","004-214-OE-C"
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.0393035750914497,0.263743087252033,-0.340264487613618,-0.320593214264434,-0.153183945634799,0.307990062318402
"GOBP_MITOTIC_CELL_CYCLE",-0.0132029114434746,-0.0254213818459541,-0.0514999345824629,0.0805703413184058,0.0175336328258596,0.0288564793017344
"GOBP_MITOTIC_CYTOKINESIS",0.110379609705834,0.0183391219862716,0.170781733333406,0.0194002675291391,-0.187610139771913,-0.235056022632145
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.147574853075843,-0.163232316655179,-0.169552067535012,0.220620435591219,0.0907958261460233,0.251364828062906
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.138780662574173,-0.222062476981259,-0.139116425811903,0.274805649981005,0.101789214771164,0.267943715658941
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.268002808983994,-0.0843534461565096,-0.0309565965627301,0.349942786091948,0.284145850254254,0.228703496300334
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.0523781762059439,0.00791286526409918,-0.360079820394437,0.0373653400109508,0.267133151009064,0.187915569926358
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",0.0068375680712294,-0.313863459646521,-0.247662151700635,0.190189164376889,0.166294258985222,0.349640534111303
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.0571235821528898,0.185927731137739,-0.0484347275825197,-0.144969705367269,-0.0630660302396031,-0.060751925802093
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.103729363447394,0.137959070872832,-0.206915527471397,-0.349473055427624,0.14861664987579,0.0589107613552423
"GOBP_PROTEIN_DENEDDYLATION",-0.229466507388027,0.650447962030272,-0.237199444034516,-0.0618411447602539,-0.457000305609431,0.0290627975204317
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.333887980382362,0.143108797712853,-0.242448169124105,0.224567416370136,0.17588392209344,0.04694459099861
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0791606847888819,-0.0307950035310402,0.0298370923007616,0.191086649453707,-0.10826020143145,-0.0673438382519902
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.00911522182137198,-0.0265289464688142,0.0576746264355328,0.158244836207982,-0.0746730768703407,-0.0715524275596295
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.507429332331162,0.374598929063164,-0.200564093494539,0.18630973444571,0.170994448074089,0.181828905055573
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.677189896418631,0.313473444344033,-0.117015083296492,0.176414541210666,0.346329022638962,0.541276115189187
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.542520682988892,-0.108821357272853,-0.322224938002082,-0.118628898803715,0.448630613262229,0.603143733334563
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.346271728646534,-0.0672240424810601,0.0108596819942018,0.119416852213257,0.0718653709322123,0.200890679955611
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.0677875947690632,-0.0669518499512484,0.291621553628814,0.39039682573525,-0.315841101467976,-0.331419757233098
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.406052835878202,0.353596444681007,-0.204472497602068,-0.180336406808626,-0.0717018660510915,0.251991270859428
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.0890007310254712,0.348265743731336,0.0836537810085218,-0.283182176815724,-0.302947265478459,-0.226407052735028
"GOBP_MITOPHAGY",-0.12530182828812,0.171612375333324,-0.057802767080394,-0.212586388557717,-0.130329290137237,-0.0542943807185042
"GOBP_PEXOPHAGY",-0.319804751908607,0.115224393181691,-0.190457368718183,0.134772480866142,0.112824453707467,-0.295283451979113
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.120438836339694,-0.0242578161100523,0.0614598254007354,-0.306573750871205,0.122331992183067,0.0497206049403123
"GOBP_MATURATION_OF_5_8S_RRNA",-0.132144621624981,0.15624556701403,-0.164488792335474,0.00745629316500548,0.172456875728137,-0.00188401764355545
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.147125074341575,0.356757992330868,-0.180498520358662,-0.27708728454599,-0.041908223455829,0.0963596360435659
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.272706456479922,0.378028347750243,-0.121186500789881,-0.017986649593594,-0.0476655553572648,0.0133478516945666
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.199684002857843,-0.0148106980843439,-0.156652169761769,0.0465539944723914,0.124651908465686,0.260621136760531
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.281465918773196,0.102991182868066,-0.167961636415218,0.0240803621832451,0.0610195766252756,0.222686401396203
"GOBP_MATURATION_OF_LSU_RRNA",-0.160336646024605,0.449746800635786,-0.18542805695633,-0.0220872887250327,0.0205695351587302,-0.0759481902627129
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.0525484412971705,0.0678886349338819,-0.0315283824852066,-0.11074307584832,0.130783742008871,0.051930399401444
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.00105970782259704,0.124697642747278,0.483318579303116,-0.651341511387645,-0.245902066964132,0.293150109083363
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.16111335655099,0.518299022707,0.48096560434227,-0.439793992459088,-0.228427858121886,-0.567809207721805
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",0.0121956653775657,0.581159244658916,0.465415613518829,-0.550515383773712,-0.24096555832985,-0.578668157995302
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",-0.00711607647870527,-0.166332681124965,-0.16460886320556,0.224046121443113,0.343310877597356,-0.108612104630811
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.216213751051993,-0.0862929864478265,-0.272809954602535,0.289444822771989,-0.0392535205200591,0.0663776103154473
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.251187557888791,0.226661423510024,-0.0260065892397899,0.0151758575281669,-0.160315898989329,0.0523836821410571
"GOBP_TELOMERE_MAINTENANCE",-0.16016423540571,0.071469352553581,-0.142111905424041,0.105482760477632,-0.0696072889670375,0.0915110154978435
"GOBP_RECOMBINATIONAL_REPAIR",-0.0830226564541839,-0.0940125427965887,-0.172215539487581,0.0200016064748913,0.118101493743782,0.257585991183736
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.116842913506076,0.089112066278543,-0.385395163785321,-0.0925035429891108,0.344554028292053,0.321957739026863
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.174137803239191,-0.292533610211856,-0.222736309394086,0.222743890050301,0.231631581140028,0.302143090171462
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.21848505631842,0.0488674054423234,-0.23487201533073,0.00580946089218093,0.25000157460607,0.305918381479159
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0614088671850255,0.380218978840755,-0.0642336432362092,-0.478466407798731,0.0308542743244287,-0.0872573751438869
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.012984813413854,-0.276425399041261,-0.249633653984549,-0.657440652753084,0.383906210585013,0.751101884094931
"GOBP_SISTER_CHROMATID_SEGREGATION",0.0305892174615309,-0.10673479903538,-0.163920275235599,0.194312595833265,0.0210056327960111,0.164885247981124
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.0383279957126299,0.445284300997005,-0.104031220016642,-0.348466997866378,0.174071254608934,-0.270473559965283
"GOBP_CELL_MORPHOGENESIS",0.17949734268205,-0.159861192891988,0.187021809860719,-0.0626324782461589,-0.0525321222933024,-0.043678320284617
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.178070126161835,-0.152469248561994,0.218417255641579,-0.0687440159808779,-0.0786725747398321,-0.0838295674705638
"GOBP_CYTOKINESIS",0.10286916430365,-0.0742892490367765,0.092174564425575,0.129071227210967,-0.0772478862804262,-0.13169327722562
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.139890090574311,-0.0573392136728204,-0.0585531422966618,0.0946611099701458,0.126139586223218,0.0646764523456039
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.300466968172776,-0.388553575854154,-0.340477205854733,0.728764820541687,0.215549559769938,0.243362314839128
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.197885112321633,0.130599292037312,-0.255496351549806,0.0758819536824539,0.0668997917588904,0.183193162507152
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.322838015072647,-0.386065819086442,-0.283300505971462,0.640753008677462,0.216015308393839,0.261021052327758
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.493225156430608,0.284663317774593,-0.137931444754768,0.436147817498283,0.185781573174508,-0.1485945540999
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.439927883464605,0.310094150025506,-0.029270939712981,0.630812281499084,-0.138515074584938,0.119182819221804
"GOBP_RNA_5_END_PROCESSING",-0.369827565606445,0.283433611110381,0.0351633576058123,0.0673128838299189,0.0769438954838689,-0.0853529463061479
"GOBP_RRNA_5_END_PROCESSING",-0.202142529902558,-0.0718592756279952,0.750829635912143,-0.608207381694915,0.269610016996606,0.0527106533240811
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.157466741323117,-0.299285216310582,-0.451768589508054,0.210617872750322,0.445582616566846,0.0574848946863173
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0432908421089186,-0.0129034112249281,0.164435754180311,0.0127995626627841,-0.0782864963891256,-0.12524755044484
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.287097540597546,-0.134769745598207,-0.434236502490276,0.225889497083928,0.463552439888695,0.139055258557719
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.0473876552316398,-0.178721399559386,0.074277694502199,-0.208511549153683,0.0885565842985924,0.293181730539753
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.423988360973713,0.04345365780536,0.487688162943634,-0.222203399401454,-0.222875092400112,-0.613696132764437
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.112499966490577,-0.0874913356318953,0.108748385816949,0.0721724571392545,-0.144404713072636,-0.0145527674124178
"GOBP_CARTILAGE_CONDENSATION",-0.348053033353777,-0.0765670976015333,-0.0331188246410093,0.199911656461212,0.0497509130135258,0.248119945786888
"GOBP_OSSIFICATION",0.0876845178913121,-0.0195473771969289,0.0857036866875191,0.0677063027943704,-0.115217944590587,-0.0348350826582172
"GOBP_NEUROTRANSMITTER_UPTAKE",0.171382934155258,-0.020590819153049,4.92607506434595e-05,-0.113974777945362,0.012141674391663,0.0924417566436746
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.228772787237192,-0.0558577858214255,0.219830235949758,-0.0808302815268296,-0.097365777001894,-0.246559060082257
"GOBP_ACTION_POTENTIAL",0.371904971279723,-0.272008569485551,0.275605685257573,-0.173158216233761,-0.175619820269238,-0.0974444942488305
"GOBP_RNA_METHYLATION",-0.304874383584968,0.0587227372490575,-0.0533206255769237,0.130003788202555,0.188785820393526,0.0287553885517041
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.504609165207966,0.29587339540354,-0.488022561353181,0.139353819592979,0.0392654718980223,0.249573367342698
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.0604621010875741,-0.195991247088148,0.0513555816231519,0.022182851374817,0.0943562088639775,0.0348006836253616
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.0489951470837971,0.262547218149433,-0.104892735733188,-0.30708526640818,0.0199343495462252,0.0833259586444321
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.0360540232906542,-0.563362707540176,0.142529456099274,-0.114852271392336,0.00519757528374437,0.265769990482751
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.305958066380192,-0.398011424032348,-0.168795295261347,-0.268651160004998,0.596976640969176,-0.0592809691708673
"GOBP_LUTEINIZATION",0.431382222942318,0.281309382013132,0.372896194147466,-0.571676085944136,-0.418345842496717,-0.00170116496103739
"GOBP_LUTEOLYSIS",0.595423827765357,-0.291379981126542,0.168575112677416,-0.232985261155762,-0.151070258358645,-0.0870493309757255
"GOBP_OOCYTE_MATURATION",0.0422844253927427,-0.127777744291188,0.0815265849779852,-0.144957908589823,0.0821466717596057,0.263544396256507
"GOBP_REGULATION_OF_CELL_GROWTH",0.0727715448253764,-0.018385537457388,0.09073201488346,-0.0179664276474807,-0.070672027463945,-0.0653114424933806
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.165022056059074,0.646871865990454,-0.189301643709135,-0.382708306249315,0.102376665392546,-0.403976897122161
"GOBP_RESPONSE_TO_PROTOZOAN",0.149676511965956,0.102443455984377,0.224983423670098,-0.258618194880946,0.133864391927316,-0.266030664773486
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",-0.115065762754672,-0.0255669087544064,-0.184882744524014,0.335465210094339,-0.0672997080983267,0.200990218556327
"GOBP_VASCULOGENESIS",0.206399281633819,-0.178953473398695,0.0588904709737529,-0.127293648259959,-0.0192787722410209,0.0974315837341163
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",0.105485727760069,-0.122237320979459,0.237859326275152,0.461814482383641,-0.279869950969899,-0.0690538321437778
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",0.242930942215416,-0.143551067836716,0.326037631115219,0.260843569504625,-0.421243751745085,-0.015315624870326
"GOBP_MICROTUBULE_BUNDLE_FORMATION",0.112421683378224,-0.12625473707368,0.0803208402559602,-0.0295074684808264,-0.0264045246501939,-0.0475536173414227
"GOBP_OSTEOBLAST_DIFFERENTIATION",-0.0551496972125643,0.0470217638386409,0.032587980681075,0.0855844989171381,-0.052090024512158,-0.0122189212945332
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",-0.0676697304806767,-0.104535024791728,0.25004701938919,0.0836992944599581,-0.0011682097205292,-0.0170826348346094
"GOBP_METANEPHROS_DEVELOPMENT",-0.0914550863042346,-0.158265079757858,-0.0654461816644549,-0.00992704765459991,0.0667799691936021,0.196816347535558
"GOBP_TEMPERATURE_HOMEOSTASIS",0.141968264830415,-0.09473408233402,-0.0309747722843904,0.0257575799788677,0.0522293802432258,0.026769680640835
"GOBP_FEVER_GENERATION",0.136920557845399,-0.285546120675892,0.402889467457618,0.0859352944498785,-0.285775694437334,0.257281234064123
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.158402820002398,-0.0382711906065566,0.108479044148313,-0.0181813476781889,-0.144351303854169,-0.0887870917208708
"GOBP_ACROSOME_ASSEMBLY",0.345284276139648,-0.139605089543619,0.346167307186429,0.197607751029427,-0.361425784177482,-0.329178084368284
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.120523032484332,0.262250665628249,-0.0591907230988654,-0.182846882579793,0.0566577493692563,0.0342476923029584
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",-0.0140423649827436,0.0699774720771889,0.0290005609390047,0.111350654589744,-0.150387976081789,-0.147883361553822
"GOBP_TRNA_5_LEADER_REMOVAL",-0.419432215028524,0.297881735258443,-0.12568427166037,0.478099533978596,0.310986044501747,-0.151341584258817
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.386522179829694,0.367871393371149,-0.222296661485806,-0.170715471159909,-0.586857110596459,0.108108596108085
"GOBP_GASTRIC_ACID_SECRETION",-0.224940246750055,-0.040409152851354,-0.0768595092867158,0.378940241555582,-0.0704270616494149,-0.125795002424374
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.0252316216625664,-0.0474054394625729,-0.0777032251723796,0.0227800552656589,-0.03007892044388,0.156204149346774
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.340187610340091,0.0286298427675116,0.287729666625219,-0.193767017160978,-0.404177363006968,-0.114736683075223
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-0.0488705807772727,0.0164368101369897,0.0909345240307899,0.068009673189926,-0.154751585396445,0.0433684423661457
"GOBP_ENDODERM_FORMATION",-0.0353460193060949,0.0916014684746217,0.079775203876275,-0.147982950660987,-0.109089818856264,0.057333763545738
"GOBP_CELL_FATE_SPECIFICATION",-0.00381044347586404,-0.109453201570884,0.105185474618633,-0.0628303584025669,-0.100620989024948,0.104452491539147
"GOBP_CELL_FATE_DETERMINATION",-0.0291143798511003,-0.00277786022352186,-0.444545293570571,0.160624058737398,0.119493402610049,0.218689855598725
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",0.0471577682438215,0.0322140746216114,-0.209283612135939,0.406642414347912,-0.342681685856774,0.117354653791915
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.218448067253036,0.203685091395793,-0.150008084729702,-0.29838738942866,0.0742287474601944,-0.0252129057778679
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.260960002930987,0.115627822944867,-0.164413419864219,0.00794254516651355,0.553377510487434,-0.551876477574933
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",0.240911198271024,0.497990008242315,-0.525228717242859,-0.276383719964292,0.040413680112776,0.0948851065715588
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.372085688815801,0.560864115932455,-0.58285975017676,0.233223798351251,0.455527101630454,-0.348718283315879
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",0.157444930748713,-0.163113911125182,0.217964291090556,-0.0906774333315268,0.0183523049342895,-0.0636114319242193
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",0.262478662608515,-0.318682053418976,-0.00805317025424032,-0.0643181991073241,0.213793301573827,0.0189423484951274
"GOBP_SOMITOGENESIS",0.176286260142837,-0.250650303796923,0.00176622880882651,0.0645268558847392,-0.0558993869073108,0.0537296513316929
"GOBP_SOMITE_SPECIFICATION",-0.0225271723421449,0.0650369784903521,-0.340297498544868,-0.599199541963843,0.173599147299311,0.768662992701979
"GOBP_ORGAN_INDUCTION",0.266488072826596,-0.255675656802383,0.15990292537341,0.183953397163007,0.000376875199873894,-0.31418396693217
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",-0.0502913310124752,-0.130574349856099,-0.0752888029397428,0.127037509319401,0.0393217022957444,0.085659890299008
"GOBP_NEURON_MIGRATION",0.270670742272433,-0.130609299014781,0.137617493614022,-0.120539312584752,-0.0983866913199808,-0.137599777205487
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.110665269755765,0.610933592976288,-0.117930542917031,-0.445652164741484,-0.625197705954655,0.0538405872158866
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.0290938189815155,-0.0657927243533525,0.161424108151828,0.00627832149338586,-0.257824184450945,0.165017632404274
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.29672005365789,0.349964443758295,-0.186655694523343,0.239808335706739,-0.169537083040367,-0.380226679848225
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.135214826114152,-0.0892129587120798,0.312071712507607,-0.0946116395916188,-0.0522224842059731,-0.0389294171512574
"GOBP_CELL_ACTIVATION",0.081329730228625,0.0188314291534945,0.138625250259905,-0.121366744313726,-0.0548691029037728,-0.0939944810584638
"GOBP_LEUKOCYTE_HOMEOSTASIS",-0.0223834599043256,0.128209038135346,-0.0125855388418903,-0.0719152958641708,-0.0180839532931673,0.0285795032240098
"GOBP_PLASMA_MEMBRANE_REPAIR",-0.0840193900374175,0.471499273850306,0.263641475622433,-0.27935853407403,-0.364279747752221,-0.3204134288453
"GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION",0.189240463540725,-0.206762959869649,0.018721472525475,-0.609253514459194,0.317452482126388,-0.0264409622023662
